publication_vintage_date,reference_date,times_proceeded_id,jurisdiction_id,observation_period_id,indigenous_status_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_times_proceeded,raw_jurisdiction,raw_observation_period,raw_indigenous_status,raw_statistic_basis
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2021_22_dd8903a1,NON_INDIGENOUS_2f231fea,PROPORTION_13745b70,published-value,published-unit,81.1,observed,81.1,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C6,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2021–22,Non-Indigenous,Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2021_22_dd8903a1,TOTAL_ab2882c8,NUMBER_a081e07b,published-value,published-unit,1737,observed,1737,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C4,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2021–22,Total(c),Number
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2021_22_dd8903a1,TOTAL_ab2882c8,PROPORTION_13745b70,published-value,published-unit,78.2,observed,78.2,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C7,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2021–22,Total(c),Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2022_23_0d9e498b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NUMBER_a081e07b,published-value,published-unit,223,observed,223,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C8,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2022–23,Aboriginal and Torres Strait Islander,Number
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2022_23_0d9e498b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PROPORTION_13745b70,published-value,published-unit,54.1,observed,54.1,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C11,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2022–23,Aboriginal and Torres Strait Islander,Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2022_23_0d9e498b,NON_INDIGENOUS_2f231fea,NUMBER_a081e07b,published-value,published-unit,1740,observed,1740,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C9,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2022–23,Non-Indigenous,Number
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2022_23_0d9e498b,NON_INDIGENOUS_2f231fea,PROPORTION_13745b70,published-value,published-unit,82.3,observed,82.3,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C12,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2022–23,Non-Indigenous,Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2022_23_0d9e498b,TOTAL_ab2882c8,NUMBER_a081e07b,published-value,published-unit,1965,observed,1965,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C10,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2022–23,Total(c),Number
2023-06-30,2023-06-30,1_6b86b273,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,2022_23_0d9e498b,TOTAL_ab2882c8,PROPORTION_13745b70,published-value,published-unit,77.7,observed,77.7,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R42C13,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,Australian Capital Territory,2022–23,Total(c),Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2021_22_dd8903a1,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NUMBER_a081e07b,published-value,published-unit,7708,observed,7708,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C2,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2021–22,Aboriginal and Torres Strait Islander,Number
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2021_22_dd8903a1,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PROPORTION_13745b70,published-value,published-unit,44.1,observed,44.1,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C5,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2021–22,Aboriginal and Torres Strait Islander,Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2021_22_dd8903a1,NON_INDIGENOUS_2f231fea,NUMBER_a081e07b,published-value,published-unit,42857,observed,42857,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C3,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2021–22,Non-Indigenous,Number
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2021_22_dd8903a1,NON_INDIGENOUS_2f231fea,PROPORTION_13745b70,published-value,published-unit,71.5,observed,71.5,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C6,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2021–22,Non-Indigenous,Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2021_22_dd8903a1,TOTAL_ab2882c8,NUMBER_a081e07b,published-value,published-unit,56158,observed,56158,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C4,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2021–22,Total(c),Number
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2021_22_dd8903a1,TOTAL_ab2882c8,PROPORTION_13745b70,published-value,published-unit,67.3,observed,67.3,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C7,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2021–22,Total(c),Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NUMBER_a081e07b,published-value,published-unit,9454,observed,9454,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C8,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2022–23,Aboriginal and Torres Strait Islander,Number
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,PROPORTION_13745b70,published-value,published-unit,48.1,observed,48.1,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C11,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2022–23,Aboriginal and Torres Strait Islander,Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,NON_INDIGENOUS_2f231fea,NUMBER_a081e07b,published-value,published-unit,50668,observed,50668,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C9,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2022–23,Non-Indigenous,Number
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,NON_INDIGENOUS_2f231fea,PROPORTION_13745b70,published-value,published-unit,74.6,observed,74.6,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C12,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2022–23,Non-Indigenous,Proportion (%)
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,TOTAL_ab2882c8,NUMBER_a081e07b,published-value,published-unit,68782,observed,68782,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C10,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2022–23,Total(c),Number
2023-06-30,2023-06-30,1_6b86b273,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,TOTAL_ab2882c8,PROPORTION_13745b70,published-value,published-unit,70.3,observed,70.3,sha256:b2af5d2171d5bea1f2749083987667d79db74962555e67ac6abb99750691e93e,Table 29,R10C13,sha256:f28da5709951014d842b54c96334e03c9cbbdce90c1ab1f55a666a67307fdf67,RecipeV01,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,sha256:a43e7b1191a456aa0b2f77a675c74e80beffd0caffb57eb1f69708bee4ca00fc,recorded-crime-offenders,sha256:aedf6cc35f7ee5485effa857d12d50fdb952bb18d7847ce85c812b9403ecfbf2,tidy.table-family-acceptance/v2,sha256:c9eab515cd0f72d5b7e7de10f043fcff598f6924ee0c753aa2268548b10a20b6,sha256:9a85457034b4f11e1967de2ec2b2689c99e764ad1e6813c7855a069a8eb4690a,sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:81b24f64b6ea598524fba5cbad8b2fbef771bd141a34615a257f9afd50dfb7da,1,New South Wales(d),2022–23,Total(c),Proportion (%)
