reference_date,jurisdiction_id,most_serious_offence_or_charge_id,indigenous_status_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_most_serious_offence_or_charge,raw_indigenous_status
2022-06-30,AUS,ANZSOC_08,NON_INDIGENOUS,prisoner-count,person,828,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R33C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,08 Theft,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_08,TOTAL,prisoner-count,person,1205,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R52C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,08 Theft,TOTAL
2022-06-30,AUS,ANZSOC_09,INDIGENOUS,prisoner-count,person,98,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R15C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,09 Fraud/deception,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,ANZSOC_09,NON_INDIGENOUS,prisoner-count,person,555,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R34C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,09 Fraud/deception,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_09,TOTAL,prisoner-count,person,664,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R53C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,09 Fraud/deception,TOTAL
2022-06-30,AUS,ANZSOC_10,INDIGENOUS,prisoner-count,person,440,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R16C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,10 Illicit drug offences,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,ANZSOC_10,NON_INDIGENOUS,prisoner-count,person,5045,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R35C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,10 Illicit drug offences,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_10,TOTAL,prisoner-count,person,5515,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R54C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,10 Illicit drug offences,TOTAL
2022-06-30,AUS,ANZSOC_11,INDIGENOUS,prisoner-count,person,166,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R17C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,11 Weapons/explosives,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,ANZSOC_11,NON_INDIGENOUS,prisoner-count,person,583,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R36C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,11 Weapons/explosives,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_11,TOTAL,prisoner-count,person,752,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R55C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,11 Weapons/explosives,TOTAL
2022-06-30,AUS,ANZSOC_12,INDIGENOUS,prisoner-count,person,192,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R18C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,12 Property damage and environmental pollution,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,ANZSOC_12,NON_INDIGENOUS,prisoner-count,person,411,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R37C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,12 Property damage and environmental pollution,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_12,TOTAL,prisoner-count,person,598,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R56C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,12 Property damage and environmental pollution,TOTAL
2022-06-30,AUS,ANZSOC_13,INDIGENOUS,prisoner-count,person,46,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R19C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,13 Public order offences,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,ANZSOC_13,NON_INDIGENOUS,prisoner-count,person,88,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R38C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,13 Public order offences,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_13,TOTAL,prisoner-count,person,138,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R57C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,13 Public order offences,TOTAL
2022-06-30,AUS,ANZSOC_14,INDIGENOUS,prisoner-count,person,101,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R20C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,14 Traffic and vehicle regulatory offences,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,ANZSOC_14,NON_INDIGENOUS,prisoner-count,person,299,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R39C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,14 Traffic and vehicle regulatory offences,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_14,TOTAL,prisoner-count,person,402,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R58C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,14 Traffic and vehicle regulatory offences,TOTAL
2022-06-30,AUS,ANZSOC_15,INDIGENOUS,prisoner-count,person,1158,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R21C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,15 Offences against justice,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,ANZSOC_15,NON_INDIGENOUS,prisoner-count,person,1727,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R40C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,15 Offences against justice,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_15,TOTAL,prisoner-count,person,2891,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R59C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,15 Offences against justice,TOTAL
2022-06-30,AUS,ANZSOC_16,INDIGENOUS,prisoner-count,person,11,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R22C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,16 Miscellaneous offences,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,ANZSOC_16,NON_INDIGENOUS,prisoner-count,person,76,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R41C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,16 Miscellaneous offences,NON-INDIGENOUS
2022-06-30,AUS,ANZSOC_16,TOTAL,prisoner-count,person,86,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R60C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,16 Miscellaneous offences,TOTAL
2022-06-30,AUS,POST_SENTENCE,INDIGENOUS,prisoner-count,person,38,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R23C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,Post-sentence,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,POST_SENTENCE,NON_INDIGENOUS,prisoner-count,person,56,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R42C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,Post-sentence,NON-INDIGENOUS
2022-06-30,AUS,POST_SENTENCE,TOTAL,prisoner-count,person,99,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R61C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,Post-sentence,TOTAL
2022-06-30,AUS,TOTAL,INDIGENOUS,prisoner-count,person,12902,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R24C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,Total,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,AUS,TOTAL,NON_INDIGENOUS,prisoner-count,person,27446,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_16,R43C10,sha256:b422a05f3891744733d4e987e0178a85591b286e8d3bca8dca49666f706a433d,prisoners-in-australia,sha256:574ac379e79e96b16f9c30b1f9a0f3c564499264629b02cb76dec57fcba88664,tidy.table-family-acceptance/v1,sha256:f4c7ec95e2753f570568f9047402a96ed09fbd6b11749b8f0384912512099cc6,sha256:4ddb0c7cbdfe298524da21c78aeea900a058b197e27e10985f4fa554cf10af15,sha256:28f94425b161cbad1abb3def9838968b3ce4a022be2a0e35d96086574b8c73ee,openai-codex/gpt-5.6-sol,replay:sha256:4a888c7a0e0996be4e63847359964f7fa327510db44cf8c477867a650219ea9b,Aust.,Total,NON-INDIGENOUS
