publication_vintage_date,reference_date,principal_offence_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_statistic_basis
2022-06-30,2022-06-30,011_MURDER_2011d70f,2013_14_4115b20a,NUMBER_a081e07b,published-value,published-unit,15,observed,15,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C7,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2013–14,Number
2022-06-30,2022-06-30,011_MURDER_2011d70f,2013_14_4115b20a,OFFENDER_RATE_bf190e83,published-value,published-unit,0.7,observed,0.7,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C21,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2013–14,Offender rate(a)
2022-06-30,2022-06-30,011_MURDER_2011d70f,2014_15_392dc544,NUMBER_a081e07b,published-value,published-unit,4,observed,4,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C8,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2014–15,Number
2022-06-30,2022-06-30,011_MURDER_2011d70f,2014_15_392dc544,OFFENDER_RATE_bf190e83,published-value,published-unit,0.2,observed,0.2,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C22,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2014–15,Offender rate(a)
2022-06-30,2022-06-30,011_MURDER_2011d70f,2015_16_ecc4ae2a,NUMBER_a081e07b,published-value,published-unit,9,observed,9,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C9,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2015–16,Number
2022-06-30,2022-06-30,011_MURDER_2011d70f,2015_16_ecc4ae2a,OFFENDER_RATE_bf190e83,published-value,published-unit,0.4,observed,0.4,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C23,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2015–16,Offender rate(a)
2022-06-30,2022-06-30,011_MURDER_2011d70f,2016_17_14c8c17c,NUMBER_a081e07b,published-value,published-unit,11,observed,11,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C10,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2016–17,Number
2022-06-30,2022-06-30,011_MURDER_2011d70f,2016_17_14c8c17c,OFFENDER_RATE_bf190e83,published-value,published-unit,0.5,observed,0.5,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C24,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2016–17,Offender rate(a)
2022-06-30,2022-06-30,011_MURDER_2011d70f,2017_18_e0619229,NUMBER_a081e07b,published-value,published-unit,7,observed,7,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C11,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2017–18,Number
2022-06-30,2022-06-30,011_MURDER_2011d70f,2017_18_e0619229,OFFENDER_RATE_bf190e83,published-value,published-unit,0.3,observed,0.3,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C25,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2017–18,Offender rate(a)
2022-06-30,2022-06-30,011_MURDER_2011d70f,2018_19_3fe15a03,NUMBER_a081e07b,published-value,published-unit,15,observed,15,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C12,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2018–19,Number
2022-06-30,2022-06-30,011_MURDER_2011d70f,2018_19_3fe15a03,OFFENDER_RATE_bf190e83,published-value,published-unit,0.6,observed,0.6,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C26,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2018–19,Offender rate(a)
2022-06-30,2022-06-30,011_MURDER_2011d70f,2019_20_6d3dcb6c,NUMBER_a081e07b,published-value,published-unit,32,observed,32,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R8C13,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,011 Murder,2019–20,Number
