publication_vintage_date,reference_date,principal_offence_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2015_16_ecc4ae2a,OFFENDER_RATE_bf190e83,published-value,published-unit,1,observed,1,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C23,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2015–16,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2016_17_14c8c17c,NUMBER_a081e07b,published-value,published-unit,24,observed,24,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C10,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2016–17,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2016_17_14c8c17c,OFFENDER_RATE_bf190e83,published-value,published-unit,1,observed,1,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C24,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2016–17,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2017_18_e0619229,NUMBER_a081e07b,published-value,published-unit,29,observed,29,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C11,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2017–18,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2017_18_e0619229,OFFENDER_RATE_bf190e83,published-value,published-unit,1.2,observed,1.2,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C25,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2017–18,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2018_19_3fe15a03,NUMBER_a081e07b,published-value,published-unit,32,observed,32,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C12,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2018–19,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2018_19_3fe15a03,OFFENDER_RATE_bf190e83,published-value,published-unit,1.3,observed,1.3,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C26,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2018–19,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2019_20_6d3dcb6c,NUMBER_a081e07b,published-value,published-unit,49,observed,49,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C13,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2019–20,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2019_20_6d3dcb6c,OFFENDER_RATE_bf190e83,published-value,published-unit,2,observed,2,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C27,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2019–20,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2020_21_d6db3b1d,NUMBER_a081e07b,published-value,published-unit,42,observed,42,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C14,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2020–21,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2020_21_d6db3b1d,OFFENDER_RATE_bf190e83,published-value,published-unit,1.7,observed,1.7,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C28,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2020–21,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2021_22_dd8903a1,NUMBER_a081e07b,published-value,published-unit,64,observed,64,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C15,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2021–22,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2021_22_dd8903a1,OFFENDER_RATE_bf190e83,published-value,published-unit,2.5,observed,2.5,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R7C29,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,01 Homicide and related offences(d),2021–22,Offender rate(a)
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2008_09_f695681e,NUMBER_a081e07b,published-value,published-unit,11385,observed,11385,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C2,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2008–09,Number
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2008_09_f695681e,OFFENDER_RATE_bf190e83,published-value,published-unit,508,observed,508,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C16,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2008–09,Offender rate(a)
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2009_10_d4eb8e50,NUMBER_a081e07b,published-value,published-unit,11855,observed,11855,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C3,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2009–10,Number
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2009_10_d4eb8e50,OFFENDER_RATE_bf190e83,published-value,published-unit,528.2,observed,528.2,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C17,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2009–10,Offender rate(a)
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2010_11_bcb455ae,NUMBER_a081e07b,published-value,published-unit,11738,observed,11738,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C4,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2010–11,Number
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2010_11_bcb455ae,OFFENDER_RATE_bf190e83,published-value,published-unit,522.6,observed,522.6,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C18,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2010–11,Offender rate(a)
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2011_12_dd65d86c,NUMBER_a081e07b,published-value,published-unit,10009,observed,10009,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C5,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2011–12,Number
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2011_12_dd65d86c,OFFENDER_RATE_bf190e83,published-value,published-unit,444.6,observed,444.6,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C19,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2011–12,Offender rate(a)
2022-06-30,2022-06-30,021_ASSAULT_17d406a6,2012_13_94552411,NUMBER_a081e07b,published-value,published-unit,8963,observed,8963,sha256:40fbc8c1a5d578ba7910a267b21ddababd16d6e434db4bb9ae9612f1ee6c0590,Table 18,R13C6,sha256:de24412c68aa9b46d2101580eebfdef425991b745e894f3fa006b90fb42129e7,RecipeV01,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,sha256:03aa81535a7d9246ef790f18a5f342c24720a4c6dfc0e29d87edc5736a6a2d9f,recorded-crime-offenders,sha256:06822e34a2d58727ed066e883296e5186c6d0bb8f3abdd249eff9eddda6976e1,tidy.table-family-acceptance/v2,sha256:0e62a44a81b5897da07c8f2b25f4a7da6f8506656c68c8777d183ae5d39d7327,sha256:35eaa8ecbd31ea1b8a2882c386995f874ed1f19091707b763348f3b34804bf49,sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:adb1527c6723e676091405ec74f1ed807fda385ff1810c13aae9e5a03e0edc27,021 Assault,2012–13,Number
