reference_date,most_serious_offence_or_charge_id,sex_id,legal_status_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_offence_or_charge,raw_sex,raw_legal_status
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,FEMALES_29864773,SENTENCED_aec7ff9e,published-value,published-unit,196,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C3,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Females,Sentenced
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,FEMALES_29864773,TOTAL_ab2882c8,published-value,published-unit,288,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C9,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Females,Total
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,FEMALES_29864773,UNSENTENCED_88c001c6,published-value,published-unit,92,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C6,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Females,Unsentenced
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,MALES_66d5f994,SENTENCED_aec7ff9e,published-value,published-unit,2312,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C2,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Males,Sentenced
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,MALES_66d5f994,TOTAL_ab2882c8,published-value,published-unit,2996,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C8,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Males,Total
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,MALES_66d5f994,UNSENTENCED_88c001c6,published-value,published-unit,688,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C5,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Males,Unsentenced
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,PERSONS_4d6dccab,SENTENCED_aec7ff9e,published-value,published-unit,2513,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C4,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Persons,Sentenced
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,PERSONS_4d6dccab,TOTAL_ab2882c8,published-value,published-unit,3292,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C10,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Persons,Total
2021-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,PERSONS_4d6dccab,UNSENTENCED_88c001c6,published-value,published-unit,778,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R7C7,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,01 Homicide and related offences,Persons,Unsentenced
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,FEMALES_29864773,SENTENCED_aec7ff9e,published-value,published-unit,298,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C3,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Females,Sentenced
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,FEMALES_29864773,TOTAL_ab2882c8,published-value,published-unit,721,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C9,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Females,Total
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,FEMALES_29864773,UNSENTENCED_88c001c6,published-value,published-unit,422,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C6,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Females,Unsentenced
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,MALES_66d5f994,SENTENCED_aec7ff9e,published-value,published-unit,5064,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C2,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Males,Sentenced
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,MALES_66d5f994,TOTAL_ab2882c8,published-value,published-unit,10051,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C8,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Males,Total
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,MALES_66d5f994,UNSENTENCED_88c001c6,published-value,published-unit,4983,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C5,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Males,Unsentenced
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,PERSONS_4d6dccab,SENTENCED_aec7ff9e,published-value,published-unit,5363,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C4,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Persons,Sentenced
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,PERSONS_4d6dccab,TOTAL_ab2882c8,published-value,published-unit,10775,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C10,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Persons,Total
2021-06-30,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,PERSONS_4d6dccab,UNSENTENCED_88c001c6,published-value,published-unit,5408,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R8C7,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,02 Acts intended to cause injury,Persons,Unsentenced
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,FEMALES_29864773,SENTENCED_aec7ff9e,published-value,published-unit,61,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C3,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Females,Sentenced
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,FEMALES_29864773,TOTAL_ab2882c8,published-value,published-unit,98,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C9,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Females,Total
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,FEMALES_29864773,UNSENTENCED_88c001c6,published-value,published-unit,38,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C6,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Females,Unsentenced
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,MALES_66d5f994,SENTENCED_aec7ff9e,published-value,published-unit,4460,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C2,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Males,Sentenced
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,MALES_66d5f994,TOTAL_ab2882c8,published-value,published-unit,6090,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C8,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Males,Total
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,MALES_66d5f994,UNSENTENCED_88c001c6,published-value,published-unit,1630,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C5,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Males,Unsentenced
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,PERSONS_4d6dccab,SENTENCED_aec7ff9e,published-value,published-unit,4523,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C4,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Persons,Sentenced
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,PERSONS_4d6dccab,TOTAL_ab2882c8,published-value,published-unit,6187,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C10,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Persons,Total
2021-06-30,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,PERSONS_4d6dccab,UNSENTENCED_88c001c6,published-value,published-unit,1667,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R9C7,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,03 Sexual assault and related offences,Persons,Unsentenced
2021-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,FEMALES_29864773,SENTENCED_aec7ff9e,published-value,published-unit,82,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_8,R10C3,sha256:863060272c6a22efbef978c08ec3fc287fe8365bf4f4da03469f66ccb1121e60,prisoners-in-australia,sha256:0e9f57c2ffe85b8815171cee0ff5064862f4ef5d89931448c1eabeff1045d94c,tidy.table-family-acceptance/v2,sha256:fc7b9a2f382885015e36010b0f6ad3046e4c8cdc550791228daf8bcfdda987f5,sha256:a862aacb73c6ef47e505d295291b8695c248bd316af6c0c12329e25c310b76f4,sha256:1070828c457b90263174d993bb1eb12c7dae71d2c5f58e40b2e3924a36747c95,human-authored/deterministic-geometry-v1,replay:sha256:0d2af0aab7a45b818aa9dac456d19ef65acc6f5f6fbbe577a7aed84c01227811,04 Dangerous/negligent acts,Females,Sentenced
