publication_vintage_date,reference_date,principal_offence_id,method_of_finalisation_id,jurisdiction_id,observation_period_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_finalisation,raw_jurisdiction,raw_observation_period,raw_classification_context
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_ACQUITTED,SA,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R6C2,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,011 Murder,Acquitted,"Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_GUILTY_OUTCOME,SA,2024-06-30,ANZSOC_2011,defendant-count,person,9,observed,9,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R6C3,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,011 Murder,Guilty outcome,"Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_TOTAL,SA,2024-06-30,ANZSOC_2011,defendant-count,person,28,observed,28,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R6C7,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,011 Murder,Total(b),"Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_TOTAL_ADJUDICATED,SA,2024-06-30,ANZSOC_2011,defendant-count,person,9,observed,9,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R6C4,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,011 Murder,"Total
adjudicated(a)","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,SA,2024-06-30,ANZSOC_2011,defendant-count,person,12,observed,12,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R6C5,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,011 Murder,Transfer to other court levels,"Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_WITHDRAWN_BY_PROSECUTION,SA,2024-06-30,ANZSOC_2011,defendant-count,person,5,observed,5,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R6C6,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,011 Murder,Withdrawn by prosecution,"Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_ACQUITTED,SA,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R7C2,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,012 Attempted murder,Acquitted,"Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_GUILTY_OUTCOME,SA,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R7C3,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,012 Attempted murder,Guilty outcome,"Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_TOTAL,SA,2024-06-30,ANZSOC_2011,defendant-count,person,7,observed,7,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R7C7,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,012 Attempted murder,Total(b),"Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_TOTAL_ADJUDICATED,SA,2024-06-30,ANZSOC_2011,defendant-count,person,0,observed,0,sha256:c028253cb884189d887521a111628b5dd34204728810885257603e448feb0c39,Table 35,R7C4,sha256:0fe32c06e63186a5604b84bd48fb28205dd4c5dd8eb325892f92416a9bd1ea1e,criminal-courts-australia,sha256:d0372d5c1cf481d954443fd82696f4bacc5e4be8b275a1522c577dde6677f06d,tidy.table-family-acceptance/v1,sha256:c4756cd709acb096311d045e199bdc36887efd60d5bd0d341fa4f6fc67df830d,sha256:602f3f511e0515c1efa5f689dd0fe8995896302d980be28cd7fdc1d8f5637a15,sha256:8e6f7d34cffa9a62eb0424fc4aec7752e00a5cf1a61aec7be9d40a6b52a734d9,human-authored/deterministic-map-v1,replay:sha256:6d14e65d166823ac2192f1cb199fab6b88695754a99a292edacb6a743b98da86,012 Attempted murder,"Total
adjudicated(a)","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24","Table 35 Defendants finalised, Principal offence by method of finalisation – South Australia, 2023–24"
