publication_vintage_date,reference_date,principal_offence_id,observation_period_id,sex_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_sex,raw_statistic_basis
2023-06-30,2021-06-30,ANZSOC_16,2021-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,138.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R57C29,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,16 Miscellaneous offences,2020–21,Persons(h),Offender rate(a)
2023-06-30,2021-06-30,TOTAL,2021-06-30,FEMALE,COUNT,offender-count,person,89235,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R41C14,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,Total(g),2020–21,Females,Number
2023-06-30,2021-06-30,TOTAL,2021-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,781.5,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R41C29,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,Total(g),2020–21,Females,Offender rate(a)
2023-06-30,2021-06-30,TOTAL,2021-06-30,MALE,COUNT,offender-count,person,270337,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R24C14,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,Total(g),2020–21,Males,Number
2023-06-30,2021-06-30,TOTAL,2021-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,2435.7,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R24C29,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,Total(g),2020–21,Males,Offender rate(a)
2023-06-30,2021-06-30,TOTAL,2021-06-30,PERSONS,COUNT,offender-count,person,359975,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R58C14,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,Total(g),2020–21,Persons(h),Number
2023-06-30,2021-06-30,TOTAL,2021-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,1598.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R58C29,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,Total(g),2020–21,Persons(h),Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_01,2022-06-30,FEMALE,COUNT,offender-count,person,88,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R26C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,01 Homicide and related offences,2021–22,Females,Number
2023-06-30,2022-06-30,ANZSOC_01,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,0.8,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R26C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,01 Homicide and related offences,2021-2022,Females,Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_01,2022-06-30,MALE,COUNT,offender-count,person,549,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R9C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,01 Homicide and related offences,2021–22,Males,Number
2023-06-30,2022-06-30,ANZSOC_01,2022-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,4.9,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R9C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,01 Homicide and related offences,2021-2022,Males,Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_01,2022-06-30,PERSONS,COUNT,offender-count,person,635,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R43C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,01 Homicide and related offences,2021–22,Persons(h),Number
2023-06-30,2022-06-30,ANZSOC_01,2022-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,2.8,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R43C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,01 Homicide and related offences,2021-2022,Persons(h),Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_02,2022-06-30,FEMALE,COUNT,offender-count,person,20538,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R27C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,02 Acts intended to cause injury,2021–22,Females,Number
2023-06-30,2022-06-30,ANZSOC_02,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,179.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R27C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,02 Acts intended to cause injury,2021-2022,Females,Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_02,2022-06-30,MALE,COUNT,offender-count,person,63339,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R10C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,02 Acts intended to cause injury,2021–22,Males,Number
2023-06-30,2022-06-30,ANZSOC_02,2022-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,566.5,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R10C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,02 Acts intended to cause injury,2021-2022,Males,Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_02,2022-06-30,PERSONS,COUNT,offender-count,person,83926,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R44C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,02 Acts intended to cause injury,2021–22,Persons(h),Number
2023-06-30,2022-06-30,ANZSOC_02,2022-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,370.7,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R44C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,02 Acts intended to cause injury,2021-2022,Persons(h),Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_03,2022-06-30,FEMALE,COUNT,offender-count,person,591,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R28C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,03 Sexual assault and related offences,2021–22,Females,Number
2023-06-30,2022-06-30,ANZSOC_03,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,5.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R28C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,03 Sexual assault and related offences,2021-2022,Females,Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_03,2022-06-30,MALE,COUNT,offender-count,person,8402,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R11C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,03 Sexual assault and related offences,2021–22,Males,Number
2023-06-30,2022-06-30,ANZSOC_03,2022-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,75.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R11C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,03 Sexual assault and related offences,2021-2022,Males,Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_03,2022-06-30,PERSONS,COUNT,offender-count,person,8995,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R45C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,03 Sexual assault and related offences,2021–22,Persons(h),Number
2023-06-30,2022-06-30,ANZSOC_03,2022-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,39.7,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R45C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,03 Sexual assault and related offences,2021-2022,Persons(h),Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_04,2022-06-30,FEMALE,COUNT,offender-count,person,409,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R29C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,04 Dangerous/negligent acts(d),2021–22,Females,Number
2023-06-30,2022-06-30,ANZSOC_04,2022-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,3.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R29C30,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,04 Dangerous/negligent acts(d),2021-2022,Females,Offender rate(a)
2023-06-30,2022-06-30,ANZSOC_04,2022-06-30,MALE,COUNT,offender-count,person,1649,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 2,R12C15,sha256:5e241f17e2da80d928034fe377336a2eedb0b4bb9cac801b5a69f9cd87ceafa7,recorded-crime-offenders,sha256:6804c9f515355d5541712916cc6405326d542c9feb6ee9d233565146f1dc18b7,tidy.table-family-acceptance/v1,sha256:3e9f0d60c76be53ccd9266a9b48d26f7cc6e59d50cd98ee5ab986d0cfd2cbc06,sha256:29d3c0abe0464e470b033a974617c8fd2b45939dee50d865baf0abf33d28094a,sha256:d78574bbcb66a3bf3cfefd76d0c6a555a056ba16b77471f96f057b3b7b576e08,human-authored/deterministic-map-v1,replay:sha256:806cfdee9952c8cb915b41770865d67daf3d0d2466dce450cf71808352d14744,04 Dangerous/negligent acts(d),2021–22,Males,Number
