reference_date,most_serious_charge_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_charge,raw_jurisdiction,raw_classification_context
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,17,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R9C6,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,04 Harm or endanger persons,Tas.,Preliminary ANZSOC 2023 most serious charge
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,235,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R9C5,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,04 Harm or endanger persons,WA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,12,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R10C8,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,"05 Robbery, blackmail, and extortion",ACT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,214,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R10C2,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,"05 Robbery, blackmail, and extortion",NSW,Preliminary ANZSOC 2023 most serious charge
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,47,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R10C7,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,"05 Robbery, blackmail, and extortion",NT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,349,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R10C3,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,"05 Robbery, blackmail, and extortion",Qld,Preliminary ANZSOC 2023 most serious charge
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,39,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R10C4,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,"05 Robbery, blackmail, and extortion",SA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,17,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R10C6,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,"05 Robbery, blackmail, and extortion",Tas.,Preliminary ANZSOC 2023 most serious charge
2025-06-30,05_ROBBERY_BLACKMAIL_AND_EXTORTION_815b716e,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,224,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R10C5,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,"05 Robbery, blackmail, and extortion",WA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,06_BURGLARY_bb37cc2e,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,6,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R11C8,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,06 Burglary,ACT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,06_BURGLARY_bb37cc2e,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,385,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R11C2,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,06 Burglary,NSW,Preliminary ANZSOC 2023 most serious charge
2025-06-30,06_BURGLARY_bb37cc2e,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,25,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R11C7,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,06 Burglary,NT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,06_BURGLARY_bb37cc2e,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,260,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R11C3,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,06 Burglary,Qld,Preliminary ANZSOC 2023 most serious charge
2025-06-30,06_BURGLARY_bb37cc2e,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,55,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R11C4,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,06 Burglary,SA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,06_BURGLARY_bb37cc2e,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,16,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R11C6,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,06 Burglary,Tas.,Preliminary ANZSOC 2023 most serious charge
2025-06-30,06_BURGLARY_bb37cc2e,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,290,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R11C5,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,06 Burglary,WA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,07_THEFT_2ddf8175,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,3,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R12C8,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,07 Theft,ACT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,07_THEFT_2ddf8175,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,161,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R12C2,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,07 Theft,NSW,Preliminary ANZSOC 2023 most serious charge
2025-06-30,07_THEFT_2ddf8175,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,13,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R12C7,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,07 Theft,NT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,07_THEFT_2ddf8175,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,193,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R12C3,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,07 Theft,Qld,Preliminary ANZSOC 2023 most serious charge
2025-06-30,07_THEFT_2ddf8175,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,203,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R12C4,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,07 Theft,SA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,07_THEFT_2ddf8175,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,14,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R12C6,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,07 Theft,Tas.,Preliminary ANZSOC 2023 most serious charge
2025-06-30,07_THEFT_2ddf8175,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,62,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R12C5,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,07 Theft,WA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,3,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R13C8,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,08 Fraud and related offences,ACT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,104,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R13C2,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,08 Fraud and related offences,NSW,Preliminary ANZSOC 2023 most serious charge
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,4,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R13C7,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,08 Fraud and related offences,NT,Preliminary ANZSOC 2023 most serious charge
