reference_date,most_serious_charge_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_charge,raw_jurisdiction,raw_classification_context
2025-06-30,02_ASSAULT_294c4580,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,1682,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R7C3,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,02 Assault,Qld,Preliminary ANZSOC 2023 most serious charge
2025-06-30,02_ASSAULT_294c4580,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,567,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R7C4,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,02 Assault,SA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,02_ASSAULT_294c4580,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,158,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R7C6,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,02 Assault,Tas.,Preliminary ANZSOC 2023 most serious charge
2025-06-30,02_ASSAULT_294c4580,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,1262,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R7C5,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,02 Assault,WA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,03_SEXUAL_OFFENCES_6fb153ef,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,22,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R8C8,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,03 Sexual offences,ACT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,03_SEXUAL_OFFENCES_6fb153ef,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,821,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R8C2,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,03 Sexual offences,NSW,Preliminary ANZSOC 2023 most serious charge
2025-06-30,03_SEXUAL_OFFENCES_6fb153ef,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,131,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R8C7,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,03 Sexual offences,NT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,03_SEXUAL_OFFENCES_6fb153ef,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,643,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R8C3,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,03 Sexual offences,Qld,Preliminary ANZSOC 2023 most serious charge
2025-06-30,03_SEXUAL_OFFENCES_6fb153ef,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,114,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R8C4,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,03 Sexual offences,SA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,03_SEXUAL_OFFENCES_6fb153ef,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,26,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R8C6,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,03 Sexual offences,Tas.,Preliminary ANZSOC 2023 most serious charge
2025-06-30,03_SEXUAL_OFFENCES_6fb153ef,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,386,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R8C5,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,03 Sexual offences,WA,Preliminary ANZSOC 2023 most serious charge
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,8,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R9C8,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,04 Harm or endanger persons,ACT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,532,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R9C2,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,04 Harm or endanger persons,NSW,Preliminary ANZSOC 2023 most serious charge
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,35,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R9C7,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,04 Harm or endanger persons,NT,Preliminary ANZSOC 2023 most serious charge
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,234,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R9C3,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,04 Harm or endanger persons,Qld,Preliminary ANZSOC 2023 most serious charge
2025-06-30,04_HARM_OR_ENDANGER_PERSONS_0c955db8,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_CHARGE_07bb8601,published-value,published-unit,27,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 3,R9C4,sha256:ac81d7af172e3c9066bae7daf49a8b36f2c00e841ed274a112171961f701ee22,prisoners-in-australia,sha256:aa268f9c9951ffb226e5876d9005cd2d543abefdb42f67550fbc694482faa43f,tidy.table-family-acceptance/v2,sha256:c7602b9a72f9c1805faa36a4f77b6c6be37028a76a98a0cefd1d61891271ea7c,sha256:0aaa94e1635038faaf0c30ccbef3517c28ed2468572143af9aa6c1a7ca5c13f3,sha256:50b205c1c3d5c843f40c790f56f3e21588b8659364a462b95d3affcff09757ce,human-authored/deterministic-geometry-v1,replay:sha256:579d73ca4b97ffab87ac1d694f3d8f640923d06007681aef7ddafbc634f4866c,04 Harm or endanger persons,SA,Preliminary ANZSOC 2023 most serious charge
