publication_vintage_date,reference_date,principal_offence_id,method_of_finalisation_id,jurisdiction_id,observation_period_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_method_of_finalisation,raw_jurisdiction,raw_observation_period,raw_classification_context
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_ACQUITTED,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,5,observed,5,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R6C2,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,011 Murder,Acquitted,"Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_GUILTY_OUTCOME,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,16,observed,16,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R6C3,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,011 Murder,Guilty outcome,"Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_TOTAL,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,105,observed,105,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R6C7,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,011 Murder,Total(b),"Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_TOTAL_ADJUDICATED,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,20,observed,20,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R6C4,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,011 Murder,"Total
adjudicated(a)","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,54,observed,54,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R6C5,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,011 Murder,Transfer to other court levels,"Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_011_MURDER,METHOD_WITHDRAWN_BY_PROSECUTION,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,22,observed,22,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R6C6,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,011 Murder,Withdrawn by prosecution,"Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_ACQUITTED,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,4,observed,4,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R7C2,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,012 Attempted murder,Acquitted,"Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_GUILTY_OUTCOME,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,3,observed,3,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R7C3,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,012 Attempted murder,Guilty outcome,"Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_TOTAL,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,51,observed,51,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R7C7,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,012 Attempted murder,Total(b),"Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
2024-06-30,2024-06-30,OFFENCE_012_ATTEMPTED_MURDER,METHOD_TOTAL_ADJUDICATED,QLD,2024-06-30,ANZSOC_2011,defendant-count,person,10,observed,10,sha256:155a69c6c8712efdac4ce2a4eec7eed9adc207ea0245880e16ec8e309f62192c,Table 29,R7C4,sha256:acaca57aeaa5d341c9d57933d21223ae99c64077d58c454805b83b6880d47939,criminal-courts-australia,sha256:50fcb16371312126171fff07047e562aba2f762d047cb6d31cae8e6c533743a9,tidy.table-family-acceptance/v1,sha256:726b181ef2f5ed0a2b90ee44bddc8e35bb6c0dd3e4797a31dc4439b4350b8ca1,sha256:1db9c7bb20f66e778d29d98da33875a8022e1551e10d1d3078278c5f3d1cd7d8,sha256:52db3e71285cb3e9c81d5477993632dc0aa5ac921342852da03f390c38604309,human-authored/deterministic-map-v1,replay:sha256:8159d1fa23093a7ab913736259e4557b41542f38816f9e687e927ae0d348b5cc,012 Attempted murder,"Total
adjudicated(a)","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24","Table 29 Defendants finalised, Principal offence by method of finalisation – Queensland, 2023–24"
