reference_date,jurisdiction_id,indigenous_status_id,sex_id,legal_status_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,raw_jurisdiction,raw_indigenous_status,raw_sex,raw_legal_status
2023-06-30,TAS,NON_INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,22,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R25C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Females,Sentenced
2023-06-30,TAS,NON_INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,37,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R27C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Females,Total
2023-06-30,TAS,NON_INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,16,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R26C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Females,Unsentenced
2023-06-30,TAS,NON_INDIGENOUS,MALE,SENTENCED,prisoner-count,person,347,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R21C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Males,Sentenced
2023-06-30,TAS,NON_INDIGENOUS,MALE,TOTAL,prisoner-count,person,547,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R23C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Males,Total
2023-06-30,TAS,NON_INDIGENOUS,MALE,UNSENTENCED,prisoner-count,person,197,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R22C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Males,Unsentenced
2023-06-30,TAS,NON_INDIGENOUS,PERSONS,SENTENCED,prisoner-count,person,370,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R29C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Persons,Sentenced
2023-06-30,TAS,NON_INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,580,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R31C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Persons,Total
2023-06-30,TAS,NON_INDIGENOUS,PERSONS,UNSENTENCED,prisoner-count,person,206,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R30C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,NON-INDIGENOUS,Persons,Unsentenced
2023-06-30,TAS,TOTAL,FEMALE,SENTENCED,prisoner-count,person,26,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R38C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Females,Sentenced
2023-06-30,TAS,TOTAL,FEMALE,TOTAL,prisoner-count,person,47,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R40C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Females,Total
2023-06-30,TAS,TOTAL,FEMALE,UNSENTENCED,prisoner-count,person,24,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R39C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Females,Unsentenced
2023-06-30,TAS,TOTAL,MALE,SENTENCED,prisoner-count,person,428,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R34C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Males,Sentenced
2023-06-30,TAS,TOTAL,MALE,TOTAL,prisoner-count,person,702,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R36C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Males,Total
2023-06-30,TAS,TOTAL,MALE,UNSENTENCED,prisoner-count,person,271,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R35C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Males,Unsentenced
2023-06-30,TAS,TOTAL,PERSONS,SENTENCED,prisoner-count,person,452,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R42C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Persons,Sentenced
2023-06-30,TAS,TOTAL,PERSONS,TOTAL,prisoner-count,person,751,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R44C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Persons,Total
2023-06-30,TAS,TOTAL,PERSONS,UNSENTENCED,prisoner-count,person,291,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R43C7,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Tas.,TOTAL,Persons,Unsentenced
2023-06-30,VIC,INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,17,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R12C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Sentenced
2023-06-30,VIC,INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,31,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R14C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Total
2023-06-30,VIC,INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,9,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R13C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Unsentenced
2023-06-30,VIC,INDIGENOUS,MALE,SENTENCED,prisoner-count,person,416,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R8C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Sentenced
2023-06-30,VIC,INDIGENOUS,MALE,TOTAL,prisoner-count,person,783,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R10C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Total
2023-06-30,VIC,INDIGENOUS,MALE,UNSENTENCED,prisoner-count,person,366,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R9C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Unsentenced
2023-06-30,VIC,INDIGENOUS,PERSONS,SENTENCED,prisoner-count,person,438,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R16C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Sentenced
2023-06-30,VIC,INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,812,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R18C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Total
2023-06-30,VIC,INDIGENOUS,PERSONS,UNSENTENCED,prisoner-count,person,378,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R17C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Unsentenced
2023-06-30,VIC,NON_INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,158,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R25C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Females,Sentenced
2023-06-30,VIC,NON_INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,260,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R27C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Females,Total
2023-06-30,VIC,NON_INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,103,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R26C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Females,Unsentenced
2023-06-30,VIC,NON_INDIGENOUS,MALE,SENTENCED,prisoner-count,person,3375,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R21C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Males,Sentenced
2023-06-30,VIC,NON_INDIGENOUS,MALE,TOTAL,prisoner-count,person,5259,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R23C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Males,Total
2023-06-30,VIC,NON_INDIGENOUS,MALE,UNSENTENCED,prisoner-count,person,1879,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R22C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Males,Unsentenced
2023-06-30,VIC,NON_INDIGENOUS,PERSONS,SENTENCED,prisoner-count,person,3535,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R29C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Persons,Sentenced
2023-06-30,VIC,NON_INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,5520,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R31C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Persons,Total
2023-06-30,VIC,NON_INDIGENOUS,PERSONS,UNSENTENCED,prisoner-count,person,1983,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R30C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,NON-INDIGENOUS,Persons,Unsentenced
2023-06-30,VIC,TOTAL,FEMALE,SENTENCED,prisoner-count,person,180,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R38C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Females,Sentenced
2023-06-30,VIC,TOTAL,FEMALE,TOTAL,prisoner-count,person,299,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R40C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Females,Total
2023-06-30,VIC,TOTAL,FEMALE,UNSENTENCED,prisoner-count,person,122,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R39C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Females,Unsentenced
2023-06-30,VIC,TOTAL,MALE,SENTENCED,prisoner-count,person,3852,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R34C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Males,Sentenced
2023-06-30,VIC,TOTAL,MALE,TOTAL,prisoner-count,person,6142,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R36C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Males,Total
2023-06-30,VIC,TOTAL,MALE,UNSENTENCED,prisoner-count,person,2285,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R35C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Males,Unsentenced
2023-06-30,VIC,TOTAL,PERSONS,SENTENCED,prisoner-count,person,4031,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R42C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Persons,Sentenced
2023-06-30,VIC,TOTAL,PERSONS,TOTAL,prisoner-count,person,6440,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R44C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Persons,Total
2023-06-30,VIC,TOTAL,PERSONS,UNSENTENCED,prisoner-count,person,2406,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R43C3,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,Vic.,TOTAL,Persons,Unsentenced
2023-06-30,WA,INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,181,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R12C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Sentenced
2023-06-30,WA,INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,339,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R14C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Total
2023-06-30,WA,INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,159,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R13C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Unsentenced
2023-06-30,WA,INDIGENOUS,MALE,SENTENCED,prisoner-count,person,1444,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R8C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Sentenced
2023-06-30,WA,INDIGENOUS,MALE,TOTAL,prisoner-count,person,2528,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R10C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Total
2023-06-30,WA,INDIGENOUS,MALE,UNSENTENCED,prisoner-count,person,1075,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R9C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Unsentenced
2023-06-30,WA,INDIGENOUS,PERSONS,SENTENCED,prisoner-count,person,1625,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R16C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Sentenced
2023-06-30,WA,INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,2867,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R18C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Total
2023-06-30,WA,INDIGENOUS,PERSONS,UNSENTENCED,prisoner-count,person,1234,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R17C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Unsentenced
2023-06-30,WA,NON_INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,221,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R25C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Females,Sentenced
2023-06-30,WA,NON_INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,331,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R27C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Females,Total
2023-06-30,WA,NON_INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,109,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R26C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Females,Unsentenced
2023-06-30,WA,NON_INDIGENOUS,MALE,SENTENCED,prisoner-count,person,2473,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R21C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Males,Sentenced
2023-06-30,WA,NON_INDIGENOUS,MALE,TOTAL,prisoner-count,person,3522,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R23C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Males,Total
2023-06-30,WA,NON_INDIGENOUS,MALE,UNSENTENCED,prisoner-count,person,1039,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R22C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Males,Unsentenced
2023-06-30,WA,NON_INDIGENOUS,PERSONS,SENTENCED,prisoner-count,person,2688,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R29C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Persons,Sentenced
2023-06-30,WA,NON_INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,3844,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R31C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Persons,Total
2023-06-30,WA,NON_INDIGENOUS,PERSONS,UNSENTENCED,prisoner-count,person,1147,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R30C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,NON-INDIGENOUS,Persons,Unsentenced
2023-06-30,WA,TOTAL,FEMALE,SENTENCED,prisoner-count,person,398,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R38C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Females,Sentenced
2023-06-30,WA,TOTAL,FEMALE,TOTAL,prisoner-count,person,665,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R40C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Females,Total
2023-06-30,WA,TOTAL,FEMALE,UNSENTENCED,prisoner-count,person,266,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R39C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Females,Unsentenced
2023-06-30,WA,TOTAL,MALE,SENTENCED,prisoner-count,person,3920,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R34C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Males,Sentenced
2023-06-30,WA,TOTAL,MALE,TOTAL,prisoner-count,person,6051,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R36C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Males,Total
2023-06-30,WA,TOTAL,MALE,UNSENTENCED,prisoner-count,person,2107,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R35C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Males,Unsentenced
2023-06-30,WA,TOTAL,PERSONS,SENTENCED,prisoner-count,person,4315,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R42C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Persons,Sentenced
2023-06-30,WA,TOTAL,PERSONS,TOTAL,prisoner-count,person,6718,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R44C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Persons,Total
2023-06-30,WA,TOTAL,PERSONS,UNSENTENCED,prisoner-count,person,2378,observed,sha256:59afcaf8a0c52a2754f75954ce5821611ee735f329d90d0e4b80c3dead0827af,Table_30,R43C6,sha256:da4aaa1c75b46be7a0745ff0f13f1092c8c28dd83ab8aeef2b5fc150baa0bb82,WA,TOTAL,Persons,Unsentenced
2024-06-30,ACT,INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,5,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 30,R12C9,sha256:dc45c10247c09a0b0e2b2c0d2538e6940bc7371bf7f91fd3aec34ef9ee569204,ACT,Aboriginal and Torres Strait Islander,Females,Sentenced
2024-06-30,ACT,INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,12,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 30,R14C9,sha256:dc45c10247c09a0b0e2b2c0d2538e6940bc7371bf7f91fd3aec34ef9ee569204,ACT,Aboriginal and Torres Strait Islander,Females,Total
2024-06-30,ACT,INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,3,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 30,R13C9,sha256:dc45c10247c09a0b0e2b2c0d2538e6940bc7371bf7f91fd3aec34ef9ee569204,ACT,Aboriginal and Torres Strait Islander,Females,Unsentenced
2024-06-30,ACT,INDIGENOUS,MALE,SENTENCED,prisoner-count,person,56,observed,sha256:609a96a96e2e359ae3e534252bcb1a6b6a329eb91fcf289834d1014dc61273d1,Table 30,R8C9,sha256:dc45c10247c09a0b0e2b2c0d2538e6940bc7371bf7f91fd3aec34ef9ee569204,ACT,Aboriginal and Torres Strait Islander,Males,Sentenced
