publication_vintage_date,reference_date,principal_offence_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_jurisdiction
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_03_SEXUAL_OFFENCES,NSW,defendant-count,person,2678,observed,2678,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R7C2,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,03 Sexual offences,NSW
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_03_SEXUAL_OFFENCES,NT,defendant-count,person,125,observed,125,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R7C8,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,03 Sexual offences,NT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_03_SEXUAL_OFFENCES,QLD,defendant-count,person,2255,observed,2255,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R7C4,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,03 Sexual offences,Qld
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_03_SEXUAL_OFFENCES,SA,defendant-count,person,828,observed,828,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R7C5,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,03 Sexual offences,SA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_03_SEXUAL_OFFENCES,TAS,defendant-count,person,168,observed,168,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R7C7,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,03 Sexual offences,Tas.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_03_SEXUAL_OFFENCES,VIC,defendant-count,person,1528,observed,1528,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R7C3,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,03 Sexual offences,Vic.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_03_SEXUAL_OFFENCES,WA,defendant-count,person,1029,observed,1029,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R7C6,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,03 Sexual offences,WA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,ACT,defendant-count,person,99,observed,99,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C9,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,ACT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,AUS,defendant-count,person,19545,observed,19545,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C10,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,Aust.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,NSW,defendant-count,person,10872,observed,10872,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C2,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,NSW
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,NT,defendant-count,person,250,observed,250,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C8,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,NT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,QLD,defendant-count,person,2321,observed,2321,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C4,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,Qld
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,SA,defendant-count,person,250,observed,250,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C5,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,SA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,TAS,defendant-count,person,64,observed,64,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C7,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,Tas.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,VIC,defendant-count,person,3770,observed,3770,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C3,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,Vic.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_04_HARM_OR_ENDANGER_PERSONS,WA,defendant-count,person,1920,observed,1920,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R8C6,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,04 Harm or endanger persons,WA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ACT,defendant-count,person,58,observed,58,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C9,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",ACT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,AUS,defendant-count,person,3908,observed,3908,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C10,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",Aust.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,NSW,defendant-count,person,806,observed,806,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C2,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",NSW
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,NT,defendant-count,person,188,observed,188,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C8,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",NT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,QLD,defendant-count,person,1065,observed,1065,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C4,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",Qld
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,SA,defendant-count,person,220,observed,220,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C5,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",SA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,TAS,defendant-count,person,114,observed,114,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C7,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",Tas.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,VIC,defendant-count,person,769,observed,769,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C3,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",Vic.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,WA,defendant-count,person,690,observed,690,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R9C6,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,"05 Robbery, blackmail, and extortion",WA
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ACT,defendant-count,person,92,observed,92,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C9,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,ACT
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,AUS,defendant-count,person,13828,observed,13828,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C10,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,Aust.
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,NSW,defendant-count,person,2664,observed,2664,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 2,R10C2,sha256:bad24902f26247679ac85f4cd6868742c0f23f4a97ebef4a0328734f0e4efada,criminal-courts-australia,sha256:f8ddd3ebc8154771b07a3b1d1f87b72bbd110f3c297d4541426bd48562b4c14f,tidy.table-family-acceptance/v1,sha256:586db493e5393972305a0d67865201bd8004481499564ddd7db021e49266e131,sha256:da7ccaa791bda65e579e26b6fe83e2de55b2ad2b1590e62294ca231cf6ddc5d1,sha256:0d952194cf501c2ce58197d1f81c0969c68ec5cc1cef604013c7b71148c3f463,human-authored/deterministic-map-v1,replay:sha256:ac508eb63ba461fd21ad794ac3a72866eaf5206ed052d25964acdbdec9b8f4ff,06 Burglary,NSW
