publication_vintage_date,reference_date,characteristic_category_id,statistic_basis_id,jurisdiction_id,observation_period_id,characteristic_group_id,court_level_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_statistic_basis,raw_jurisdiction,raw_observation_period,raw_characteristic_group,raw_court_level,raw_classification_context
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,ACT,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,0,observed,0,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R369C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,Australian Capital Territory,2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,AUSTRALIA,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,69,observed,69,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R25C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,Australia,2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,NSW,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,30,observed,30,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R68C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,New South Wales,2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,NT,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,6,observed,6,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R326C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,Northern Territory,2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,QLD,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,18,observed,18,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R154C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,Queensland,2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,SA,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,0,observed,0,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R197C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,South Australia(n)(o),2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,TAS,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,0,observed,0,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R283C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,Tasmania(s)(t),2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,VIC,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,12,observed,12,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R111C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,Victoria,2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_01_HOMICIDE,COUNT,WA,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,4,observed,4,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R240C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,01 Homicide,01 Homicide,Western Australia(q),2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
2025-06-30,2020-06-30,CHAR_02_ASSAULT,COUNT,ACT,2020-06-30,GROUP_PRINCIPAL_FDV_OFFENCE_ANZSOC_2023,HIGHER_COURTS,FDV_EXPERIMENTAL_MIXED_CONCORDED_ANZSOC_2011_AND_ANZSOC_2023,defendant-count,person,0,observed,0,sha256:058cdc00df31d87c3137d56b6320abb88b0172995ffb23b35238410c1d3dc028,FDV Table 6,R370C2,sha256:dabbfa2ff1243777f6eee7e3f035c14793197874269701e4a8167915012ad629,criminal-courts-australia,sha256:636c6effc3fa042772f58b9adc45fe0ca836b040b99031404ef6ddc4635119df,tidy.table-family-acceptance/v2,sha256:1d7a0f12c53a89e69b4962cf67591102695dc354206acae3d7ab1981b9cb7ec4,sha256:3b18c233d72f624572845dd575212520000ab13b99fa8c792b3e2dc713408164,sha256:7c15fe6e9aa63faefcce8579ef97be1060d5ca87a7cd0f11f64e0caaa5dda22c,human-authored/deterministic-map-v1,replay:sha256:838c3bb2c6b8ff85f941cdc00ceabaa508624f55de0ec68bb8180307a97bbfc9,02 Assault(c),02 Assault(c),Australian Capital Territory,2019–20(a)(b),Principal FDV offence (ANZSOC 2023),"FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)","FDV Table 6 Experimental data – Family and domestic violence defendants finalised, Summary characteristics by state and territory – Higher Courts, 2019–20 to 2022–23 (concorded from ANZSOC 2011) and 2023–24 to 2024–25 (ANZSOC 2023)"
