reference_date,jurisdiction_id,most_serious_offence_id,sentence_statistic_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_most_serious_offence,raw_sentence_statistic
2021-06-30,ACT,ANZSOC_01,COUNT,prisoner-count,person,21,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R134C2,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,01 Homicide and related offences,No.
2021-06-30,ACT,ANZSOC_01,MEAN,mean-years,year,18.9,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R134C3,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,01 Homicide and related offences,Mean (years)
2021-06-30,ACT,ANZSOC_01,MEDIAN,median-years,year,19,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R134C4,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,01 Homicide and related offences,Median (years)
2021-06-30,ACT,ANZSOC_02,COUNT,prisoner-count,person,34,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R135C2,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,02 Acts intended to cause injury,No.
2021-06-30,ACT,ANZSOC_02,MEAN,mean-years,year,4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R135C3,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,02 Acts intended to cause injury,Mean (years)
2021-06-30,ACT,ANZSOC_02,MEDIAN,median-years,year,2.5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R135C4,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,02 Acts intended to cause injury,Median (years)
2021-06-30,ACT,ANZSOC_03,COUNT,prisoner-count,person,44,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R136C2,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,03 Sexual assault and related offences,No.
2021-06-30,ACT,ANZSOC_03,MEAN,mean-years,year,7.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R136C3,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,03 Sexual assault and related offences,Mean (years)
2021-06-30,ACT,ANZSOC_03,MEDIAN,median-years,year,6.3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R136C4,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,03 Sexual assault and related offences,Median (years)
2021-06-30,ACT,ANZSOC_04,COUNT,prisoner-count,person,0,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_24,R137C2,sha256:0bc41a7cc5906f3a388d5af348ed8c6a368c31a79611c22bac4e5eae8ffc82cc,prisoners-in-australia,sha256:6bdc52cf646f2f098768f56f046199135539b79c03f429cac5618edab6dcaa8e,tidy.table-family-acceptance/v1,sha256:ba8ed90a4ecc4bdc371b7589f1134d21f2ed5cc985f7e5203df2d515b0586fec,sha256:52b1e14fd1ae3e7ed6653da571e128baeb610aa8439fdec664a1a21c57c31a4c,sha256:47c77413d6bed0a8ed2de0aac77837e7fcaeb9f070e81b8ea476e34e62eff220,openai-codex/gpt-5.6-sol,replay:sha256:0fc40c3d72e277662d399623813a41ac1cafb64c7a4484d4f1811174e1eefa36,AUSTRALIAN CAPITAL TERRITORY,04 Dangerous/negligent acts,No.
