reference_date,jurisdiction_id,indigenous_status_id,sex_id,prior_imprisonment_status_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_indigenous_status,raw_sex,raw_prior_imprisonment_status
2021-06-30,SA,TOTAL,MALE,PRIOR_IMPRISONMENT,prisoner-count,person,1621,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R34C5,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,SA,TOTAL,Males,Prior imprisonment
2021-06-30,SA,TOTAL,MALE,TOTAL,prisoner-count,person,2869,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R36C5,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,SA,TOTAL,Males,Total
2021-06-30,SA,TOTAL,PERSONS,NO_PRIOR_IMPRISONMENT,prisoner-count,person,1371,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R43C5,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,SA,TOTAL,Persons,No prior imprisonment
2021-06-30,SA,TOTAL,PERSONS,PRIOR_IMPRISONMENT,prisoner-count,person,1735,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R42C5,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,SA,TOTAL,Persons,Prior imprisonment
2021-06-30,SA,TOTAL,PERSONS,TOTAL,prisoner-count,person,3105,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R44C5,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,SA,TOTAL,Persons,Total
2021-06-30,TAS,INDIGENOUS,FEMALE,NO_PRIOR_IMPRISONMENT,prisoner-count,person,14,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R13C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,No prior imprisonment
2021-06-30,TAS,INDIGENOUS,FEMALE,PRIOR_IMPRISONMENT,prisoner-count,person,8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R12C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Prior imprisonment
2021-06-30,TAS,INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,21,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R14C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Total
2021-06-30,TAS,INDIGENOUS,MALE,NO_PRIOR_IMPRISONMENT,prisoner-count,person,32,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R9C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,No prior imprisonment
2021-06-30,TAS,INDIGENOUS,MALE,PRIOR_IMPRISONMENT,prisoner-count,person,94,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R8C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Prior imprisonment
2021-06-30,TAS,INDIGENOUS,MALE,TOTAL,prisoner-count,person,127,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R10C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Males,Total
2021-06-30,TAS,INDIGENOUS,PERSONS,NO_PRIOR_IMPRISONMENT,prisoner-count,person,43,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R17C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,No prior imprisonment
2021-06-30,TAS,INDIGENOUS,PERSONS,PRIOR_IMPRISONMENT,prisoner-count,person,101,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R16C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Prior imprisonment
2021-06-30,TAS,INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,152,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R18C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,ABORIGINAL AND TORRES STRAIT ISLANDER,Persons,Total
2021-06-30,TAS,NON_INDIGENOUS,FEMALE,NO_PRIOR_IMPRISONMENT,prisoner-count,person,21,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R26C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Females,No prior imprisonment
2021-06-30,TAS,NON_INDIGENOUS,FEMALE,PRIOR_IMPRISONMENT,prisoner-count,person,11,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R25C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Females,Prior imprisonment
2021-06-30,TAS,NON_INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,37,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R27C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Females,Total
2021-06-30,TAS,NON_INDIGENOUS,MALE,NO_PRIOR_IMPRISONMENT,prisoner-count,person,145,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R22C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Males,No prior imprisonment
2021-06-30,TAS,NON_INDIGENOUS,MALE,PRIOR_IMPRISONMENT,prisoner-count,person,311,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R21C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Males,Prior imprisonment
2021-06-30,TAS,NON_INDIGENOUS,MALE,TOTAL,prisoner-count,person,455,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R23C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Males,Total
2021-06-30,TAS,NON_INDIGENOUS,PERSONS,NO_PRIOR_IMPRISONMENT,prisoner-count,person,171,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R30C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Persons,No prior imprisonment
2021-06-30,TAS,NON_INDIGENOUS,PERSONS,PRIOR_IMPRISONMENT,prisoner-count,person,324,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R29C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Persons,Prior imprisonment
2021-06-30,TAS,NON_INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,491,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R31C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,NON-INDIGENOUS,Persons,Total
2021-06-30,TAS,TOTAL,FEMALE,NO_PRIOR_IMPRISONMENT,prisoner-count,person,33,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R39C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,TOTAL,Females,No prior imprisonment
2021-06-30,TAS,TOTAL,FEMALE,PRIOR_IMPRISONMENT,prisoner-count,person,21,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R38C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,TOTAL,Females,Prior imprisonment
2021-06-30,TAS,TOTAL,FEMALE,TOTAL,prisoner-count,person,54,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R40C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,TOTAL,Females,Total
2021-06-30,TAS,TOTAL,MALE,NO_PRIOR_IMPRISONMENT,prisoner-count,person,178,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R35C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,TOTAL,Males,No prior imprisonment
2021-06-30,TAS,TOTAL,MALE,PRIOR_IMPRISONMENT,prisoner-count,person,409,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R34C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,TOTAL,Males,Prior imprisonment
2021-06-30,TAS,TOTAL,MALE,TOTAL,prisoner-count,person,587,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_29,R36C7,sha256:24c76d7702f49783a8da354abed988c6308b74b9cec7bc587cce1da8358ed4d9,prisoners-in-australia,sha256:b0c05aa0afc9bfdad1c5bb8b8324def753d9671be931b5ec1e793de0b39faa38,tidy.table-family-acceptance/v1,sha256:d66bd405e0f74cb88053efdd7337ddf909b9b0220e325c73b03ae97ae8b420f4,sha256:bbba886de6035f16d739a93cfcd67869c04c33cefe82e19bee0393ae446cd166,sha256:7b0632d4411bbacfaffdd0d7ab0154e4464c40d2be02cf9dfe9bcf12899a27cc,openai-codex/gpt-5.6-sol,replay:sha256:b41790923b0b25bb266ec0a88b4d17d20f614c90eff61e5954626b9ffba452bf,Tas.,TOTAL,Males,Total
