publication_vintage_date,reference_date,principal_offence_id,observation_period_id,sex_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_sex,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,7,observed,7,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R26C2,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2008–09,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,1,observed,1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R26C16,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2008–09,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,75,observed,75,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R8C2,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2008–09,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,10.8,observed,10.8,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R8C16,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2008–09,Males,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,83,observed,83,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R44C2,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2008–09,Persons(j),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,5.9,observed,5.9,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R44C16,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2008–09,Persons(j),Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,15,observed,15,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R26C3,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2009–10,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,2.1,observed,2.1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R26C17,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2009–10,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,60,observed,60,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R8C3,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2009–10,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,8.5,observed,8.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 10,R8C17,sha256:b3a1f0f27a84956ad3befaa0db18bc9811a3537b3803a57efa46ed1b76ac4ba6,RecipeV01,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,sha256:71ad0846f2232ba2a6076cfa523d09cf6bdd81a9501381ffb113e67a20b9a85a,recorded-crime-offenders,sha256:d70ec61dffef9f9e727a4777ae65120e1947da302af46912014b515f6cec1779,tidy.table-family-acceptance/v2,sha256:36d2d7d426c9e30fc5c67fe707ea2d4b9d84c435a8ce6fb56586c50aa4d676cb,sha256:d329e45d51402e199dc07d7418658f9e68f1cb57f899639869c7511aaccab4c4,sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:709037da8643d336a64dc4f0e5841e71d702611b8c749ffde512ef4a518fb4c4,01 Homicide and related offences,2009–10,Males,Offender rate(a)
