publication_vintage_date,reference_date,principal_offence_id,observation_period_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_jurisdiction,raw_statistic_basis
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,21.3,observed,21.3,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R49C35,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,Queensland(l),Offender rate(a)
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,12,observed,12,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R68C18,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,South Australia(m),Number
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,6.7,observed,6.7,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R68C35,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,South Australia(m),Offender rate(a)
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,0,observed,0,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R105C18,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,Tasmania,Number
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,TASMANIA_412e51e6,OFFENDER_RATE_bf190e83,published-value,published-unit,0,observed,0,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R105C35,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,Tasmania,Offender rate(a)
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,51,observed,51,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R30C18,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,Victoria,Number
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,VICTORIA_8abba993,OFFENDER_RATE_bf190e83,published-value,published-unit,7.6,observed,7.6,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R30C35,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,Victoria,Offender rate(a)
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,WESTERN_AUSTRALIA_74f6e5af,NUMBER_a081e07b,published-value,published-unit,55,observed,55,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R87C18,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,Western Australia(o),Number
2025-06-30,2025-06-30,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,2024_25_a2e07178,WESTERN_AUSTRALIA_74f6e5af,OFFENDER_RATE_bf190e83,published-value,published-unit,18.3,observed,18.3,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R87C35,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,04 Dangerous/negligent acts(e),2024–25,Western Australia(o),Offender rate(a)
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,AUSTRALIAN_CAPITAL_TERRITORY_c9bc4445,NUMBER_a081e07b,published-value,published-unit,0,observed,0,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R142C2,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,Australian Capital Territory®,Number
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,AUSTRALIAN_CAPITAL_TERRITORY_c9bc4445,OFFENDER_RATE_bf190e83,published-value,published-unit,0,observed,0,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R142C19,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,Australian Capital Territory®,Offender rate(a)
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,131,observed,131,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R12C2,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment(d),2008–09,New South Wales,Number
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,NEW_SOUTH_WALES_92f089b8,OFFENDER_RATE_bf190e83,published-value,published-unit,18.2,observed,18.2,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R12C19,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment(d),2008–09,New South Wales,Offender rate(a)
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,4,observed,4,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R124C2,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,Northern Territory(p)(q),Number
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,NORTHERN_TERRITORY_a1d418fe,OFFENDER_RATE_bf190e83,published-value,published-unit,15.2,observed,15.2,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R124C19,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,Northern Territory(p)(q),Offender rate(a)
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,3,observed,3,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R50C2,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,Queensland(l),Number
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,QUEENSLAND_8f0791ed,OFFENDER_RATE_bf190e83,published-value,published-unit,0.6,observed,0.6,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R50C19,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,Queensland(l),Offender rate(a)
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,21,observed,21,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R69C2,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,South Australia(m),Number
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,SOUTH_AUSTRALIA_0abd141a,OFFENDER_RATE_bf190e83,published-value,published-unit,12.9,observed,12.9,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R69C19,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,South Australia(m),Offender rate(a)
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,8,observed,8,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R106C2,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,Tasmania,Number
2025-06-30,2025-06-30,05_ABDUCTION_HARASSMENT_619e6edd,2008_09_f695681e,TASMANIA_412e51e6,OFFENDER_RATE_bf190e83,published-value,published-unit,14.8,observed,14.8,sha256:425ef30215df3e269584b40e010e31a29dd96a2ba744d96e4c5c5c528ae7134e,Table 20,R106C19,sha256:4d41c200b34a1a597ea5428327dca7180e712881d1ac9cde55ac78c6c449fb7c,RecipeV01,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,sha256:2e007b775a2f369c265f342d16c6430b9427ceb98975750cc188c198d6e44973,recorded-crime-offenders,sha256:85c321f7e4c3001e8e30eb18fdfd7d128e1e096aa5b82d3b4500cb5c22b26b0a,tidy.table-family-acceptance/v2,sha256:4d7ede8436aa4d75e1ac58593d73c1b029b4731a7bd29feae62cb43862f80660,sha256:f360bdf3a7d177df67586740d55f56b8ee8b42814f95d2563e14e7dbeceb560f,sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:e7e3394f0c26c2fe8cbf723e588bd67931a1b476478087ed901ae40f20ff5e9c,05 Abduction/harassment,2008–09,Tasmania,Offender rate(a)
