publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,court_level_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_court_level,raw_jurisdiction
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_1_TO_UNDER_2_YEARS,MAGISTRATES_COURTS,AUS,defendant-count,person,2018,observed,2018,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R9C5,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,   021 Assault,1 to under 2 years,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_2_YEARS_AND_OVER,MAGISTRATES_COURTS,AUS,defendant-count,person,225,observed,225,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R9C6,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,   021 Assault,2 years & over,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_3_TO_UNDER_6_MONTHS,MAGISTRATES_COURTS,AUS,defendant-count,person,2024,observed,2024,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R9C3,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,   021 Assault,3 to under 6 months,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_6_TO_UNDER_12_MONTHS,MAGISTRATES_COURTS,AUS,defendant-count,person,2821,observed,2821,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R9C4,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,   021 Assault,6 to under 12 months,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEAN,MAGISTRATES_COURTS,AUS,sentence-mean-duration,month,8,observed,8,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R9C8,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,   021 Assault,Mean,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEDIAN,MAGISTRATES_COURTS,AUS,sentence-median-duration,month,6,observed,6,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R9C9,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,   021 Assault,Median,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_TOTAL,MAGISTRATES_COURTS,AUS,defendant-count,person,8410,observed,8410,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R9C7,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,   021 Assault,Total,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_UNDER_3_MONTHS,MAGISTRATES_COURTS,AUS,defendant-count,person,1207,observed,1207,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R9C2,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,   021 Assault,Under 3 months,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,LENGTH_1_TO_UNDER_2_YEARS,MAGISTRATES_COURTS,ACT,defendant-count,person,11,observed,11,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R150C5,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,02 Acts intended to cause injury,1 to under 2 years,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australian Capital Territory
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,LENGTH_1_TO_UNDER_2_YEARS,MAGISTRATES_COURTS,AUS,defendant-count,person,2250,observed,2250,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 68,R8C5,sha256:e15132b976b696acfc6bc987396540fb09cc3c0b89b93b216a571e86343e81df,criminal-courts-australia,sha256:1752ef0134ea5a9c6dc19020f7fdf48327979431bf9df4100138dc023a225107,tidy.table-family-acceptance/v1,sha256:d6622995141f69305e37ab746af60c78302dc8be32a07dd54d21f0deb9a08245,sha256:a202180eee8919fa84510a670e91e25804354326e6fe68739b5192549f88a7ac,sha256:221cdfb40855ed396e0bc2a5acdcab3f935ddec1cd04e8970ca7783fe4baa2f3,human-authored/deterministic-map-v1,replay:sha256:2e7057b130f55838b976fa8e14f9a6c7f9355db64c65f41111d4bc4bcae4cfdb,02 Acts intended to cause injury,1 to under 2 years,"Table 68 Defendants sentenced to custody in a correctional institution – Magistrates' Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
