publication_vintage_date,reference_date,principal_offence_id,observation_period_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_statistic_basis
2023-06-30,2017-06-30,ANZSOC_093,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,0.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R37C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,093 Deceptive business/government practices,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_099,2017-06-30,COUNT,offender-count,person,1560,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R38C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,099 Other fraud and deception offences,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_099,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,7.3,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R38C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,099 Other fraud and deception offences,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_10,2017-06-30,COUNT,offender-count,person,81160,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R40C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,10 Illicit drug offences(k),2016–17,Number
2023-06-30,2017-06-30,ANZSOC_10,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,382.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R40C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,10 Illicit drug offences(k),2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_102,2017-06-30,COUNT,offender-count,person,10891,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R41C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,102 Deal or traffic in illicit drugs,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_102,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,51.3,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R41C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,102 Deal or traffic in illicit drugs,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_103,2017-06-30,COUNT,offender-count,person,5077,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R42C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,103 Manufacture or cultivate illicit drugs,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_103,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,23.9,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R42C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,103 Manufacture or cultivate illicit drugs,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_104,2017-06-30,COUNT,offender-count,person,54670,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R43C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,104 Possess and/or use illicit drugs,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_104,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,257.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R43C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,104 Possess and/or use illicit drugs,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_11,2017-06-30,COUNT,offender-count,person,12117,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R45C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,11 Weapons/explosives,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_11,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,57.1,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R45C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,11 Weapons/explosives,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_12,2017-06-30,COUNT,offender-count,person,16263,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R47C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,12 Property damage and environmental pollution,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_12,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,76.6,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R47C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,12 Property damage and environmental pollution,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_13,2017-06-30,COUNT,offender-count,person,61198,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R49C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,13 Public order offences(l),2016–17,Number
2023-06-30,2017-06-30,ANZSOC_13,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,288.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R49C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,13 Public order offences(l),2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_131,2017-06-30,COUNT,offender-count,person,26599,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R50C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,131 Disorderly conduct,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_131,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,125.3,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R50C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,131 Disorderly conduct,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_132,2017-06-30,COUNT,offender-count,person,17807,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R51C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,132 Regulated public order offences,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_132,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,83.9,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R51C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,132 Regulated public order offences,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_133,2017-06-30,COUNT,offender-count,person,16794,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R52C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,133 Offensive conduct,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_133,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,79.1,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R52C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,133 Offensive conduct,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_15,2017-06-30,COUNT,offender-count,person,26065,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R54C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,15 Offences against justice(m)(n),2016–17,Number
2023-06-30,2017-06-30,ANZSOC_15,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,122.7,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R54C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,15 Offences against justice(m)(n),2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_153,2017-06-30,COUNT,offender-count,person,13899,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R55C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,153 Breach of violence and non-violence orders,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_153,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,65.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R55C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,153 Breach of violence and non-violence orders,2016–17,Offender rate(a)
2023-06-30,2017-06-30,ANZSOC_156,2017-06-30,COUNT,offender-count,person,10073,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R56C10,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,156 Offences against justice procedures,2016–17,Number
2023-06-30,2017-06-30,ANZSOC_156,2017-06-30,RATE,offender-rate,per-100000-persons-aged-10-plus,47.4,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 1,R56C25,sha256:78d9c2701eff32fb779fa35680c42481cbbfb601c754c362d3f9de172e962474,recorded-crime-offenders,sha256:6d91569dc3e552b53f6fad9bbd613da611b210995bca6238c00555aa2a954ea3,tidy.table-family-acceptance/v1,sha256:d0853d81a71333c49fc634e09e807fca11f12cd93fc50d365e19dffa7f4b54e3,sha256:e3f5a6fc5e7e0644cf48de2b1b5d425ef81b27e0bced08431d9a73b0887be2b7,sha256:255b45d3d3ffa3a586e4dbd4c88702d834a6d9c35a575d58fa4a0141d3c9b945,human-authored/deterministic-map-v1,replay:sha256:84ee2b6fd230fca12a6be2b2887a6b2ecba06115b091803bb01c89073a593bb9,156 Offences against justice procedures,2016–17,Offender rate(a)
