publication_vintage_date,reference_date,jurisdiction_id,observation_period_id,prisoner_statistic_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_observation_period,raw_prisoner_statistic,raw_statistic_basis
2023-06-30,2017-06-30,AUS,2017-06-30,MEAN_AGE,YEARS,mean-age,year,36.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R108C5,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,AUSTRALIA,2017,Mean age,years
2023-06-30,2017-06-30,AUS,2017-06-30,MEDIAN_AGE,YEARS,median-age,year,34.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R108C6,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,AUSTRALIA,2017,Median age,years
2023-06-30,2017-06-30,AUS,2017-06-30,TOTAL_PRISONERS,NUMBER_OR_RATE,prisoner-count,person,41202,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R108C2,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,AUSTRALIA,2017,Total prisoners,no.
2023-06-30,2017-06-30,AUS,2017-06-30,UNSENTENCED,PROPORTION,prisoner-proportion,percent,31.3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R108C9,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,AUSTRALIA,2017,Unsentenced,%
2023-06-30,2017-06-30,NSW,2017-06-30,FEMALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,32.3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R12C4,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NEW SOUTH WALES,2017,Female imprisonment rate,no.
2023-06-30,2017-06-30,NSW,2017-06-30,INDIGENOUS,PROPORTION,prisoner-proportion,percent,24.3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R12C7,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NEW SOUTH WALES,2017,Aboriginal and Torres Strait Islander,%
2023-06-30,2017-06-30,NSW,2017-06-30,KNOWN_PRIOR_IMPRISONMENT,PROPORTION,prisoner-proportion,percent,51.7,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R12C8,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NEW SOUTH WALES,2017,Known prior imprisonment,%
2023-06-30,2017-06-30,NSW,2017-06-30,MALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,406,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R12C3,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NEW SOUTH WALES,2017,Male imprisonment rate,no.
2023-06-30,2017-06-30,NSW,2017-06-30,MEAN_AGE,YEARS,mean-age,year,36.9,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R12C5,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NEW SOUTH WALES,2017,Mean age,years
2023-06-30,2017-06-30,NSW,2017-06-30,MEDIAN_AGE,YEARS,median-age,year,35,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R12C6,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NEW SOUTH WALES,2017,Median age,years
2023-06-30,2017-06-30,NSW,2017-06-30,TOTAL_PRISONERS,NUMBER_OR_RATE,prisoner-count,person,13149,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R12C2,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NEW SOUTH WALES,2017,Total prisoners,no.
2023-06-30,2017-06-30,NSW,2017-06-30,UNSENTENCED,PROPORTION,prisoner-proportion,percent,32.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R12C9,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NEW SOUTH WALES,2017,Unsentenced,%
2023-06-30,2017-06-30,NT,2017-06-30,FEMALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,125.9,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R84C4,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NORTHERN TERRITORY,2017,Female imprisonment rate,no.
2023-06-30,2017-06-30,NT,2017-06-30,INDIGENOUS,PROPORTION,prisoner-proportion,percent,84.3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R84C7,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NORTHERN TERRITORY,2017,Aboriginal and Torres Strait Islander,%
2023-06-30,2017-06-30,NT,2017-06-30,KNOWN_PRIOR_IMPRISONMENT,PROPORTION,prisoner-proportion,percent,72.1,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R84C8,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NORTHERN TERRITORY,2017,Known prior imprisonment,%
2023-06-30,2017-06-30,NT,2017-06-30,MALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,1566.1,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R84C3,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NORTHERN TERRITORY,2017,Male imprisonment rate,no.
2023-06-30,2017-06-30,NT,2017-06-30,MEAN_AGE,YEARS,mean-age,year,35,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R84C5,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NORTHERN TERRITORY,2017,Mean age,years
2023-06-30,2017-06-30,NT,2017-06-30,MEDIAN_AGE,YEARS,median-age,year,33.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R84C6,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NORTHERN TERRITORY,2017,Median age,years
2023-06-30,2017-06-30,NT,2017-06-30,TOTAL_PRISONERS,NUMBER_OR_RATE,prisoner-count,person,1601,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R84C2,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NORTHERN TERRITORY,2017,Total prisoners,no.
2023-06-30,2017-06-30,NT,2017-06-30,UNSENTENCED,PROPORTION,prisoner-proportion,percent,29,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R84C9,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,NORTHERN TERRITORY,2017,Unsentenced,%
2023-06-30,2017-06-30,QLD,2017-06-30,FEMALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,36,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R36C4,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,QUEENSLAND,2017,Female imprisonment rate,no.
2023-06-30,2017-06-30,QLD,2017-06-30,INDIGENOUS,PROPORTION,prisoner-proportion,percent,32.1,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R36C7,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,QUEENSLAND,2017,Aboriginal and Torres Strait Islander,%
2023-06-30,2017-06-30,QLD,2017-06-30,KNOWN_PRIOR_IMPRISONMENT,PROPORTION,prisoner-proportion,percent,63.6,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R36C8,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,QUEENSLAND,2017,Known prior imprisonment,%
2023-06-30,2017-06-30,QLD,2017-06-30,MALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,415.1,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R36C3,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,QUEENSLAND,2017,Male imprisonment rate,no.
2023-06-30,2017-06-30,QLD,2017-06-30,MEAN_AGE,YEARS,mean-age,year,35.1,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R36C5,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,QUEENSLAND,2017,Mean age,years
2023-06-30,2017-06-30,QLD,2017-06-30,MEDIAN_AGE,YEARS,median-age,year,33.2,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R36C6,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,QUEENSLAND,2017,Median age,years
2023-06-30,2017-06-30,QLD,2017-06-30,TOTAL_PRISONERS,NUMBER_OR_RATE,prisoner-count,person,8476,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R36C2,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,QUEENSLAND,2017,Total prisoners,no.
2023-06-30,2017-06-30,QLD,2017-06-30,UNSENTENCED,PROPORTION,prisoner-proportion,percent,30,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R36C9,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,QUEENSLAND,2017,Unsentenced,%
2023-06-30,2017-06-30,SA,2017-06-30,FEMALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,30.6,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_15,R48C4,sha256:531af86be0533a91ad9f786eb381fcd00a24159ba887dee8741e1e079ac356d8,prisoners-in-australia,sha256:91634509e7af5da01e5639ba46b0c2259c0db4fb2732b283b342cbffc63d5fc6,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:4d65ad7094ae45aee0f1442155ba3559ae5e35dade60025f5af6085e0b9a21b3,sha256:8b052a4fad3d83287833e07fdb99ce575001567f2e606fa601ef114e230769a9,human-authored/deterministic-geometry-v1,replay:sha256:6733bf044dc3974aed09f54b9b70f0dee90715b512b03f0f0fed0b74e5ecdc9c,SOUTH AUSTRALIA,2017,Female imprisonment rate,no.
