publication_vintage_date,reference_date,jurisdiction_id,observation_period_id,prisoner_statistic_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_observation_period,raw_prisoner_statistic,raw_statistic_basis
2022-06-30,2015-06-30,ACT,2015-06-30,UNSENTENCED,PROPORTION,prisoner-proportion,percent,27,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R95C9,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIAN CAPITAL TERRITORY,2015,Unsentenced,%
2022-06-30,2015-06-30,AUS,2015-06-30,FEMALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,30.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R107C4,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIA,2015,Female imprisonment rate,no.
2022-06-30,2015-06-30,AUS,2015-06-30,INDIGENOUS,PROPORTION,prisoner-proportion,percent,27.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R107C7,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIA,2015,Aboriginal and Torres Strait Islander,%
2022-06-30,2015-06-30,AUS,2015-06-30,KNOWN_PRIOR_IMPRISONMENT,PROPORTION,prisoner-proportion,percent,57.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R107C8,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIA,2015,Known prior imprisonment,%
2022-06-30,2015-06-30,AUS,2015-06-30,MALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,365.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R107C3,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIA,2015,Male imprisonment rate,no.
2022-06-30,2015-06-30,AUS,2015-06-30,MEAN_AGE,YEARS,mean-age,year,36.2,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R107C5,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIA,2015,Mean age,years
2022-06-30,2015-06-30,AUS,2015-06-30,MEDIAN_AGE,YEARS,median-age,year,34.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R107C6,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIA,2015,Median age,years
2022-06-30,2015-06-30,AUS,2015-06-30,TOTAL_PRISONERS,NUMBER_OR_RATE,prisoner-count,person,36134,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R107C2,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIA,2015,Total prisoners,no.
2022-06-30,2015-06-30,AUS,2015-06-30,UNSENTENCED,PROPORTION,prisoner-proportion,percent,27.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R107C9,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,AUSTRALIA,2015,Unsentenced,%
2022-06-30,2015-06-30,NSW,2015-06-30,FEMALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,28.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R11C4,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NEW SOUTH WALES,2015,Female imprisonment rate,no.
2022-06-30,2015-06-30,NSW,2015-06-30,INDIGENOUS,PROPORTION,prisoner-proportion,percent,24.1,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R11C7,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NEW SOUTH WALES,2015,Aboriginal and Torres Strait Islander,%
2022-06-30,2015-06-30,NSW,2015-06-30,KNOWN_PRIOR_IMPRISONMENT,PROPORTION,prisoner-proportion,percent,54.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R11C8,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NEW SOUTH WALES,2015,Known prior imprisonment,%
2022-06-30,2015-06-30,NSW,2015-06-30,MALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,377.2,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R11C3,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NEW SOUTH WALES,2015,Male imprisonment rate,no.
2022-06-30,2015-06-30,NSW,2015-06-30,MEAN_AGE,YEARS,mean-age,year,36.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R11C5,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NEW SOUTH WALES,2015,Mean age,years
2022-06-30,2015-06-30,NSW,2015-06-30,MEDIAN_AGE,YEARS,median-age,year,34.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R11C6,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NEW SOUTH WALES,2015,Median age,years
2022-06-30,2015-06-30,NSW,2015-06-30,TOTAL_PRISONERS,NUMBER_OR_RATE,prisoner-count,person,11797,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R11C2,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NEW SOUTH WALES,2015,Total prisoners,no.
2022-06-30,2015-06-30,NSW,2015-06-30,UNSENTENCED,PROPORTION,prisoner-proportion,percent,30.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R11C9,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NEW SOUTH WALES,2015,Unsentenced,%
2022-06-30,2015-06-30,NT,2015-06-30,FEMALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,175.5,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R83C4,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NORTHERN TERRITORY,2015,Female imprisonment rate,no.
2022-06-30,2015-06-30,NT,2015-06-30,INDIGENOUS,PROPORTION,prisoner-proportion,percent,84.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R83C7,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NORTHERN TERRITORY,2015,Aboriginal and Torres Strait Islander,%
2022-06-30,2015-06-30,NT,2015-06-30,KNOWN_PRIOR_IMPRISONMENT,PROPORTION,prisoner-proportion,percent,72.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R83C8,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NORTHERN TERRITORY,2015,Known prior imprisonment,%
2022-06-30,2015-06-30,NT,2015-06-30,MALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,1508.5,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R83C3,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NORTHERN TERRITORY,2015,Male imprisonment rate,no.
2022-06-30,2015-06-30,NT,2015-06-30,MEAN_AGE,YEARS,mean-age,year,34.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R83C5,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NORTHERN TERRITORY,2015,Mean age,years
2022-06-30,2015-06-30,NT,2015-06-30,MEDIAN_AGE,YEARS,median-age,year,33.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R83C6,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NORTHERN TERRITORY,2015,Median age,years
2022-06-30,2015-06-30,NT,2015-06-30,TOTAL_PRISONERS,NUMBER_OR_RATE,prisoner-count,person,1593,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R83C2,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NORTHERN TERRITORY,2015,Total prisoners,no.
2022-06-30,2015-06-30,NT,2015-06-30,UNSENTENCED,PROPORTION,prisoner-proportion,percent,30.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R83C9,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,NORTHERN TERRITORY,2015,Unsentenced,%
2022-06-30,2015-06-30,QLD,2015-06-30,FEMALE_RATE,NUMBER_OR_RATE,imprisonment-rate,persons-per-100000-adult-population,37.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R35C4,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,QUEENSLAND,2015,Female imprisonment rate,no.
2022-06-30,2015-06-30,QLD,2015-06-30,INDIGENOUS,PROPORTION,prisoner-proportion,percent,31.5,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R35C7,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,QUEENSLAND,2015,Aboriginal and Torres Strait Islander,%
2022-06-30,2015-06-30,QLD,2015-06-30,KNOWN_PRIOR_IMPRISONMENT,PROPORTION,prisoner-proportion,percent,65.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_15,R35C8,sha256:fc82f5532ef5e82e47762598d94279b5a40b7e133fd5e94b1d2bbfa91635ada9,prisoners-in-australia,sha256:a2098c95ad866ad66fbe9432f202d229d5fe7ec38500f85cd28d47a82784d518,tidy.table-family-acceptance/v1,sha256:e97a6a35ef11312b18a55eeff52e38e79340c57f32892d0a3cd13caf54dc0f7a,sha256:c5881f460f67ba1e383ea2c8958668f36f47e87cc7e92a5b677a80f4f0f39840,sha256:45e4e239ab3870fe7062b1c5f140016bd7e693a8cde5f922f6f9145eb2a7de51,human-authored/deterministic-geometry-v1,replay:sha256:3532ba8aae0b2ec1f3b2eb63cd928f36de2e885716bbb0571fceca7c32718049,QUEENSLAND,2015,Known prior imprisonment,%
