publication_vintage_date,reference_date,times_proceeded_id,sex_id,jurisdiction_id,statistic_basis_id,observation_period_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_times_proceeded,raw_sex,raw_jurisdiction,raw_statistic_basis,raw_observation_period
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,ACT_ee71241e,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,387,observed,387,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C8,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,ACT,Number,2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,ACT_ee71241e,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,427,observed,427,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C8,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,ACT,Number,2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,ACT_ee71241e,PROPORTION_13745b70,2020_21_d6db3b1d,published-value,published-unit,78.5,observed,78.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C15,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,ACT,Proportion (%),2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,ACT_ee71241e,PROPORTION_13745b70,2021_22_dd8903a1,published-value,published-unit,82.3,observed,82.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C15,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,ACT,Proportion (%),2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,NSW_647faf01,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,19011,observed,19011,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C2,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,NSW,Number,2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,NSW_647faf01,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,24423,observed,24423,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C2,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,NSW,Number,2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,NSW_647faf01,PROPORTION_13745b70,2020_21_d6db3b1d,published-value,published-unit,72.4,observed,72.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C9,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,NSW,Proportion (%),2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,NSW_647faf01,PROPORTION_13745b70,2021_22_dd8903a1,published-value,published-unit,74.3,observed,74.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C9,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,NSW,Proportion (%),2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,NT_ff9ec9f7,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,1896,observed,1896,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C7,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,NT,Number,2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,NT_ff9ec9f7,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,1740,observed,1740,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C7,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,NT,Number,2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,NT_ff9ec9f7,PROPORTION_13745b70,2020_21_d6db3b1d,published-value,published-unit,78.8,observed,78.8,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C14,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,NT,Proportion (%),2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,NT_ff9ec9f7,PROPORTION_13745b70,2021_22_dd8903a1,published-value,published-unit,77.7,observed,77.7,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C14,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,NT,Proportion (%),2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,QLD_cfd8a309,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,15276,observed,15276,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C4,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,Qld,Number,2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,QLD_cfd8a309,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,14529,observed,14529,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C4,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,Qld,Number,2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,QLD_cfd8a309,PROPORTION_13745b70,2020_21_d6db3b1d,published-value,published-unit,67.4,observed,67.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C11,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,Qld,Proportion (%),2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,QLD_cfd8a309,PROPORTION_13745b70,2021_22_dd8903a1,published-value,published-unit,68,observed,68,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C11,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,Qld,Proportion (%),2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,SA_360bf3a8,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,6511,observed,6511,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C5,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,SA,Number,2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,SA_360bf3a8,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,5103,observed,5103,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C5,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,SA,Number,2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,SA_360bf3a8,PROPORTION_13745b70,2020_21_d6db3b1d,published-value,published-unit,82.9,observed,82.9,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C12,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,SA,Proportion (%),2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,SA_360bf3a8,PROPORTION_13745b70,2021_22_dd8903a1,published-value,published-unit,81.5,observed,81.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C12,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,SA,Proportion (%),2021–22
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,TAS_71b7c8af,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,1534,observed,1534,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R42C6,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,Tas.,Number,2020–21
2022-06-30,2022-06-30,1_6b86b273,FEMALES_29864773,TAS_71b7c8af,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,1466,observed,1466,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 16,R17C6,sha256:7182aeea0df1781e07fc6dc0941606527aa3e7c54134467bbfb1e602574ee82d,RecipeV01,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,sha256:b15c3874f8446b88f8f3fc1e69e60e68a0274b4c0b84579bb9bfe88a8ad48cee,recorded-crime-offenders,sha256:1e5d2a290330984f171e252bf2a04292239495bd40458d511e22e3f6045c9cd7,tidy.table-family-acceptance/v2,sha256:6ed740b3237f70861fb8a9345d3cbeb0bb66b210dccfaa1eee6ce47584d6ca73,sha256:3b4f2baf1f5ec267c75e0930aafe7838c6b77ac641e540c26d7880779bfddbf8,sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:0dbe6c656bd973f81220d14340bed288feeb59274b776556b88e46920bbbd50c,1,Females,Tas.,Number,2021–22
