publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_observation_period,raw_court_level
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_52_WEEKS_AND_OVER,2023-06-30,HIGHER_COURTS,defendant-count,person,18,observed,18,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R38C6,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,52 weeks & over,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_52_WEEKS_AND_OVER,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,7832,observed,7832,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R56C6,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,52 weeks & over,2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_MEAN_WEEKS,2023-06-30,ALL_COURTS,sentence-mean-duration,week,12.6,observed,12.6,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R20C8,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Mean (weeks),2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_MEAN_WEEKS,2023-06-30,CHILDRENS_COURTS,sentence-mean-duration,week,10.8,observed,10.8,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R74C8,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Mean (weeks),2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_MEAN_WEEKS,2023-06-30,HIGHER_COURTS,sentence-mean-duration,week,50,observed,50,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R38C8,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Mean (weeks),2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_MEAN_WEEKS,2023-06-30,MAGISTRATES_COURTS,sentence-mean-duration,week,12.6,observed,12.6,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R56C8,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Mean (weeks),2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_MEDIAN_WEEKS,2023-06-30,ALL_COURTS,sentence-median-duration,week,5.1,observed,5.1,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R20C9,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Median (weeks),2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_MEDIAN_WEEKS,2023-06-30,CHILDRENS_COURTS,sentence-median-duration,week,5.4,observed,5.4,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R74C9,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Median (weeks),2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_MEDIAN_WEEKS,2023-06-30,HIGHER_COURTS,sentence-median-duration,week,44.4,observed,44.4,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R38C9,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Median (weeks),2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_MEDIAN_WEEKS,2023-06-30,MAGISTRATES_COURTS,sentence-median-duration,week,5.1,observed,5.1,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R56C9,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Median (weeks),2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_TOTAL,2023-06-30,ALL_COURTS,defendant-count,person,179146,observed,179146,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R20C7,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Total,2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_TOTAL,2023-06-30,CHILDRENS_COURTS,defendant-count,person,1446,observed,1446,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R74C7,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Total,2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_TOTAL,2023-06-30,HIGHER_COURTS,defendant-count,person,45,observed,45,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R38C7,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Total,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_TOTAL,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,177652,observed,177652,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R56C7,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Total,2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_UNDER_13_WEEKS,2023-06-30,ALL_COURTS,defendant-count,person,133326,observed,133326,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R20C2,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Under 13 weeks,2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_UNDER_13_WEEKS,2023-06-30,CHILDRENS_COURTS,defendant-count,person,1116,observed,1116,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R74C2,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Under 13 weeks,2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_UNDER_13_WEEKS,2023-06-30,HIGHER_COURTS,defendant-count,person,4,observed,4,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R38C2,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Under 13 weeks,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,LENGTH_UNDER_13_WEEKS,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,132203,observed,132203,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R56C2,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,14 Traffic and vehicle regulatory offences,Under 13 weeks,2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,LENGTH_13_TO_UNDER_26_WEEKS,2023-06-30,ALL_COURTS,defendant-count,person,6446,observed,6446,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R21C3,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,15 Offences against justice(c),13 to under 26 weeks,2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,LENGTH_13_TO_UNDER_26_WEEKS,2023-06-30,CHILDRENS_COURTS,defendant-count,person,88,observed,88,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R75C3,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,15 Offences against justice(c),13 to under 26 weeks,2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,LENGTH_13_TO_UNDER_26_WEEKS,2023-06-30,HIGHER_COURTS,defendant-count,person,88,observed,88,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R39C3,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,15 Offences against justice(c),13 to under 26 weeks,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,LENGTH_13_TO_UNDER_26_WEEKS,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,6268,observed,6268,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R57C3,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,15 Offences against justice(c),13 to under 26 weeks,2022–23,Magistrates' Courts
2024-06-30,2023-06-30,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,LENGTH_26_TO_UNDER_39_WEEKS,2023-06-30,ALL_COURTS,defendant-count,person,3250,observed,3250,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R21C4,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,15 Offences against justice(c),26 to under 39 weeks,2022–23,All Courts
2024-06-30,2023-06-30,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,LENGTH_26_TO_UNDER_39_WEEKS,2023-06-30,CHILDRENS_COURTS,defendant-count,person,45,observed,45,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R75C4,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,15 Offences against justice(c),26 to under 39 weeks,2022–23,Children's Courts
2024-06-30,2023-06-30,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,LENGTH_26_TO_UNDER_39_WEEKS,2023-06-30,HIGHER_COURTS,defendant-count,person,55,observed,55,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R39C4,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,15 Offences against justice(c),26 to under 39 weeks,2022–23,Higher Courts
2024-06-30,2023-06-30,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,LENGTH_26_TO_UNDER_39_WEEKS,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,3147,observed,3147,sha256:b4b6a79b420d846d87dfd030bc0edd70f845d17d2c33d7353f5161b17cdbd289,Table 11,R57C4,sha256:809e8b9191df963691c61c843af0e073f5f557543ca16a09991d716ecbef0c28,criminal-courts-australia,sha256:8432b86b550523ee69d665b1a94bc7747d590637a5d1fa4b42ac2c76dad28e17,tidy.table-family-acceptance/v1,sha256:3b9c03ad06c7f9dc03456f131d0fdd5e8cd64b63897f5a13bd2d149c729be2b0,sha256:555a643884642654fc2356457b1ccb15507517068e893ff38ab703351172894f,sha256:47b3e7292c9f5cc3c0d79e5460fa1b99af86b44db229e1d614fab9ee3f866ce1,human-authored/deterministic-map-v1,replay:sha256:392357639bb9c9776990adf86d5a29b0f69baccada5dc2db7ea5ec3720085b9d,15 Offences against justice(c),26 to under 39 weeks,2022–23,Magistrates' Courts
