publication_vintage_date,reference_date,indigenous_status_id,observation_period_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_indigenous_status,raw_observation_period,raw_jurisdiction
2023-06-30,2021-06-30,NOT_STATED,2021-06-30,QLD,defendant-count,person,28,observed,28,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R14C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2020–21,Queensland
2023-06-30,2021-06-30,NOT_STATED,2021-06-30,SA,defendant-count,person,85,observed,85,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R19C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2020–21,South Australia
2023-06-30,2021-06-30,TOTAL,2021-06-30,NSW,defendant-count,person,4679,observed,4679,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R10C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2020–21,New South Wales
2023-06-30,2021-06-30,TOTAL,2021-06-30,NT,defendant-count,person,448,observed,448,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R30C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2020–21,Northern Territory
2023-06-30,2021-06-30,TOTAL,2021-06-30,QLD,defendant-count,person,7398,observed,7398,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R15C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2020–21,Queensland
2023-06-30,2021-06-30,TOTAL,2021-06-30,SA,defendant-count,person,876,observed,876,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R20C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2020–21,South Australia
2023-06-30,2022-06-30,INDIGENOUS,2022-06-30,ACT,defendant-count,person,19,observed,19,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R32C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2021–22,Australian Capital Territory
2023-06-30,2022-06-30,INDIGENOUS,2022-06-30,NSW,defendant-count,person,1660,observed,1660,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R7C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2021–22,New South Wales
2023-06-30,2022-06-30,INDIGENOUS,2022-06-30,NT,defendant-count,person,623,observed,623,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R27C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2021–22,Northern Territory
2023-06-30,2022-06-30,INDIGENOUS,2022-06-30,QLD,defendant-count,person,3461,observed,3461,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R12C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2021–22,Queensland
2023-06-30,2022-06-30,INDIGENOUS,2022-06-30,SA,defendant-count,person,393,observed,393,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R17C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2021–22,South Australia
2023-06-30,2022-06-30,INDIGENOUS,2022-06-30,TAS,defendant-count,person,131,observed,131,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R22C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2021–22,Tasmania
2023-06-30,2022-06-30,NON_INDIGENOUS,2022-06-30,NSW,defendant-count,person,2152,observed,2152,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R8C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2021–22,New South Wales
2023-06-30,2022-06-30,NON_INDIGENOUS,2022-06-30,NT,defendant-count,person,23,observed,23,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R28C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2021–22,Northern Territory
2023-06-30,2022-06-30,NON_INDIGENOUS,2022-06-30,QLD,defendant-count,person,3509,observed,3509,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R13C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2021–22,Queensland
2023-06-30,2022-06-30,NON_INDIGENOUS,2022-06-30,SA,defendant-count,person,436,observed,436,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R18C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2021–22,South Australia
2023-06-30,2022-06-30,NON_INDIGENOUS,2022-06-30,TAS,defendant-count,person,204,observed,204,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R23C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2021–22,Tasmania
2023-06-30,2022-06-30,NON_INDIGENOUS_AND_NOT_STATED,2022-06-30,ACT,defendant-count,person,122,observed,122,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R33C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous/Not stated,2021–22,Australian Capital Territory
2023-06-30,2022-06-30,NOT_STATED,2022-06-30,NSW,defendant-count,person,407,observed,407,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R9C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2021–22,New South Wales
2023-06-30,2022-06-30,NOT_STATED,2022-06-30,NT,defendant-count,person,6,observed,6,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R29C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2021–22,Northern Territory
2023-06-30,2022-06-30,NOT_STATED,2022-06-30,QLD,defendant-count,person,40,observed,40,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R14C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2021–22,Queensland
2023-06-30,2022-06-30,NOT_STATED,2022-06-30,SA,defendant-count,person,38,observed,38,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R19C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2021–22,South Australia
2023-06-30,2022-06-30,NOT_STATED,2022-06-30,TAS,defendant-count,person,48,observed,48,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R24C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2021–22,Tasmania
2023-06-30,2022-06-30,TOTAL,2022-06-30,ACT,defendant-count,person,140,observed,140,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R34C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2021–22,Australian Capital Territory
2023-06-30,2022-06-30,TOTAL,2022-06-30,NSW,defendant-count,person,4220,observed,4220,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R10C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2021–22,New South Wales
2023-06-30,2022-06-30,TOTAL,2022-06-30,NT,defendant-count,person,651,observed,651,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R30C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2021–22,Northern Territory
2023-06-30,2022-06-30,TOTAL,2022-06-30,QLD,defendant-count,person,7012,observed,7012,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R15C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2021–22,Queensland
2023-06-30,2022-06-30,TOTAL,2022-06-30,SA,defendant-count,person,870,observed,870,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R20C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2021–22,South Australia
2023-06-30,2022-06-30,TOTAL,2022-06-30,TAS,defendant-count,person,385,observed,385,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R25C11,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2021–22,Tasmania
2023-06-30,2023-06-30,INDIGENOUS,2023-06-30,ACT,defendant-count,person,40,observed,40,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R32C12,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2022–23,Australian Capital Territory
