publication_vintage_date,reference_date,indigenous_status_id,observation_period_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_indigenous_status,raw_observation_period,raw_jurisdiction
2023-06-30,2019-06-30,TOTAL,2019-06-30,NSW,defendant-count,person,4749,observed,4749,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R10C8,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2018–19,New South Wales
2023-06-30,2019-06-30,TOTAL,2019-06-30,NT,defendant-count,person,555,observed,555,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R30C8,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2018–19,Northern Territory
2023-06-30,2019-06-30,TOTAL,2019-06-30,QLD,defendant-count,person,8787,observed,8787,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R15C8,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2018–19,Queensland
2023-06-30,2019-06-30,TOTAL,2019-06-30,SA,defendant-count,person,1049,observed,1049,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R20C8,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2018–19,South Australia
2023-06-30,2020-06-30,INDIGENOUS,2020-06-30,NSW,defendant-count,person,1579,observed,1579,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R7C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2019–20,New South Wales
2023-06-30,2020-06-30,INDIGENOUS,2020-06-30,NT,defendant-count,person,446,observed,446,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R27C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2019–20,Northern Territory
2023-06-30,2020-06-30,INDIGENOUS,2020-06-30,QLD,defendant-count,person,3029,observed,3029,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R12C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2019–20,Queensland
2023-06-30,2020-06-30,INDIGENOUS,2020-06-30,SA,defendant-count,person,367,observed,367,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R17C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2019–20,South Australia
2023-06-30,2020-06-30,NON_INDIGENOUS,2020-06-30,NSW,defendant-count,person,2623,observed,2623,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R8C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2019–20,New South Wales
2023-06-30,2020-06-30,NON_INDIGENOUS,2020-06-30,NT,defendant-count,person,29,observed,29,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R28C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2019–20,Northern Territory
2023-06-30,2020-06-30,NON_INDIGENOUS,2020-06-30,QLD,defendant-count,person,3268,observed,3268,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R13C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2019–20,Queensland
2023-06-30,2020-06-30,NON_INDIGENOUS,2020-06-30,SA,defendant-count,person,486,observed,486,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R18C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2019–20,South Australia
2023-06-30,2020-06-30,NOT_STATED,2020-06-30,NSW,defendant-count,person,332,observed,332,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R9C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2019–20,New South Wales
2023-06-30,2020-06-30,NOT_STATED,2020-06-30,NT,defendant-count,person,3,observed,3,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R29C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2019–20,Northern Territory
2023-06-30,2020-06-30,NOT_STATED,2020-06-30,QLD,defendant-count,person,46,observed,46,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R14C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2019–20,Queensland
2023-06-30,2020-06-30,NOT_STATED,2020-06-30,SA,defendant-count,person,111,observed,111,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R19C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2019–20,South Australia
2023-06-30,2020-06-30,TOTAL,2020-06-30,NSW,defendant-count,person,4533,observed,4533,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R10C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2019–20,New South Wales
2023-06-30,2020-06-30,TOTAL,2020-06-30,NT,defendant-count,person,478,observed,478,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R30C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2019–20,Northern Territory
2023-06-30,2020-06-30,TOTAL,2020-06-30,QLD,defendant-count,person,6344,observed,6344,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R15C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2019–20,Queensland
2023-06-30,2020-06-30,TOTAL,2020-06-30,SA,defendant-count,person,967,observed,967,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R20C9,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Total,2019–20,South Australia
2023-06-30,2021-06-30,INDIGENOUS,2021-06-30,NSW,defendant-count,person,1576,observed,1576,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R7C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2020–21,New South Wales
2023-06-30,2021-06-30,INDIGENOUS,2021-06-30,NT,defendant-count,person,417,observed,417,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R27C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2020–21,Northern Territory
2023-06-30,2021-06-30,INDIGENOUS,2021-06-30,QLD,defendant-count,person,3621,observed,3621,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R12C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2020–21,Queensland
2023-06-30,2021-06-30,INDIGENOUS,2021-06-30,SA,defendant-count,person,351,observed,351,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R17C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Aboriginal and Torres Strait Islander,2020–21,South Australia
2023-06-30,2021-06-30,NON_INDIGENOUS,2021-06-30,NSW,defendant-count,person,2750,observed,2750,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R8C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2020–21,New South Wales
2023-06-30,2021-06-30,NON_INDIGENOUS,2021-06-30,NT,defendant-count,person,23,observed,23,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R28C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2020–21,Northern Territory
2023-06-30,2021-06-30,NON_INDIGENOUS,2021-06-30,QLD,defendant-count,person,3744,observed,3744,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R13C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2020–21,Queensland
2023-06-30,2021-06-30,NON_INDIGENOUS,2021-06-30,SA,defendant-count,person,435,observed,435,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R18C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Non-Indigenous,2020–21,South Australia
2023-06-30,2021-06-30,NOT_STATED,2021-06-30,NSW,defendant-count,person,356,observed,356,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R9C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2020–21,New South Wales
2023-06-30,2021-06-30,NOT_STATED,2021-06-30,NT,defendant-count,person,8,observed,8,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 78,R29C10,sha256:d9689e0749a0d82870a06d40f1ee2437e5b9e4f4216cd1964279e8e4e2df3951,criminal-courts-australia,sha256:110ebeb3a7b79d5baf3864f89899bccac32df6fa5a93af6c30c312add0cc69f9,tidy.table-family-acceptance/v1,sha256:caca699e902f9cbc35fa7bdd89bb5735913b29e2530613dd1c249d3291cc8f4c,sha256:c430ad20d0c4550fb0ffb15d83636e133ffe26e690384005fc76e0d07041e0c4,sha256:4f1c7171ebacc8ebf793ec07777dc1212da2a744516894838ea4afbcac912685,human-authored/deterministic-map-v1,replay:sha256:42971727c2a3b9639b12940b55d49698399efbf9f2b9101e350151d5fdb8eb75,Not stated,2020–21,Northern Territory
