publication_vintage_date,reference_date,indigenous_status_id,rate_basis_id,observation_period_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_indigenous_status,raw_rate_basis,raw_observation_period,raw_jurisdiction
2022-06-30,2011-06-30,INDIGENOUS,AGE_STANDARDISED,2011-06-30,NT,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,7346.4,observed,7346.4,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R48C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Age Standardised,2010–11,Northern Territory
2022-06-30,2011-06-30,INDIGENOUS,AGE_STANDARDISED,2011-06-30,QLD,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,11960.2,observed,11960.2,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R21C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Age Standardised,2010–11,Queensland
2022-06-30,2011-06-30,INDIGENOUS,CRUDE,2011-06-30,NT,crude-defendant-rate,per-100000-persons-aged-10-plus,8603,observed,8603,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R44C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Crude,2010–11,Northern Territory
2022-06-30,2011-06-30,INDIGENOUS,CRUDE,2011-06-30,QLD,crude-defendant-rate,per-100000-persons-aged-10-plus,13704.8,observed,13704.8,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R17C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Crude,2010–11,Queensland
2022-06-30,2011-06-30,NON_INDIGENOUS,AGE_STANDARDISED,2011-06-30,NT,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,901.8,observed,901.8,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R49C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Age Standardised,2010–11,Northern Territory
2022-06-30,2011-06-30,NON_INDIGENOUS,AGE_STANDARDISED,2011-06-30,QLD,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,1690.5,observed,1690.5,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R22C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Age Standardised,2010–11,Queensland
2022-06-30,2011-06-30,NON_INDIGENOUS,CRUDE,2011-06-30,NT,crude-defendant-rate,per-100000-persons-aged-10-plus,958.6,observed,958.6,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R45C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Crude,2010–11,Northern Territory
2022-06-30,2011-06-30,NON_INDIGENOUS,CRUDE,2011-06-30,QLD,crude-defendant-rate,per-100000-persons-aged-10-plus,1643.2,observed,1643.2,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R18C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Crude,2010–11,Queensland
2022-06-30,2011-06-30,RATE_RATIO,AGE_STANDARDISED,2011-06-30,NT,indigenous-to-non-indigenous-rate-ratio,ratio,8.1,observed,8.1,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R50C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Ratio,Age Standardised,2010–11,Northern Territory
2022-06-30,2011-06-30,RATE_RATIO,AGE_STANDARDISED,2011-06-30,QLD,indigenous-to-non-indigenous-rate-ratio,ratio,7.1,observed,7.1,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R23C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Ratio,Age Standardised,2010–11,Queensland
2022-06-30,2011-06-30,RATE_RATIO,CRUDE,2011-06-30,NT,indigenous-to-non-indigenous-rate-ratio,ratio,9,observed,9,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R46C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Ratio,Crude,2010–11,Northern Territory
2022-06-30,2011-06-30,RATE_RATIO,CRUDE,2011-06-30,QLD,indigenous-to-non-indigenous-rate-ratio,ratio,8.3,observed,8.3,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R19C2,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Ratio,Crude,2010–11,Queensland
2022-06-30,2012-06-30,INDIGENOUS,AGE_STANDARDISED,2012-06-30,NSW,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,5341.8,observed,5341.8,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R12C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Age Standardised,2011–12,New South Wales
2022-06-30,2012-06-30,INDIGENOUS,AGE_STANDARDISED,2012-06-30,NT,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,8242.1,observed,8242.1,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R48C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Age Standardised,2011–12,Northern Territory
2022-06-30,2012-06-30,INDIGENOUS,AGE_STANDARDISED,2012-06-30,QLD,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,11378.8,observed,11378.8,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R21C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Age Standardised,2011–12,Queensland
2022-06-30,2012-06-30,INDIGENOUS,CRUDE,2012-06-30,NSW,crude-defendant-rate,per-100000-persons-aged-10-plus,6182.6,observed,6182.6,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R8C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Crude,2011–12,New South Wales
2022-06-30,2012-06-30,INDIGENOUS,CRUDE,2012-06-30,NT,crude-defendant-rate,per-100000-persons-aged-10-plus,9703.1,observed,9703.1,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R44C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Crude,2011–12,Northern Territory
2022-06-30,2012-06-30,INDIGENOUS,CRUDE,2012-06-30,QLD,crude-defendant-rate,per-100000-persons-aged-10-plus,13068.6,observed,13068.6,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R17C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Aboriginal and Torres Strait Islander,Crude,2011–12,Queensland
2022-06-30,2012-06-30,NON_INDIGENOUS,AGE_STANDARDISED,2012-06-30,NSW,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,991.1,observed,991.1,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R13C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Age Standardised,2011–12,New South Wales
2022-06-30,2012-06-30,NON_INDIGENOUS,AGE_STANDARDISED,2012-06-30,NT,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,1069.1,observed,1069.1,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R49C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Age Standardised,2011–12,Northern Territory
2022-06-30,2012-06-30,NON_INDIGENOUS,AGE_STANDARDISED,2012-06-30,QLD,age-standardised-defendant-rate,per-100000-persons-aged-10-plus,1618.3,observed,1618.3,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R22C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Age Standardised,2011–12,Queensland
2022-06-30,2012-06-30,NON_INDIGENOUS,CRUDE,2012-06-30,NSW,crude-defendant-rate,per-100000-persons-aged-10-plus,936.6,observed,936.6,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R9C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Crude,2011–12,New South Wales
2022-06-30,2012-06-30,NON_INDIGENOUS,CRUDE,2012-06-30,NT,crude-defendant-rate,per-100000-persons-aged-10-plus,1120.7,observed,1120.7,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R45C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Crude,2011–12,Northern Territory
2022-06-30,2012-06-30,NON_INDIGENOUS,CRUDE,2012-06-30,QLD,crude-defendant-rate,per-100000-persons-aged-10-plus,1564.4,observed,1564.4,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R18C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Non-Indigenous,Crude,2011–12,Queensland
2022-06-30,2012-06-30,RATE_RATIO,AGE_STANDARDISED,2012-06-30,NSW,indigenous-to-non-indigenous-rate-ratio,ratio,5.4,observed,5.4,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R14C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Ratio,Age Standardised,2011–12,New South Wales
2022-06-30,2012-06-30,RATE_RATIO,AGE_STANDARDISED,2012-06-30,NT,indigenous-to-non-indigenous-rate-ratio,ratio,7.7,observed,7.7,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R50C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Ratio,Age Standardised,2011–12,Northern Territory
2022-06-30,2012-06-30,RATE_RATIO,AGE_STANDARDISED,2012-06-30,QLD,indigenous-to-non-indigenous-rate-ratio,ratio,7,observed,7,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R23C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Ratio,Age Standardised,2011–12,Queensland
2022-06-30,2012-06-30,RATE_RATIO,CRUDE,2012-06-30,NSW,indigenous-to-non-indigenous-rate-ratio,ratio,6.6,observed,6.6,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 15,R10C3,sha256:fbc8c72a15a0abf34c81a9ef57036e8fddb4792fa6685c5d3be45f1c4ff579a9,criminal-courts-australia,sha256:fc2101407269fb34d5988abf1c9299028c586d3febcd7825e03d03a75fc20b90,tidy.table-family-acceptance/v1,sha256:72a84508398dc583575fb3fe0bf23cfbc7659edf0479f57029b7aa14a7b79a3a,sha256:eb9f9f1c873f29949367d47e6c21fb82ec51eb2d1384fba34e3e1a5e7636008c,sha256:2565941e414ad7903ddeae75d84ecb1aa884d0c485105c1fd31feb4ee110f9f6,human-authored/deterministic-map-v1,replay:sha256:7cbcd520bce78edc64173606d425a46fc4b22e63141592131b43475311ff6fc4,Ratio,Crude,2011–12,New South Wales
