publication_vintage_date,reference_date,method_of_finalisation_id,principal_offence_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_method_of_finalisation,raw_principal_offence,raw_court_level
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_07,ALL_COURTS,defendant-count,person,37224,observed,37224,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R7C8,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),07 Theft,All Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_07,CHILDRENS_COURTS,defendant-count,person,4113,observed,4113,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R37C8,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),07 Theft,Children's Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_07,HIGHER_COURTS,defendant-count,person,374,observed,374,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R17C8,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e)(i),07 Theft,Higher Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_07,MAGISTRATES_COURTS,defendant-count,person,32743,observed,32743,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R27C8,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),07 Theft,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_08,ALL_COURTS,defendant-count,person,8450,observed,8450,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R7C9,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),08 Fraud and related offences,All Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_08,CHILDRENS_COURTS,defendant-count,person,276,observed,276,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R37C9,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),08 Fraud and related offences,Children's Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_08,HIGHER_COURTS,defendant-count,person,419,observed,419,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R17C9,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e)(i),08 Fraud and related offences,Higher Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_08,MAGISTRATES_COURTS,defendant-count,person,7753,observed,7753,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R27C9,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),08 Fraud and related offences,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_09,ALL_COURTS,defendant-count,person,29131,observed,29131,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R7C10,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),09 Drug offences,All Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_09,CHILDRENS_COURTS,defendant-count,person,464,observed,464,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R37C10,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),09 Drug offences,Children's Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_09,HIGHER_COURTS,defendant-count,person,2648,observed,2648,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R17C10,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e)(i),09 Drug offences,Higher Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_09,MAGISTRATES_COURTS,defendant-count,person,26010,observed,26010,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R27C10,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),09 Drug offences,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_10,ALL_COURTS,defendant-count,person,14187,observed,14187,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R7C11,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),10 Weapons and explosives offences,All Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_10,CHILDRENS_COURTS,defendant-count,person,841,observed,841,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R37C11,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),10 Weapons and explosives offences,Children's Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_10,HIGHER_COURTS,defendant-count,person,267,observed,267,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R17C11,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e)(i),10 Weapons and explosives offences,Higher Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_10,MAGISTRATES_COURTS,defendant-count,person,13075,observed,13075,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R27C11,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),10 Weapons and explosives offences,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_11,ALL_COURTS,defendant-count,person,14158,observed,14158,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R7C12,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),11 Property damage,All Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_11,CHILDRENS_COURTS,defendant-count,person,1160,observed,1160,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R37C12,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),11 Property damage,Children's Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_11,HIGHER_COURTS,defendant-count,person,331,observed,331,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R17C12,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e)(i),11 Property damage,Higher Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_11,MAGISTRATES_COURTS,defendant-count,person,12669,observed,12669,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R27C12,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),11 Property damage,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_12,ALL_COURTS,defendant-count,person,18446,observed,18446,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R7C13,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),"12 Public order, health, and safety offences",All Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_12,CHILDRENS_COURTS,defendant-count,person,909,observed,909,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R37C13,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),"12 Public order, health, and safety offences",Children's Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_12,HIGHER_COURTS,defendant-count,person,131,observed,131,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R17C13,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e)(i),"12 Public order, health, and safety offences",Higher Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_12,MAGISTRATES_COURTS,defendant-count,person,17408,observed,17408,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R27C13,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),"12 Public order, health, and safety offences",Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_13,ALL_COURTS,defendant-count,person,190753,observed,190753,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R7C14,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),13 Traffic and vehicle offences,All Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_13,CHILDRENS_COURTS,defendant-count,person,1866,observed,1866,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R37C14,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),13 Traffic and vehicle offences,Children's Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_13,HIGHER_COURTS,defendant-count,person,98,observed,98,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R17C14,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e)(i),13 Traffic and vehicle offences,Higher Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_13,MAGISTRATES_COURTS,defendant-count,person,188795,observed,188795,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R27C14,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),13 Traffic and vehicle offences,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ADJUDICATED_OUTCOMES,ANZSOC2023_14,ALL_COURTS,defendant-count,person,47148,observed,47148,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R7C15,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Adjudicated outcomes(e),14 Offences against justice procedures and orders(c),All Courts
