publication_vintage_date,reference_date,method_of_finalisation_id,principal_offence_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_method_of_finalisation,raw_principal_offence,raw_court_level
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_01,ALL_COURTS,defendant-count,person,61,observed,61,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R8C2,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,01 Homicide(a),All Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_01,CHILDRENS_COURTS,defendant-count,person,0,observed,0,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R38C2,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,01 Homicide(a),Children's Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_01,HIGHER_COURTS,defendant-count,person,48,observed,48,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R18C2,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,01 Homicide(a),Higher Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_01,MAGISTRATES_COURTS,defendant-count,person,16,observed,16,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R28C2,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,01 Homicide(a),Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_02,ALL_COURTS,defendant-count,person,5519,observed,5519,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R8C3,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,02 Assault,All Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_02,CHILDRENS_COURTS,defendant-count,person,521,observed,521,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R38C3,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,02 Assault,Children's Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_02,HIGHER_COURTS,defendant-count,person,213,observed,213,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R18C3,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,02 Assault,Higher Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_02,MAGISTRATES_COURTS,defendant-count,person,4784,observed,4784,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R28C3,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,02 Assault,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_03,ALL_COURTS,defendant-count,person,1157,observed,1157,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R8C4,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,03 Sexual offences,All Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_03,CHILDRENS_COURTS,defendant-count,person,88,observed,88,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R38C4,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,03 Sexual offences,Children's Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_03,HIGHER_COURTS,defendant-count,person,632,observed,632,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R18C4,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,03 Sexual offences,Higher Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_03,MAGISTRATES_COURTS,defendant-count,person,443,observed,443,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R28C4,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,03 Sexual offences,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_04,ALL_COURTS,defendant-count,person,1461,observed,1461,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R8C5,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,04 Harm or endanger persons(b),All Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_04,CHILDRENS_COURTS,defendant-count,person,122,observed,122,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R38C5,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,04 Harm or endanger persons(b),Children's Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_04,HIGHER_COURTS,defendant-count,person,29,observed,29,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R18C5,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,04 Harm or endanger persons(b),Higher Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_04,MAGISTRATES_COURTS,defendant-count,person,1300,observed,1300,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R28C5,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,04 Harm or endanger persons(b),Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_05,ALL_COURTS,defendant-count,person,166,observed,166,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R8C6,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,"05 Robbery, blackmail, and extortion",All Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_05,CHILDRENS_COURTS,defendant-count,person,86,observed,86,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R38C6,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,"05 Robbery, blackmail, and extortion",Children's Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_05,HIGHER_COURTS,defendant-count,person,29,observed,29,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R18C6,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,"05 Robbery, blackmail, and extortion",Higher Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_05,MAGISTRATES_COURTS,defendant-count,person,48,observed,48,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R28C6,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,"05 Robbery, blackmail, and extortion",Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_06,ALL_COURTS,defendant-count,person,422,observed,422,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R8C7,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,06 Burglary,All Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_06,CHILDRENS_COURTS,defendant-count,person,115,observed,115,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R38C7,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,06 Burglary,Children's Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_06,HIGHER_COURTS,defendant-count,person,17,observed,17,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R18C7,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,06 Burglary,Higher Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_06,MAGISTRATES_COURTS,defendant-count,person,288,observed,288,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R28C7,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,06 Burglary,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_07,ALL_COURTS,defendant-count,person,968,observed,968,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R8C8,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,07 Theft,All Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_07,CHILDRENS_COURTS,defendant-count,person,188,observed,188,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R38C8,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,07 Theft,Children's Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_07,HIGHER_COURTS,defendant-count,person,7,observed,7,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R18C8,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,07 Theft,Higher Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_07,MAGISTRATES_COURTS,defendant-count,person,773,observed,773,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R28C8,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,07 Theft,Magistrates' Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_08,ALL_COURTS,defendant-count,person,267,observed,267,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R8C9,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,08 Fraud and related offences,All Courts
2025-06-30,2025-06-30,METHOD_ACQUITTED,ANZSOC2023_08,CHILDRENS_COURTS,defendant-count,person,25,observed,25,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 4,R38C9,sha256:952f36fa47ee6fe02484d103a3d28792cdf37e251977c2c99bfd192814f85c3e,criminal-courts-australia,sha256:99de37c96174e0d970316091aa75f89ad594b1e2a43f08eb721dd805d05b321e,tidy.table-family-acceptance/v1,sha256:6dccd52d443922bf173ce66aedd9871364026754b93c8dfd9de0d74197c97c49,sha256:6b886250d81ed08cea3c96c2c9547d8816008ef1989372856b15ddc465bd2169,sha256:57c1d15ee73c5995efde1d3b77c39ffc01076852f8a27dbdcafd06392e55b23c,human-authored/deterministic-map-v1,replay:sha256:eac74b52d54095617b9615d492bc5629b514c7ad8ef3bd0bc4f45d008521da57,Acquitted,08 Fraud and related offences,Children's Courts
