publication_vintage_date,reference_date,age_group_id,sex_id,jurisdiction_id,statistic_basis_id,observation_period_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_age_group,raw_sex,raw_jurisdiction,raw_statistic_basis,raw_observation_period
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,ACT_ee71241e,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,35,observed,35,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C9,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,ACT,Number,2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,ACT_ee71241e,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,20,observed,20,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C9,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,ACT,Number,2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,ACT_ee71241e,OFFENDER_RATE_bf190e83,2020_21_d6db3b1d,published-value,published-unit,277.8,observed,277.8,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C17,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,ACT,Offender rate(a),2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,ACT_ee71241e,OFFENDER_RATE_bf190e83,2021_22_dd8903a1,published-value,published-unit,150.5,observed,150.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C17,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,ACT,Offender rate(a),2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,NSW_647faf01,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,2051,observed,2051,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C2,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,NSW,Number,2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,NSW_647faf01,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,1883,observed,1883,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C2,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,NSW,Number,2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,NSW_647faf01,OFFENDER_RATE_bf190e83,2020_21_d6db3b1d,published-value,published-unit,834.7,observed,834.7,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C10,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,NSW,Offender rate(a),2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,NSW_647faf01,OFFENDER_RATE_bf190e83,2021_22_dd8903a1,published-value,published-unit,761.4,observed,761.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C10,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,NSW,Offender rate(a),2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,NT_ff9ec9f7,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,58,observed,58,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C8,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,NT,Number,2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,NT_ff9ec9f7,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,68,observed,68,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C8,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,NT,Number,2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,NT_ff9ec9f7,OFFENDER_RATE_bf190e83,2020_21_d6db3b1d,published-value,published-unit,700.7,observed,700.7,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C16,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,NT,Offender rate(a),2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,NT_ff9ec9f7,OFFENDER_RATE_bf190e83,2021_22_dd8903a1,published-value,published-unit,827.1,observed,827.1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C16,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,NT,Offender rate(a),2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,QLD_cfd8a309,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,1314,observed,1314,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C4,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,Qld,Number,2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,QLD_cfd8a309,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,1369,observed,1369,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C4,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,Qld,Number,2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,QLD_cfd8a309,OFFENDER_RATE_bf190e83,2020_21_d6db3b1d,published-value,published-unit,777.3,observed,777.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C12,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,Qld,Offender rate(a),2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,QLD_cfd8a309,OFFENDER_RATE_bf190e83,2021_22_dd8903a1,published-value,published-unit,797,observed,797,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C12,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,Qld,Offender rate(a),2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,SA_360bf3a8,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,220,observed,220,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C5,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,SA,Number,2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,SA_360bf3a8,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,196,observed,196,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C5,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,SA,Number,2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,SA_360bf3a8,OFFENDER_RATE_bf190e83,2020_21_d6db3b1d,published-value,published-unit,424.6,observed,424.6,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C13,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,SA,Offender rate(a),2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,SA_360bf3a8,OFFENDER_RATE_bf190e83,2021_22_dd8903a1,published-value,published-unit,371,observed,371,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C13,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,SA,Offender rate(a),2021–22
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,TAS_71b7c8af,NUMBER_a081e07b,2020_21_d6db3b1d,published-value,published-unit,109,observed,109,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R74C7,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,Tas.,Number,2020–21
2022-06-30,2022-06-30,10_14_YEARS_05581698,FEMALES_29864773,TAS_71b7c8af,NUMBER_a081e07b,2021_22_dd8903a1,published-value,published-unit,115,observed,115,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 15,R25C7,sha256:99c90b1f70b936250102a8d5b2a24c22cc429f1f3408f93e348c72494bc8dd44,RecipeV01,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,sha256:19665e2c48722e9c40eda4f5fb9c02c44b1f18f8a3d40a376949278530421892,recorded-crime-offenders,sha256:567da11656ab7db97a4092c13700afb65e439854aa75c74fa22e16ad1c4a0ab2,tidy.table-family-acceptance/v2,sha256:ea5323412be1ed8c1030fbc9412631303b8f3b52af9aebda30bd9c678d4eaa04,sha256:659482a9aef9b6cabe7a0af7962dfaacf51662f1f65f319991b6c9a3f1bb7912,sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:254e110b23c78cba3d9b46522b475521544edfd5358e51dc27722ad1f47c1748,10–14 years,Females,Tas.,Number,2021–22
