publication_vintage_date,reference_date,jurisdiction_id,observation_period_id,sentence_statistic_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_observation_period,raw_sentence_statistic
2023-06-30,2017-06-30,NT,2017-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,6.9,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R85C5,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,NORTHERN TERRITORY,2017,10 years & over
2023-06-30,2017-06-30,NT,2017-06-30,SHARE_1_TO_UNDER_5_YEARS,sentence-share-1-to-under-5-years,percent,36.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R85C3,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,NORTHERN TERRITORY,2017,1 & under 5 years
2023-06-30,2017-06-30,NT,2017-06-30,SHARE_5_TO_UNDER_10_YEARS,sentence-share-5-to-under-10-years,percent,12,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R85C4,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,NORTHERN TERRITORY,2017,5 & under 10 years
2023-06-30,2017-06-30,NT,2017-06-30,SHARE_SENTENCED_LAST_12_MONTHS,share-sentenced-in-last-12-months,percent,59,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R85C7,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,NORTHERN TERRITORY,2017,Sentenced in last 12 months
2023-06-30,2017-06-30,NT,2017-06-30,SHARE_UNDER_1_YEAR,sentence-share-under-1-year,percent,38.2,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R85C2,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,NORTHERN TERRITORY,2017,Under 1 year
2023-06-30,2017-06-30,NT,2017-06-30,TOTAL_SENTENCED_PRISONERS,total-sentenced-prisoners,person,1138,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R85C8,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,NORTHERN TERRITORY,2017,Total sentenced prisoners
2023-06-30,2017-06-30,QLD,2017-06-30,MEDIAN_SENTENCE_LENGTH,median-aggregate-sentence-length,year,3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R37C6,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,QUEENSLAND,2017,Median
2023-06-30,2017-06-30,QLD,2017-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,7.8,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R37C5,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,QUEENSLAND,2017,10 years & over
2023-06-30,2017-06-30,QLD,2017-06-30,SHARE_1_TO_UNDER_5_YEARS,sentence-share-1-to-under-5-years,percent,52.7,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R37C3,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,QUEENSLAND,2017,1 & under 5 years
2023-06-30,2017-06-30,QLD,2017-06-30,SHARE_5_TO_UNDER_10_YEARS,sentence-share-5-to-under-10-years,percent,21.2,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R37C4,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,QUEENSLAND,2017,5 & under 10 years
2023-06-30,2017-06-30,QLD,2017-06-30,SHARE_SENTENCED_LAST_12_MONTHS,share-sentenced-in-last-12-months,percent,39.2,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R37C7,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,QUEENSLAND,2017,Sentenced in last 12 months
2023-06-30,2017-06-30,QLD,2017-06-30,SHARE_UNDER_1_YEAR,sentence-share-under-1-year,percent,12.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R37C2,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,QUEENSLAND,2017,Under 1 year
2023-06-30,2017-06-30,QLD,2017-06-30,TOTAL_SENTENCED_PRISONERS,total-sentenced-prisoners,person,5895,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R37C8,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,QUEENSLAND,2017,Total sentenced prisoners
2023-06-30,2017-06-30,SA,2017-06-30,MEDIAN_SENTENCE_LENGTH,median-aggregate-sentence-length,year,4.3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R49C6,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,SOUTH AUSTRALIA,2017,Median
2023-06-30,2017-06-30,SA,2017-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,15.4,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R49C5,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,SOUTH AUSTRALIA,2017,10 years & over
2023-06-30,2017-06-30,SA,2017-06-30,SHARE_1_TO_UNDER_5_YEARS,sentence-share-1-to-under-5-years,percent,39.2,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R49C3,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,SOUTH AUSTRALIA,2017,1 & under 5 years
2023-06-30,2017-06-30,SA,2017-06-30,SHARE_5_TO_UNDER_10_YEARS,sentence-share-5-to-under-10-years,percent,23.7,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R49C4,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,SOUTH AUSTRALIA,2017,5 & under 10 years
2023-06-30,2017-06-30,SA,2017-06-30,SHARE_SENTENCED_LAST_12_MONTHS,share-sentenced-in-last-12-months,percent,36.2,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R49C7,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,SOUTH AUSTRALIA,2017,Sentenced in last 12 months
2023-06-30,2017-06-30,SA,2017-06-30,SHARE_UNDER_1_YEAR,sentence-share-under-1-year,percent,11,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R49C2,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,SOUTH AUSTRALIA,2017,Under 1 year
2023-06-30,2017-06-30,SA,2017-06-30,TOTAL_SENTENCED_PRISONERS,total-sentenced-prisoners,person,1876,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R49C8,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,SOUTH AUSTRALIA,2017,Total sentenced prisoners
2023-06-30,2017-06-30,TAS,2017-06-30,MEDIAN_SENTENCE_LENGTH,median-aggregate-sentence-length,year,2.1,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R73C6,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,TASMANIA,2017,Median
2023-06-30,2017-06-30,TAS,2017-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,11.3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R73C5,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,TASMANIA,2017,10 years & over
2023-06-30,2017-06-30,TAS,2017-06-30,SHARE_1_TO_UNDER_5_YEARS,sentence-share-1-to-under-5-years,percent,38,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R73C3,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,TASMANIA,2017,1 & under 5 years
2023-06-30,2017-06-30,TAS,2017-06-30,SHARE_5_TO_UNDER_10_YEARS,sentence-share-5-to-under-10-years,percent,14.3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R73C4,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,TASMANIA,2017,5 & under 10 years
2023-06-30,2017-06-30,TAS,2017-06-30,SHARE_SENTENCED_LAST_12_MONTHS,share-sentenced-in-last-12-months,percent,56.3,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R73C7,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,TASMANIA,2017,Sentenced in last 12 months
2023-06-30,2017-06-30,TAS,2017-06-30,SHARE_UNDER_1_YEAR,sentence-share-under-1-year,percent,31.9,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R73C2,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,TASMANIA,2017,Under 1 year
2023-06-30,2017-06-30,TAS,2017-06-30,TOTAL_SENTENCED_PRISONERS,total-sentenced-prisoners,person,426,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R73C8,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,TASMANIA,2017,Total sentenced prisoners
2023-06-30,2017-06-30,VIC,2017-06-30,MEDIAN_SENTENCE_LENGTH,median-aggregate-sentence-length,year,3.5,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R25C6,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,VICTORIA,2017,Median
2023-06-30,2017-06-30,VIC,2017-06-30,SHARE_10_YEARS_PLUS,sentence-share-10-years-plus,percent,14.7,observed,sha256:61366170db7a4da717332a3ad1ca9e11f884d95905bb4556f5f44ce51d31c66f,Table_27,R25C5,sha256:b7328a2d8676be5498e75bf5d679b35c0cfd556f4db1f0be6ac679ba46dc2ed1,prisoners-in-australia,sha256:d26510665de7b21f897ee61760d89c70a38c28a6c86877ced9827224cfec1ddd,tidy.table-family-acceptance/v1,sha256:eb2a4aacb258b1568d24ba770b60fac9f90391d33acbaa98d9db1b3a2ed1e747,sha256:e87530f8fb08e8fe76a0b923eef0f644715862cbdea492ba1a0ceea815a7f8ad,sha256:1a9c72d25b7032b35118274ba589ebaf5bfcc441b8e75de2026ab9317a2bd4da,openai-codex/gpt-5.6-sol,replay:sha256:88f4edcba7c8e6985997427e0f361d3899002c5363defbe76758bb34973da38f,VICTORIA,2017,10 years & over
