reference_date,jurisdiction_id,prisoner_statistic_id,characteristic_category_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_prisoner_statistic,raw_characteristic_category
2023-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,MALE_9050711d,published-value,published-unit,1285,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R10C10,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,Aust.,FEDERAL PRISONERS,Male
2023-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,42.8,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R14C10,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,Aust.,FEDERAL PRISONERS,Mean age (years)
2023-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,40.6,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R15C10,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,Aust.,FEDERAL PRISONERS,Median age (years)
2023-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,NON_INDIGENOUS_2f231fea,published-value,published-unit,1267,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R19C10,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,Aust.,FEDERAL PRISONERS,Non-Indigenous
2023-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,TOTAL_PRISONERS_718941a8,published-value,published-unit,1356,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R7C10,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,Aust.,FEDERAL PRISONERS,Total prisoners
2023-06-30,AUST_895ceebd,FEDERAL_PRISONERS_c3845d4b,UNKNOWN_23759997,published-value,published-unit,8,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R20C10,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,Aust.,FEDERAL PRISONERS,Unknown
2023-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,3,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R33C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PAROLEES,Aboriginal and Torres Strait Islander
2023-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,FEMALE_cf112cb6,published-value,published-unit,24,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R26C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PAROLEES,Female
2023-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,MALE_9050711d,published-value,published-unit,147,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R25C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PAROLEES,Male
2023-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,46.7,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R29C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PAROLEES,Mean age (years)
2023-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,45.3,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R30C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PAROLEES,Median age (years)
2023-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,NON_INDIGENOUS_2f231fea,published-value,published-unit,168,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R34C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PAROLEES,Non-Indigenous
2023-06-30,NSW_647faf01,FEDERAL_PAROLEES_12a2e4f6,TOTAL_PAROLEES_2d9e5d9a,published-value,published-unit,172,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R22C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PAROLEES,Total parolees
2023-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,45,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R18C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PRISONERS,Aboriginal and Torres Strait Islander
2023-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,FEMALE_cf112cb6,published-value,published-unit,24,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R11C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PRISONERS,Female
2023-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,MALE_9050711d,published-value,published-unit,625,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R10C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PRISONERS,Male
2023-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,43.1,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R14C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PRISONERS,Mean age (years)
2023-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,40.9,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R15C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PRISONERS,Median age (years)
2023-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,NON_INDIGENOUS_2f231fea,published-value,published-unit,603,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R19C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PRISONERS,Non-Indigenous
2023-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,TOTAL_PRISONERS_718941a8,published-value,published-unit,650,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R7C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PRISONERS,Total prisoners
2023-06-30,NSW_647faf01,FEDERAL_PRISONERS_c3845d4b,UNKNOWN_23759997,published-value,published-unit,0,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R20C2,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NSW,FEDERAL PRISONERS,Unknown
2023-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,published-value,published-unit,0,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R33C8,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NT,FEDERAL PAROLEES,Aboriginal and Torres Strait Islander
2023-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,FEMALE_cf112cb6,published-value,published-unit,0,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R26C8,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NT,FEDERAL PAROLEES,Female
2023-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,MALE_9050711d,published-value,published-unit,0,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R25C8,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NT,FEDERAL PAROLEES,Male
2023-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,MEAN_AGE_YEARS_54827fe2,published-value,published-unit,,suppressed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R29C8,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NT,FEDERAL PAROLEES,Mean age (years)
2023-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,MEDIAN_AGE_YEARS_ada3abad,published-value,published-unit,,suppressed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R30C8,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NT,FEDERAL PAROLEES,Median age (years)
2023-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,NON_INDIGENOUS_2f231fea,published-value,published-unit,0,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R34C8,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NT,FEDERAL PAROLEES,Non-Indigenous
2023-06-30,NT_ff9ec9f7,FEDERAL_PAROLEES_12a2e4f6,TOTAL_PAROLEES_2d9e5d9a,published-value,published-unit,0,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_36,R22C8,sha256:3c35a90b068905597aa2c307268307b08d71360856f17c9c6c6efcd019a503e6,prisoners-in-australia,sha256:72b00a18906bfd9a455e44a5ddcb83c6361ad2fa51431efbec6040af2317379c,tidy.table-family-acceptance/v2,sha256:3df64c5329c4c6f6ddecca399b2bd1af57241d6c14c8efc97ce0616f8f6b46f5,sha256:39a3240f27659924c2745a73f39e2b1be4634e6d9db7073a3798901f22a8100c,sha256:ad9145098ff20236ca74e31c31cd7bbd4a2b8c49f4c5fc0f88e128267f19f51d,human-authored/deterministic-geometry-v1,replay:sha256:113cc12607349c4fc0db32570bc48f61f563078a0bbcbfefc6d74dc4b1003aa4,NT,FEDERAL PAROLEES,Total parolees
