reference_date,jurisdiction_id,statistic_basis_id,characteristic_group_id,characteristic_category_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_statistic_basis,raw_characteristic_group,raw_characteristic_category
2021-06-30,NT,NUMBER,MEDIAN_AGE,PERSONS,median-age,year,34.3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R27C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,NUMBER,Median age (years),Persons
2021-06-30,NT,NUMBER,PRIOR_IMPRISONMENT_STATUS,NO_PRIOR_IMPRISONMENT,prisoner-count,person,471,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R21C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,NUMBER,Prior imprisonment status,No prior imprisonment
2021-06-30,NT,NUMBER,PRIOR_IMPRISONMENT_STATUS,PRIOR_IMPRISONMENT,prisoner-count,person,1327,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R20C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,NUMBER,Prior imprisonment status,Prior imprisonment
2021-06-30,NT,NUMBER,SEX,FEMALE,prisoner-count,person,129,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R10C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,NUMBER,Sex,Females
2021-06-30,NT,NUMBER,SEX,MALE,prisoner-count,person,1676,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R9C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,NUMBER,Sex,Males
2021-06-30,NT,NUMBER,TOTAL,TOTAL_PRISONERS,prisoner-count,person,1799,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R7C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,NUMBER,Total prisoners,Total prisoners
2021-06-30,NT,PROPORTION,INDIGENOUS_STATUS,INDIGENOUS,prisoner-proportion,percent,85.6,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R33C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Indigenous status,Aboriginal and Torres Strait Islander
2021-06-30,NT,PROPORTION,INDIGENOUS_STATUS,NON_INDIGENOUS,prisoner-proportion,percent,14.4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R34C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Indigenous status,Non-Indigenous
2021-06-30,NT,PROPORTION,INDIGENOUS_STATUS,UNKNOWN,prisoner-proportion,percent,0,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R35C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Indigenous status,Unknown
2021-06-30,NT,PROPORTION,LEGAL_STATUS,POST_SENTENCE,prisoner-proportion,percent,0.1,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R39C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Legal status,Post-sentence
2021-06-30,NT,PROPORTION,LEGAL_STATUS,SENTENCED,prisoner-proportion,percent,64.6,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R37C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Legal status,Sentenced
2021-06-30,NT,PROPORTION,LEGAL_STATUS,UNSENTENCED,prisoner-proportion,percent,35.4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R38C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Legal status,Unsentenced
2021-06-30,NT,PROPORTION,PRIOR_IMPRISONMENT_STATUS,NO_PRIOR_IMPRISONMENT,prisoner-proportion,percent,26.2,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R42C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Prior imprisonment status,No prior imprisonment
2021-06-30,NT,PROPORTION,PRIOR_IMPRISONMENT_STATUS,PRIOR_IMPRISONMENT,prisoner-proportion,percent,73.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R41C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Prior imprisonment status,Prior imprisonment
2021-06-30,NT,PROPORTION,PRIOR_IMPRISONMENT_STATUS,TOTAL_PRISONERS,prisoner-proportion,percent,100,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R43C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Prior imprisonment status,Total prisoners
2021-06-30,NT,PROPORTION,SEX,FEMALE,prisoner-proportion,percent,7.2,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R31C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Sex,Females
2021-06-30,NT,PROPORTION,SEX,MALE,prisoner-proportion,percent,93.2,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R30C8,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,NT,PROPORTION (%),Sex,Males
2021-06-30,QLD,NUMBER,INDIGENOUS_STATUS,INDIGENOUS,prisoner-count,person,3479,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R12C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Indigenous status,Aboriginal and Torres Strait Islander
2021-06-30,QLD,NUMBER,INDIGENOUS_STATUS,NON_INDIGENOUS,prisoner-count,person,6480,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R13C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Indigenous status,Non-Indigenous
2021-06-30,QLD,NUMBER,INDIGENOUS_STATUS,UNKNOWN,prisoner-count,person,0,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R14C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Indigenous status,Unknown
2021-06-30,QLD,NUMBER,LEGAL_STATUS,POST_SENTENCE,prisoner-count,person,54,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R18C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Legal status,Post-sentence
2021-06-30,QLD,NUMBER,LEGAL_STATUS,SENTENCED,prisoner-count,person,6872,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R16C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Legal status,Sentenced
2021-06-30,QLD,NUMBER,LEGAL_STATUS,UNSENTENCED,prisoner-count,person,3030,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R17C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Legal status,Unsentenced
2021-06-30,QLD,NUMBER,MEDIAN_AGE,FEMALE,median-age,year,33.8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R24C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Median age (years),Females
2021-06-30,QLD,NUMBER,MEDIAN_AGE,INDIGENOUS,median-age,year,32.1,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R25C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Median age (years),Aboriginal and Torres Strait Islander
2021-06-30,QLD,NUMBER,MEDIAN_AGE,MALE,median-age,year,34.5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R23C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Median age (years),Males
2021-06-30,QLD,NUMBER,MEDIAN_AGE,NON_INDIGENOUS,median-age,year,35.6,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R26C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Median age (years),Non-Indigenous
2021-06-30,QLD,NUMBER,MEDIAN_AGE,PERSONS,median-age,year,34.4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R27C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Median age (years),Persons
2021-06-30,QLD,NUMBER,PRIOR_IMPRISONMENT_STATUS,NO_PRIOR_IMPRISONMENT,prisoner-count,person,3157,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_14,R21C4,sha256:bdc7d65e784700103139beca08c80f71b36e25c3dc12531d88b324ec6ed7decd,prisoners-in-australia,sha256:c79496f3b6fc4fb4bed44a1ac764d198ce6c95c78dcc2b8e705fb107404ab14e,tidy.table-family-acceptance/v1,sha256:73cab5d9b03496c29e7a7c64a44e76ab827dc081c403cf2f0b3d3fad894dffe9,sha256:0748f174d0101d77d138cdc6df8e6e43d630a0f5b49f7beea04d17179a4fc8d4,sha256:03bd1b3a0c805d26f7205f47395f8c8ed7d0071889e49f119ded995f124976f5,openai-codex/gpt-5.6-sol,replay:sha256:15ce00fc18dd91fbc1e129e842016d06bc90a4f44afac7a9250283e2bbf985ed,Qld,NUMBER,Prior imprisonment status,No prior imprisonment
