reference_date,principal_offence_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_jurisdiction,raw_classification_context
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,153,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R13C2,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,08 Fraud and related offences,NSW,Preliminary ANZSOC 2023 most serious offence
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,3,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R13C7,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,08 Fraud and related offences,NT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,108,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R13C3,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,08 Fraud and related offences,Qld,Preliminary ANZSOC 2023 most serious offence
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,9,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R13C4,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,08 Fraud and related offences,SA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,8,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R13C6,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,08 Fraud and related offences,Tas.,Preliminary ANZSOC 2023 most serious offence
2025-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,58,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R13C5,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,08 Fraud and related offences,WA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,09_DRUG_OFFENCES_86dc45c2,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,17,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R14C8,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,09 Drug offences,ACT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,09_DRUG_OFFENCES_86dc45c2,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,749,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R14C2,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,09 Drug offences,NSW,Preliminary ANZSOC 2023 most serious offence
2025-06-30,09_DRUG_OFFENCES_86dc45c2,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,43,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R14C7,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,09 Drug offences,NT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,09_DRUG_OFFENCES_86dc45c2,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,782,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R14C3,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,09 Drug offences,Qld,Preliminary ANZSOC 2023 most serious offence
2025-06-30,09_DRUG_OFFENCES_86dc45c2,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,181,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R14C4,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,09 Drug offences,SA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,09_DRUG_OFFENCES_86dc45c2,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,38,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R14C6,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,09 Drug offences,Tas.,Preliminary ANZSOC 2023 most serious offence
2025-06-30,09_DRUG_OFFENCES_86dc45c2,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,806,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R14C5,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,09 Drug offences,WA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,4,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R15C8,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,10 Weapons and explosives offences,ACT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,213,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R15C2,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,10 Weapons and explosives offences,NSW,Preliminary ANZSOC 2023 most serious offence
2025-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,4,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R15C7,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,10 Weapons and explosives offences,NT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,50,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R15C3,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,10 Weapons and explosives offences,Qld,Preliminary ANZSOC 2023 most serious offence
2025-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,42,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R15C4,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,10 Weapons and explosives offences,SA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,TAS_71b7c8af,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,17,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R15C6,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,10 Weapons and explosives offences,Tas.,Preliminary ANZSOC 2023 most serious offence
2025-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,WA_d8689b62,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,13,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R15C5,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,10 Weapons and explosives offences,WA,Preliminary ANZSOC 2023 most serious offence
2025-06-30,11_PROPERTY_DAMAGE_cd09ba73,ACT_ee71241e,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,0,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R16C8,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,11 Property damage,ACT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,11_PROPERTY_DAMAGE_cd09ba73,NSW_647faf01,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,65,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R16C2,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,11 Property damage,NSW,Preliminary ANZSOC 2023 most serious offence
2025-06-30,11_PROPERTY_DAMAGE_cd09ba73,NT_ff9ec9f7,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,16,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R16C7,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,11 Property damage,NT,Preliminary ANZSOC 2023 most serious offence
2025-06-30,11_PROPERTY_DAMAGE_cd09ba73,QLD_cfd8a309,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,77,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R16C3,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,11 Property damage,Qld,Preliminary ANZSOC 2023 most serious offence
2025-06-30,11_PROPERTY_DAMAGE_cd09ba73,SA_360bf3a8,PRELIMINARY_ANZSOC_2023_MOST_SERIOUS_OFFENCE_eab06f2c,published-value,published-unit,31,observed,sha256:73d729ea81b95e9d8e09f3c26fa980b120bcf033cfae5831e3cf2f50f8ae29dc,ANZSOC 2023 Table 2,R16C4,sha256:0b8c02e3c164c30eb9f489b43c33c3b42a97499dfc93a5f6f1dbdaafd95acd08,prisoners-in-australia,sha256:c66c23ba0b6aac0409253d79718ee515cb625e640fc3308fffaabb109cc23e62,tidy.table-family-acceptance/v2,sha256:808aaccabb93dcf4cc5634a6249a553b6717f9277caf440f1f02a0d9001d564b,sha256:0da909b47f430bbee93ecb10fc72b6ad6e5f7df2a3309d63f19f58a23de1ba68,sha256:87cd77d3d800998a6a01203431a63aa925f8d18827d6977fe871be29158f4dc2,human-authored/deterministic-geometry-v1,replay:sha256:ca28e68e2e2f6a41c39925a33a825dc549e5270c717520d2a6b65f20ffa65a46,11 Property damage,SA,Preliminary ANZSOC 2023 most serious offence
