publication_vintage_date,reference_date,principal_offence_id,sex_id,method_of_finalisation_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_sex,raw_method_of_finalisation,raw_court_level
2025-06-30,2025-06-30,ANZSOC2023_039,FEMALE,METHOD_WITHDRAWN_BY_PROSECUTION,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R257C6,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Females,Withdrawn by prosecution(i),Higher Courts
2025-06-30,2025-06-30,ANZSOC2023_039,FEMALE,METHOD_WITHDRAWN_BY_PROSECUTION,MAGISTRATES_COURTS,defendant-count,person,5,observed,5,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R434C6,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Females,Withdrawn by prosecution(i),Magistrates' Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_ACQUITTED,ALL_COURTS,defendant-count,person,69,observed,69,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R22C2,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Acquitted,All Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_ACQUITTED,CHILDRENS_COURTS,defendant-count,person,3,observed,3,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R553C2,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Acquitted,Children's Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_ACQUITTED,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R199C2,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Acquitted,Higher Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_ACQUITTED,MAGISTRATES_COURTS,defendant-count,person,64,observed,64,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R376C2,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Acquitted,Magistrates' Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_GUILTY_OUTCOME,ALL_COURTS,defendant-count,person,801,observed,801,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R22C3,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Guilty outcome(i),All Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_GUILTY_OUTCOME,CHILDRENS_COURTS,defendant-count,person,10,observed,10,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R553C3,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Guilty outcome(i),Children's Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_GUILTY_OUTCOME,HIGHER_COURTS,defendant-count,person,14,observed,14,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R199C3,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Guilty outcome(i),Higher Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_GUILTY_OUTCOME,MAGISTRATES_COURTS,defendant-count,person,776,observed,776,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R376C3,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Guilty outcome(i),Magistrates' Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TOTAL,ALL_COURTS,defendant-count,person,1014,observed,1014,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R22C7,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Total(b),All Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TOTAL,CHILDRENS_COURTS,defendant-count,person,13,observed,13,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R553C7,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Total(b),Children's Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TOTAL,HIGHER_COURTS,defendant-count,person,21,observed,21,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R199C7,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Total(b),Higher Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TOTAL,MAGISTRATES_COURTS,defendant-count,person,979,observed,979,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R376C7,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Total(b),Magistrates' Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TOTAL_ADJUDICATED,ALL_COURTS,defendant-count,person,871,observed,871,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R22C4,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Total adjudicated(a)(i),All Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TOTAL_ADJUDICATED,CHILDRENS_COURTS,defendant-count,person,12,observed,12,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R553C4,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Total adjudicated(a)(i),Children's Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TOTAL_ADJUDICATED,HIGHER_COURTS,defendant-count,person,20,observed,20,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R199C4,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Total adjudicated(a)(i),Higher Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TOTAL_ADJUDICATED,MAGISTRATES_COURTS,defendant-count,person,838,observed,838,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R376C4,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Total adjudicated(a)(i),Magistrates' Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,ALL_COURTS,defendant-count,person,17,observed,17,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R22C5,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Transfer to other court levels,All Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,CHILDRENS_COURTS,defendant-count,person,0,observed,0,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R553C5,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Transfer to other court levels,Children's Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R199C5,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Transfer to other court levels,Higher Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,MAGISTRATES_COURTS,defendant-count,person,13,observed,13,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R376C5,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Transfer to other court levels,Magistrates' Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_WITHDRAWN_BY_PROSECUTION,ALL_COURTS,defendant-count,person,120,observed,120,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R22C6,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Withdrawn by prosecution(i),All Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_WITHDRAWN_BY_PROSECUTION,CHILDRENS_COURTS,defendant-count,person,4,observed,4,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R553C6,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Withdrawn by prosecution(i),Children's Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_WITHDRAWN_BY_PROSECUTION,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R199C6,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Withdrawn by prosecution(i),Higher Courts
2025-06-30,2025-06-30,ANZSOC2023_039,MALE,METHOD_WITHDRAWN_BY_PROSECUTION,MAGISTRATES_COURTS,defendant-count,person,113,observed,113,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R376C6,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Males,Withdrawn by prosecution(i),Magistrates' Courts
2025-06-30,2025-06-30,ANZSOC2023_039,PERSONS,METHOD_ACQUITTED,ALL_COURTS,defendant-count,person,76,observed,76,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R138C2,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Persons(h),Acquitted,All Courts
2025-06-30,2025-06-30,ANZSOC2023_039,PERSONS,METHOD_ACQUITTED,CHILDRENS_COURTS,defendant-count,person,3,observed,3,sha256:086e5b5e79ad778632db673578aeede249cf8c2563c0c43b7338d09687e8a684,Table 5,R669C2,sha256:a04cbe017af64ed96d5a6c470d5cef2b0e33227977b2e0efff50784f37a8c0b0,criminal-courts-australia,sha256:d651ddc14d7d99514418196070a626577339205b0aa61d56bbf92332cae4cb48,tidy.table-family-acceptance/v1,sha256:14f4ec586a0743b19a8fc4c2fb742e95ae64690e99ef31b26826a954a2369d97,sha256:e90cabc97994b4e5ff81cd90f9501f0b2e64c6f592c429f20511d746cb931be1,sha256:3c763ac56e067ef03c563821cca3bb27cf0d49b041f923c26ad189adb0618334,human-authored/deterministic-map-v1,replay:sha256:27bcc3cc0dd1c3d8cb572ce0a83f126b31646ec814635913bd5faebee64ed2a1,039 Other sexual offences,Persons(h),Acquitted,Children's Courts
