publication_vintage_date,reference_date,principal_offence_id,principal_offence_anzsoc_2011_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_principal_offence_anzsoc_2011
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_05_ABDUCTION_HARASSMENT,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C6,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion", 05 Abduction/ harassment
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_06_ROBBERY_EXTORTION,defendant-count,person,3845,observed,3845,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C7,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",06 Robbery/ extortion
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,defendant-count,person,6,observed,6,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C8,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",07 Unlawful entry with intent
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_08_THEFT,defendant-count,person,28,observed,28,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C9,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",08 Theft
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_09_FRAUD_DECEPTION,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C10,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",09 Fraud/ deception
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_10_ILLICIT_DRUG_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C11,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",10 Illicit drug offences
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_11_WEAPONS_EXPLOSIVES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C12,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",11 Weapons/ explosives
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C13,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",12 Property damage & environmental pollution
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_13_PUBLIC_ORDER_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C14,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",13 Public order offences
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C15,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",14 Traffic & vehicle regulatory offences
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_15_OFFENCES_AGAINST_JUSTICE,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C16,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",15 Offences against justice(c)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_16_MISCELLANEOUS_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C17,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",16 Miscellaneous offences
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,ANZSOC_2011_TOTAL,defendant-count,person,3908,observed,3908,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R9C18,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,"05 Robbery, blackmail, and extortion",Total(d)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C2,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,"01 Homicide
 & related offences"
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,defendant-count,person,52,observed,52,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C3,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,02 Acts intended to cause injury(a)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C4,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,03 Sexual assault & related offences
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,defendant-count,person,287,observed,287,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C5,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,04 Dangerous/ negligent acts(b)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_05_ABDUCTION_HARASSMENT,defendant-count,person,3,observed,3,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C6,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary, 05 Abduction/ harassment
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_06_ROBBERY_EXTORTION,defendant-count,person,3,observed,3,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C7,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,06 Robbery/ extortion
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_07_UNLAWFUL_ENTRY_WITH_INTENT,defendant-count,person,13360,observed,13360,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C8,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,07 Unlawful entry with intent
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_08_THEFT,defendant-count,person,117,observed,117,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C9,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,08 Theft
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_09_FRAUD_DECEPTION,defendant-count,person,7,observed,7,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C10,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,09 Fraud/ deception
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_10_ILLICIT_DRUG_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C11,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,10 Illicit drug offences
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_11_WEAPONS_EXPLOSIVES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C12,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,11 Weapons/ explosives
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C13,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,12 Property damage & environmental pollution
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_13_PUBLIC_ORDER_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C14,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,13 Public order offences
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,ANZSOC_2011_14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 6,R10C15,sha256:0fa5b2dec1333da62b169e74f570d3afc159012f07faf945b6e8990fee850f67,criminal-courts-australia,sha256:037383e3069a585f6c17055e640f22a6ab3f70042311d2e11b163bdfdfbd4caa,tidy.table-family-acceptance/v1,sha256:99b4898b72db8cbc4a8bf54962e8abe8a577713978036787d4b7ac7c5929bd52,sha256:228569f2c4db85c6179a6657895de574505e059e4d8be098d1f52f4560cd3f59,sha256:852366ca42eccceed879448cd17f9ae0f5426ad5b8e733ce28ed567131538a2f,human-authored/deterministic-map-v1,replay:sha256:8b6f8031c18d23f1838a70dceb64a7ec71ba72e6224ad0f99e02637768f83005,06 Burglary,14 Traffic & vehicle regulatory offences
