publication_vintage_date,reference_date,principal_offence_id,observation_period_id,sex_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_sex,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,0,observed,0,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R25C2,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2008–09,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,0,observed,0,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R25C16,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2008–09,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,21,observed,21,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R8C2,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2008–09,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,21.5,observed,21.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R8C16,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2008–09,Males,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,22,observed,22,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R42C2,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2008–09,Persons(g),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2008_09_f695681e,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,11.8,observed,11.8,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R42C16,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2008–09,Persons(g),Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,4,observed,4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R25C3,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2009–10,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,4.4,observed,4.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R25C17,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2009–10,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,35,observed,35,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R8C3,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2009–10,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2009_10_d4eb8e50,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,34.8,observed,34.8,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 13,R8C17,sha256:41fe8e116cf8bd538589aec568bedde42a879d691378e147d256cff0365bdd66,RecipeV01,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,sha256:4a2eaeac1f5c3c31d71137c5d8b390d09906cc16c7a850ca81d1d14c3c8eb7af,recorded-crime-offenders,sha256:38f2758fb9d05b58666b9d6d844376632919a1bf72b317c67201c24931e7e0b2,tidy.table-family-acceptance/v2,sha256:20cfa2b3d21af85acdc83ce6867c604ee08f164b401d68afc4d8eb7dbaa4f5cd,sha256:e59a197edc2b47d10c3d7cf3b9aa1f10b92496a0e86a99b0cf16be4fb679f1b5,sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:9c6a23b88c75ab46363a246014e503f85fdd4ac07e5a234e8de8919bf562d625,01 Homicide and related offences,2009–10,Males,Offender rate(a)
