publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,court_level_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_court_level,raw_jurisdiction
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_120_HOURS_AND_OVER,ALL_COURTS,AUS,defendant-count,person,720,observed,720,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C5,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,120 hours & over,All Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_40_TO_UNDER_80_HOURS,ALL_COURTS,AUS,defendant-count,person,971,observed,971,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C3,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,40 to under 80 hours,All Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_80_TO_UNDER_120_HOURS,ALL_COURTS,AUS,defendant-count,person,645,observed,645,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C4,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,80 to under 120 hours,All Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEAN,ALL_COURTS,AUS,sentence-mean-duration,hour,97,observed,97,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C7,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,Mean,All Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEAN,CHILDRENS_COURTS,AUS,sentence-mean-duration,hour,43.6,observed,43.6,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C13,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,Mean,Children's Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEAN,HIGHER_COURTS,AUS,sentence-mean-duration,hour,165.1,observed,165.1,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C9,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,Mean,Higher Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEAN,MAGISTRATES_COURTS,AUS,sentence-mean-duration,hour,98.7,observed,98.7,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C11,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,Mean,Magistrates' Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEDIAN,ALL_COURTS,AUS,sentence-median-duration,hour,80,observed,80,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C8,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,Median,All Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEDIAN,CHILDRENS_COURTS,AUS,sentence-median-duration,hour,40,observed,40,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C14,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,Median,Children's Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,LENGTH_MEDIAN,HIGHER_COURTS,AUS,sentence-median-duration,hour,150,observed,150,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 70,R10C10,sha256:bbf1fcf564e896529019fd4e5dae2cf61c8897377ff05dc7818131db2e854a56,criminal-courts-australia,sha256:c835f91da8c6eb813c27b20e94857c264c344a0850e750c1e3431098eb21dce0,tidy.table-family-acceptance/v1,sha256:431dc4e164bdb3d9494b92269324ee0ab876851c84ecbbe99a7c34d4206d326d,sha256:01e9d3afd53594aeeee8cd000c1c10ffd4a0864acef69624b8039f3355309e02,sha256:9f2184d5c84fef602cb645572f8d03cc76b1ed4d55ba5b05326898e21adc0903,human-authored/deterministic-map-v1,replay:sha256:5531536a626ba8091dd5eeb20287ae957e067af55dc1eeacc93d998d5979fd90,   021 Assault,Median,Higher Courts,Australia
