reference_date,jurisdiction_id,time_on_remand_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_time_on_remand,raw_statistic_basis
2022-06-30,QLD,UNDER_1_MONTH,PROPORTION,unsentenced-prisoner-proportion,percent,19.8,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R18C4,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Qld,Under 1 month,PROPORTION (%)
2022-06-30,QLD,YEAR_1_PLUS,NUMBER,unsentenced-prisoner-count,person,465,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R11C4,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Qld,1 year and over,NUMBER
2022-06-30,QLD,YEAR_1_PLUS,PROPORTION,unsentenced-prisoner-proportion,percent,14.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R22C4,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Qld,1 year and over,PROPORTION (%)
2022-06-30,SA,MEAN_MONTHS,NUMBER,mean-time-on-remand,month,6.6,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R14C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,Mean (months),NUMBER
2022-06-30,SA,MEDIAN_MONTHS,NUMBER,median-time-on-remand,month,3.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R15C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,Median (months),NUMBER
2022-06-30,SA,MONTHS_1_TO_UNDER_3,NUMBER,unsentenced-prisoner-count,person,352,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R8C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,1 and under 3 months,NUMBER
2022-06-30,SA,MONTHS_1_TO_UNDER_3,PROPORTION,unsentenced-prisoner-proportion,percent,25.6,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R19C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,1 and under 3 months,PROPORTION (%)
2022-06-30,SA,MONTHS_3_TO_UNDER_6,NUMBER,unsentenced-prisoner-count,person,233,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R9C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,3 and under 6 months,NUMBER
2022-06-30,SA,MONTHS_3_TO_UNDER_6,PROPORTION,unsentenced-prisoner-proportion,percent,16.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R20C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,3 and under 6 months,PROPORTION (%)
2022-06-30,SA,MONTHS_6_TO_UNDER_12,NUMBER,unsentenced-prisoner-count,person,216,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R10C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,6 and under 12 months,NUMBER
2022-06-30,SA,MONTHS_6_TO_UNDER_12,PROPORTION,unsentenced-prisoner-proportion,percent,15.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R21C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,6 and under 12 months,PROPORTION (%)
2022-06-30,SA,P90_MONTHS,NUMBER,p90-time-on-remand,month,17.6,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R16C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,90th percentile (months),NUMBER
2022-06-30,SA,TOTAL,NUMBER,unsentenced-prisoner-count,person,1375,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R12C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,Total,NUMBER
2022-06-30,SA,TOTAL,PROPORTION,unsentenced-prisoner-proportion,percent,100,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R23C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,Total,PROPORTION (%)
2022-06-30,SA,UNDER_1_MONTH,NUMBER,unsentenced-prisoner-count,person,307,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R7C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,Under 1 month,NUMBER
2022-06-30,SA,UNDER_1_MONTH,PROPORTION,unsentenced-prisoner-proportion,percent,22.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R18C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,Under 1 month,PROPORTION (%)
2022-06-30,SA,YEAR_1_PLUS,NUMBER,unsentenced-prisoner-count,person,269,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R11C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,1 year and over,NUMBER
2022-06-30,SA,YEAR_1_PLUS,PROPORTION,unsentenced-prisoner-proportion,percent,19.6,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R22C5,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,SA,1 year and over,PROPORTION (%)
2022-06-30,TAS,MEAN_MONTHS,NUMBER,mean-time-on-remand,month,4.8,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R14C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,Mean (months),NUMBER
2022-06-30,TAS,MEDIAN_MONTHS,NUMBER,median-time-on-remand,month,2.2,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R15C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,Median (months),NUMBER
2022-06-30,TAS,MONTHS_1_TO_UNDER_3,NUMBER,unsentenced-prisoner-count,person,69,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R8C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,1 and under 3 months,NUMBER
2022-06-30,TAS,MONTHS_1_TO_UNDER_3,PROPORTION,unsentenced-prisoner-proportion,percent,33.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R19C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,1 and under 3 months,PROPORTION (%)
2022-06-30,TAS,MONTHS_3_TO_UNDER_6,NUMBER,unsentenced-prisoner-count,person,25,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R9C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,3 and under 6 months,NUMBER
2022-06-30,TAS,MONTHS_3_TO_UNDER_6,PROPORTION,unsentenced-prisoner-proportion,percent,12.1,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R20C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,3 and under 6 months,PROPORTION (%)
2022-06-30,TAS,MONTHS_6_TO_UNDER_12,NUMBER,unsentenced-prisoner-count,person,30,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R10C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,6 and under 12 months,NUMBER
2022-06-30,TAS,MONTHS_6_TO_UNDER_12,PROPORTION,unsentenced-prisoner-proportion,percent,14.5,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R21C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,6 and under 12 months,PROPORTION (%)
2022-06-30,TAS,P90_MONTHS,NUMBER,p90-time-on-remand,month,11.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R16C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,90th percentile (months),NUMBER
2022-06-30,TAS,TOTAL,NUMBER,unsentenced-prisoner-count,person,207,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R12C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,Total,NUMBER
2022-06-30,TAS,TOTAL,PROPORTION,unsentenced-prisoner-proportion,percent,100,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R23C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,Total,PROPORTION (%)
2022-06-30,TAS,UNDER_1_MONTH,NUMBER,unsentenced-prisoner-count,person,54,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R7C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,Under 1 month,NUMBER
2022-06-30,TAS,UNDER_1_MONTH,PROPORTION,unsentenced-prisoner-proportion,percent,26.1,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_32,R18C7,sha256:210d830fe524447c4907260b24aba7983096ddb64fa75498991c73dc6a95d1be,prisoners-in-australia,sha256:bc2350a6929a669bf04922042cabb1144428d011d20b144383b6358af85e2f00,tidy.table-family-acceptance/v1,sha256:79aee2134e055d767d83e66fdcd1963f40c055c0146d58f5052dbb768e41040e,sha256:bd02e674eb6c69f6bfb4548793bac8b6097a143627708f4987018cb91757d01d,sha256:eeee9f1595c665dc65e7a06c0ff69b6a871dff1ac1842895c731d28dd899d2ec,openai-codex/gpt-5.6-sol,replay:sha256:f7eba1cce6968425e33d06cf96c8a96657316d9228988f2433786fba3236be53,Tas.,Under 1 month,PROPORTION (%)
