publication_vintage_date,reference_date,principal_offence_id,fine_amount_id,court_level_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_fine_amount,raw_court_level,raw_jurisdiction
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,FINE_MEDIAN,HIGHER_COURTS,AUS,fine-median-amount,dollar,1000,observed,1000,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R10C10,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,   021 Assault,Median,Higher Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,FINE_MEDIAN,MAGISTRATES_COURTS,AUS,fine-median-amount,dollar,800,observed,800,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R10C12,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,   021 Assault,Median,Magistrates' Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_021_ASSAULT,FINE_TOTAL,ALL_COURTS,AUS,defendant-count,person,8704,observed,8704,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R10C6,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,   021 Assault,Total,All Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,ACT,defendant-count,person,29,observed,29,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R150C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,Australian Capital Territory
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,AUS,defendant-count,person,3893,observed,3893,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R9C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,NSW,defendant-count,person,1044,observed,1044,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R38C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,New South Wales
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,NT,defendant-count,person,12,observed,12,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R134C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,Northern Territory
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,QLD,defendant-count,person,414,observed,414,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R70C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,Queensland
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,SA,defendant-count,person,19,observed,19,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R86C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,South Australia
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,TAS,defendant-count,person,64,observed,64,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R118C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,Tasmania
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,VIC,defendant-count,person,1090,observed,1090,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R54C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,Victoria
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_1_000_AND_OVER,ALL_COURTS,WA,defendant-count,person,1231,observed,1231,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R102C5,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,"$1,000 & over",All Courts,Western Australia
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_250_TO_LESS_THAN_DOLLARS_500,ALL_COURTS,ACT,defendant-count,person,7,observed,7,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R150C3,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,$250 to less than $500,All Courts,Australian Capital Territory
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_250_TO_LESS_THAN_DOLLARS_500,ALL_COURTS,AUS,defendant-count,person,1324,observed,1324,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R9C3,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,$250 to less than $500,All Courts,Australia
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_250_TO_LESS_THAN_DOLLARS_500,ALL_COURTS,NSW,defendant-count,person,550,observed,550,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R38C3,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,$250 to less than $500,All Courts,New South Wales
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_250_TO_LESS_THAN_DOLLARS_500,ALL_COURTS,NT,defendant-count,person,5,observed,5,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R134C3,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,$250 to less than $500,All Courts,Northern Territory
2022-06-30,2022-06-30,ANZSOC_2011_02_ACTS_INTENDED_TO_CAUSE_INJURY,FINE_DOLLARS_250_TO_LESS_THAN_DOLLARS_500,ALL_COURTS,QLD,defendant-count,person,311,observed,311,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 71,R70C3,sha256:54f4699f17c258dfd3fe74b20a07663840b041ba30bd7c1db5745c12adf832c7,criminal-courts-australia,sha256:e32093c5bb4f81627a83be47012ca370fa193d762389e8816b2e22a3ba0acf77,tidy.table-family-acceptance/v1,sha256:298b46518af0f62f67b0aefc5c53416a4872a6340ebd522094e460b9954dba49,sha256:1d933b815d2f0ef5dd28824df2d913f72625dc43f63af91b1f3f224c448185a6,sha256:7d576c6f6de1d5a39c6d6292009b50bb68d725bbfb5fa3786e78affa81134248,human-authored/deterministic-map-v1,replay:sha256:cc67e6e0d0a5bd45639fc1f2b8d57fbeee3f0d370e0105d80722150e6cd589d6,02 Acts intended to cause injury,$250 to less than $500,All Courts,Queensland
