publication_vintage_date,reference_date,indigenous_status_id,court_level_id,observation_period_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_indigenous_status,raw_court_level,raw_observation_period,raw_jurisdiction
2022-06-30,2011-06-30,INDIGENOUS,ALL_COURTS,2011-06-30,NT,defendant-count,person,4551,observed,4551,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R92C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,All Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,INDIGENOUS,ALL_COURTS,2011-06-30,QLD,defendant-count,person,19707,observed,19707,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R29C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,All Courts,2010–11,Queensland
2022-06-30,2011-06-30,INDIGENOUS,CHILDRENS_COURTS,2011-06-30,NSW,defendant-count,person,2332,observed,2332,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R23C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,Children's Courts,2010–11,New South Wales
2022-06-30,2011-06-30,INDIGENOUS,CHILDRENS_COURTS,2011-06-30,NT,defendant-count,person,494,observed,494,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R107C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,Children's Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,INDIGENOUS,CHILDRENS_COURTS,2011-06-30,QLD,defendant-count,person,2472,observed,2472,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R44C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,Children's Courts,2010–11,Queensland
2022-06-30,2011-06-30,INDIGENOUS,HIGHER_COURTS,2011-06-30,NT,defendant-count,person,192,observed,192,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R97C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,Higher Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,INDIGENOUS,HIGHER_COURTS,2011-06-30,QLD,defendant-count,person,705,observed,705,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R34C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,Higher Courts,2010–11,Queensland
2022-06-30,2011-06-30,INDIGENOUS,MAGISTRATES_COURTS,2011-06-30,NSW,defendant-count,person,8128,observed,8128,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R18C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,Magistrates' Courts,2010–11,New South Wales
2022-06-30,2011-06-30,INDIGENOUS,MAGISTRATES_COURTS,2011-06-30,NT,defendant-count,person,3862,observed,3862,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R102C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,Magistrates' Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,INDIGENOUS,MAGISTRATES_COURTS,2011-06-30,QLD,defendant-count,person,16524,observed,16524,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R39C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Aboriginal and Torres Strait Islander,Magistrates' Courts,2010–11,Queensland
2022-06-30,2011-06-30,NON_INDIGENOUS,ALL_COURTS,2011-06-30,NT,defendant-count,person,1355,observed,1355,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R93C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,All Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,NON_INDIGENOUS,ALL_COURTS,2011-06-30,QLD,defendant-count,person,60794,observed,60794,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R30C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,All Courts,2010–11,Queensland
2022-06-30,2011-06-30,NON_INDIGENOUS,CHILDRENS_COURTS,2011-06-30,NSW,defendant-count,person,5005,observed,5005,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R24C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,Children's Courts,2010–11,New South Wales
2022-06-30,2011-06-30,NON_INDIGENOUS,CHILDRENS_COURTS,2011-06-30,NT,defendant-count,person,86,observed,86,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R108C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,Children's Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,NON_INDIGENOUS,CHILDRENS_COURTS,2011-06-30,QLD,defendant-count,person,3529,observed,3529,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R45C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,Children's Courts,2010–11,Queensland
2022-06-30,2011-06-30,NON_INDIGENOUS,HIGHER_COURTS,2011-06-30,NT,defendant-count,person,121,observed,121,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R98C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,Higher Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,NON_INDIGENOUS,HIGHER_COURTS,2011-06-30,QLD,defendant-count,person,3691,observed,3691,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R35C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,Higher Courts,2010–11,Queensland
2022-06-30,2011-06-30,NON_INDIGENOUS,MAGISTRATES_COURTS,2011-06-30,NSW,defendant-count,person,50955,observed,50955,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R19C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,Magistrates' Courts,2010–11,New South Wales
2022-06-30,2011-06-30,NON_INDIGENOUS,MAGISTRATES_COURTS,2011-06-30,NT,defendant-count,person,1151,observed,1151,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R103C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,Magistrates' Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,NON_INDIGENOUS,MAGISTRATES_COURTS,2011-06-30,QLD,defendant-count,person,53574,observed,53574,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R40C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Non-Indigenous,Magistrates' Courts,2010–11,Queensland
2022-06-30,2011-06-30,NOT_STATED,ALL_COURTS,2011-06-30,NT,defendant-count,person,334,observed,334,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R94C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,All Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,NOT_STATED,ALL_COURTS,2011-06-30,QLD,defendant-count,person,10852,observed,10852,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R31C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,All Courts,2010–11,Queensland
2022-06-30,2011-06-30,NOT_STATED,CHILDRENS_COURTS,2011-06-30,NSW,defendant-count,person,424,observed,424,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R25C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,Children's Courts,2010–11,New South Wales
2022-06-30,2011-06-30,NOT_STATED,CHILDRENS_COURTS,2011-06-30,NT,defendant-count,person,17,observed,17,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R109C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,Children's Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,NOT_STATED,CHILDRENS_COURTS,2011-06-30,QLD,defendant-count,person,757,observed,757,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R46C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,Children's Courts,2010–11,Queensland
2022-06-30,2011-06-30,NOT_STATED,HIGHER_COURTS,2011-06-30,NT,defendant-count,person,14,observed,14,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R99C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,Higher Courts,2010–11,Northern Territory
2022-06-30,2011-06-30,NOT_STATED,HIGHER_COURTS,2011-06-30,QLD,defendant-count,person,796,observed,796,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R36C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,Higher Courts,2010–11,Queensland
2022-06-30,2011-06-30,NOT_STATED,MAGISTRATES_COURTS,2011-06-30,NSW,defendant-count,person,8362,observed,8362,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R20C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,Magistrates' Courts,2010–11,New South Wales
2022-06-30,2011-06-30,NOT_STATED,MAGISTRATES_COURTS,2011-06-30,NT,defendant-count,person,301,observed,301,sha256:9586be303867542545b12b0176aeafd1f5013c57e059ebdf58828bb1464790e2,Table 12,R104C2,sha256:83555df9b432b724356a717024c9b3bae31f449bc2117eec367b9a635793bc32,criminal-courts-australia,sha256:023bad4ceca8badfa3cee8c24affe0c8bfa7358ae03afc39e19eae65b2d2af3e,tidy.table-family-acceptance/v1,sha256:a61fa6f66b8f3540088d6e7c50947a4aa0e229f483ea55b3e1b15221c9d3cc14,sha256:f91fa1835035a00919b611c8f0b54b31a5ffef874edaaf83f1236e345fc79292,sha256:98cb2de53a029b339cacc4f3bf1bfed751641b0903b93070081d4c199ada8158,human-authored/deterministic-map-v1,replay:sha256:c691b7621c2c48eb07e21fdd85cf9f4fdc5b45002b3a380f2adc6b38188d7b06,Not stated,Magistrates' Courts,2010–11,Northern Territory
