reference_date,country_of_birth_id,jurisdiction_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_country_of_birth,raw_jurisdiction
2022-06-30,LEBANON_7274b6e3,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,20,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R10C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Lebanon,NEW SOUTH WALES
2022-06-30,MALAYSIA_0fee48a6,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,8,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R20C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Malaysia,NEW SOUTH WALES
2022-06-30,MALAYSIA_0fee48a6,VICTORIA_8abba993,published-value,published-unit,25,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R30C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Malaysia,VICTORIA
2022-06-30,MALAYSIA_0fee48a6,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,9,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R48C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Malaysia,WESTERN AUSTRALIA
2022-06-30,NEW_ZEALAND_c2270854,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,17,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R11C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,New Zealand,NEW SOUTH WALES
2022-06-30,NEW_ZEALAND_c2270854,QUEENSLAND_8f0791ed,published-value,published-unit,8,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R39C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,New Zealand,QUEENSLAND
2022-06-30,NIGERIA_d5a88f71,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,13,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R14C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Nigeria,NEW SOUTH WALES
2022-06-30,PAPUA_NEW_GUINEA_2c86dd2c,QUEENSLAND_8f0791ed,published-value,published-unit,6,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R40C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Papua New Guinea,QUEENSLAND
2022-06-30,PHILIPPINES_facf1476,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,10,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R17C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Philippines,NEW SOUTH WALES
2022-06-30,SRI_LANKA_329e00e9,VICTORIA_8abba993,published-value,published-unit,5,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R35C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Sri Lanka,VICTORIA
2022-06-30,TAIWAN_10684a56,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,10,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R18C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Taiwan,NEW SOUTH WALES
2022-06-30,TOTAL_ab2882c8,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,10,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R62C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Total,AUSTRALIAN CAPITAL TERRITORY
2022-06-30,TOTAL_ab2882c8,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,653,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R26C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Total,NEW SOUTH WALES
2022-06-30,TOTAL_ab2882c8,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,20,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R59C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Total,NORTHERN TERRITORY
2022-06-30,TOTAL_ab2882c8,QUEENSLAND_8f0791ed,published-value,published-unit,147,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R42C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Total,QUEENSLAND
2022-06-30,TOTAL_ab2882c8,SOUTH_AUSTRALIA_0abd141a,published-value,published-unit,39,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R45C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Total,SOUTH AUSTRALIA
2022-06-30,TOTAL_ab2882c8,TASMANIA_412e51e6,published-value,published-unit,13,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R56C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Total,TASMANIA
2022-06-30,TOTAL_ab2882c8,VICTORIA_8abba993,published-value,published-unit,381,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R36C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Total,VICTORIA
2022-06-30,TOTAL_ab2882c8,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,124,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R53C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Total,WESTERN AUSTRALIA
2022-06-30,UNITED_KINGDOM_5d6f696b,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,12,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R15C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,United Kingdom,NEW SOUTH WALES
2022-06-30,UNITED_KINGDOM_5d6f696b,QUEENSLAND_8f0791ed,published-value,published-unit,5,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R41C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,United Kingdom,QUEENSLAND
2022-06-30,UNITED_KINGDOM_5d6f696b,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,4,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R50C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,United Kingdom,WESTERN AUSTRALIA
2022-06-30,UNITED_STATES_OF_AMERICA_8a8ffc37,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,6,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R22C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,United States of America,NEW SOUTH WALES
2022-06-30,UNITED_STATES_OF_AMERICA_8a8ffc37,VICTORIA_8abba993,published-value,published-unit,6,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R33C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,United States of America,VICTORIA
2022-06-30,VIETNAM_a49e5ae1,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,16,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R12C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Vietnam,NEW SOUTH WALES
2022-06-30,VIETNAM_a49e5ae1,VICTORIA_8abba993,published-value,published-unit,28,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R29C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Vietnam,VICTORIA
2022-06-30,VIETNAM_a49e5ae1,WESTERN_AUSTRALIA_74f6e5af,published-value,published-unit,5,observed,sha256:744da30a18814493146a5a301e698c68d8d13fe1086f564442b1312e2632b325,Table_37,R49C2,sha256:0fcc73c6139e398256878a1fb415e2dfa7d63f62a615f93afe919e6a46b4229b,prisoners-in-australia,sha256:bed1ffb59ba2b24de0f995853fe6623a9a84de68a8c5d4e53e81859f66d4794f,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:17ddb7fa45b175cf6493ed4a10c34dadbe4d5f7636db7218bf47046372883a08,sha256:19c52631cb0d47c4172af631f53f6ef5d740b946801280c8a5b19828c052836c,human-authored/deterministic-geometry-v1,replay:sha256:50c83e3c6f010c67f469aef63822c6fa6290c0a9a97119e9ae7158771d24f3fd,Vietnam,WESTERN AUSTRALIA
2023-06-30,AUSTRALIA_80f94363,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,published-value,published-unit,11,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_37,R57C2,sha256:745c8d92fc1034a50ea4a7d08fd9951d539d2033eb6750f03b3784b2062014ac,prisoners-in-australia,sha256:d496787fcffa4168c0029bcef35be99a5b658c31f2d0c3ddf830d9122d679917,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:16d52141d505cce11b8856aa254efcc90703faf349cdf15848b19a3cafbea58e,sha256:1a7cea8c5215ed9cd3f1d4e83f7b91c777646acc382e9b0d90f96939998d435c,human-authored/deterministic-geometry-v1,replay:sha256:01561ef63ef254ae6016eeff661d7a25d86f6abb4c0d1c25def3679cdda7f6ca,Australia,AUSTRALIAN CAPITAL TERRITORY
2023-06-30,AUSTRALIA_80f94363,NEW_SOUTH_WALES_92f089b8,published-value,published-unit,369,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_37,R7C2,sha256:745c8d92fc1034a50ea4a7d08fd9951d539d2033eb6750f03b3784b2062014ac,prisoners-in-australia,sha256:d496787fcffa4168c0029bcef35be99a5b658c31f2d0c3ddf830d9122d679917,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:16d52141d505cce11b8856aa254efcc90703faf349cdf15848b19a3cafbea58e,sha256:1a7cea8c5215ed9cd3f1d4e83f7b91c777646acc382e9b0d90f96939998d435c,human-authored/deterministic-geometry-v1,replay:sha256:01561ef63ef254ae6016eeff661d7a25d86f6abb4c0d1c25def3679cdda7f6ca,Australia,NEW SOUTH WALES
2023-06-30,AUSTRALIA_80f94363,NORTHERN_TERRITORY_a1d418fe,published-value,published-unit,17,observed,sha256:be04427b7f4b4970d2b67b71b07105a31ac6845e587d31bfc4ec24beac570ede,Table_37,R54C2,sha256:745c8d92fc1034a50ea4a7d08fd9951d539d2033eb6750f03b3784b2062014ac,prisoners-in-australia,sha256:d496787fcffa4168c0029bcef35be99a5b658c31f2d0c3ddf830d9122d679917,tidy.table-family-acceptance/v2,sha256:24cb5d04ce6d1ff197094894b6a1c63bdb947fb43db3bed4b72fb9163b98145b,sha256:16d52141d505cce11b8856aa254efcc90703faf349cdf15848b19a3cafbea58e,sha256:1a7cea8c5215ed9cd3f1d4e83f7b91c777646acc382e9b0d90f96939998d435c,human-authored/deterministic-geometry-v1,replay:sha256:01561ef63ef254ae6016eeff661d7a25d86f6abb4c0d1c25def3679cdda7f6ca,Australia,NORTHERN TERRITORY
