row,col,address,.value,sex,sex_source,legal_status,legal_status_source,summary_label,summary_label_source,indigenous_status,indigenous_status_source,state,state_source
31,8,R31C8,259,Persons ,R28C1,Total,R31C1,"Indigenous status, sex and legal status",R5C1,NON-INDIGENOUS,R19C1,NT,R5C8
31,9,R31C9,273,Persons ,R28C1,Total,R31C1,"Indigenous status, sex and legal status",R5C1,NON-INDIGENOUS,R19C1,ACT,R5C9
31,10,R31C10,29760,Persons ,R28C1,Total,R31C1,"Indigenous status, sex and legal status",R5C1,NON-INDIGENOUS,R19C1,Aust.,R5C10
34,2,R34C2,8078,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
34,3,R34C3,3877,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
34,4,R34C4,6305,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
34,5,R34C5,1601,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
34,6,R34C6,4191,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
34,7,R34C7,399,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
34,8,R34C8,1099,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
34,9,R34C9,238,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
34,10,R34C10,25793,Males,R33C1,Sentenced ,R34C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
35,2,R35C2,4175,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
35,3,R35C3,2961,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
35,4,R35C4,2668,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
35,5,R35C5,1245,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
35,6,R35C6,1853,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
35,7,R35C7,180,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
35,8,R35C8,571,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
35,9,R35C9,122,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
35,10,R35C10,13783,Males,R33C1,Unsentenced ,R35C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
36,2,R36C2,12259,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
36,3,R36C3,6837,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
36,4,R36C4,9028,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
36,5,R36C5,2869,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
36,6,R36C6,6079,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
36,7,R36C7,587,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
36,8,R36C8,1676,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
36,9,R36C9,354,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
36,10,R36C10,39680,Males,R33C1,Total,R36C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
38,2,R38C2,471,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
38,3,R38C3,189,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
38,4,R38C4,568,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
38,5,R38C5,110,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
38,6,R38C6,441,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
38,7,R38C7,39,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
38,8,R38C8,63,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
38,9,R38C9,15,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
38,10,R38C10,1888,Females,R37C1,Sentenced ,R38C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
39,2,R39C2,396,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
39,3,R39C3,219,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
39,4,R39C4,356,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
39,5,R39C5,135,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
39,6,R39C6,199,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
39,7,R39C7,19,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
39,8,R39C8,66,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
39,9,R39C9,11,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
39,10,R39C10,1396,Females,R37C1,Unsentenced ,R39C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
40,2,R40C2,868,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
40,3,R40C3,409,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
40,4,R40C4,928,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
40,5,R40C5,243,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
40,6,R40C6,641,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
40,7,R40C7,54,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
40,8,R40C8,129,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
40,9,R40C9,21,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
40,10,R40C10,3292,Females,R37C1,Total,R40C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
42,2,R42C2,8554,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
42,3,R42C3,4061,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
42,4,R42C4,6872,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
42,5,R42C5,1714,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
42,6,R42C6,4632,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
42,7,R42C7,441,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
42,8,R42C8,1163,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
42,9,R42C9,248,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
42,10,R42C10,27680,Persons ,R41C1,Sentenced ,R42C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
43,2,R43C2,4574,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
43,3,R43C3,3183,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
43,4,R43C4,3030,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
43,5,R43C5,1384,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
43,6,R43C6,2053,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
43,7,R43C7,195,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
43,8,R43C8,637,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
43,9,R43C9,129,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
43,10,R43C10,15182,Persons ,R41C1,Unsentenced ,R43C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
44,2,R44C2,13126,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NSW,R5C2
44,3,R44C3,7248,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Vic.,R5C3
44,4,R44C4,9952,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Qld,R5C4
44,5,R44C5,3105,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,SA,R5C5
44,6,R44C6,6716,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,WA,R5C6
44,7,R44C7,642,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Tas.,R5C7
44,8,R44C8,1799,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,NT,R5C8
44,9,R44C9,379,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,ACT,R5C9
44,10,R44C10,42970,Persons ,R41C1,Total,R44C1,"Indigenous status, sex and legal status",R5C1,TOTAL,R32C1,Aust.,R5C10
