reference_date,most_serious_offence_id,indigenous_status_id,aggregate_sentence_length_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_offence,raw_indigenous_status,raw_aggregate_sentence_length
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,TOTAL_ab2882c8,published-value,published-unit,257,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R16C13,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,ABORIGINAL AND TORRES STRAIT ISLANDER,Total
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,UNDER_3_MONTHS_51315264,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R16C2,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,ABORIGINAL AND TORRES STRAIT ISLANDER,Under 3 months
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,10_UNDER_15_YEARS_c3f4adc6,published-value,published-unit,528,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C8,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,10 & under 15 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,15_UNDER_20_YEARS_52a374dc,published-value,published-unit,144,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C9,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,15 & under 20 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,1_UNDER_2_YEARS_d31c6cd7,published-value,published-unit,247,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C5,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,1& under 2 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,20_YEARS_OVER_d9ed9a94,published-value,published-unit,92,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C10,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,20 years & over
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,2_UNDER_5_YEARS_c6777906,published-value,published-unit,943,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C6,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,2 & under 5 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,3_UNDER_6_MONTHS_87c804fe,published-value,published-unit,20,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C3,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,3 & under 6 months
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,5_UNDER_10_YEARS_febfe63e,published-value,published-unit,1266,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C7,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,5 & under 10 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,6_UNDER_12_MONTHS_3db9707f,published-value,published-unit,74,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C4,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,6 & under 12 months
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,LIFE_0c23e313,published-value,published-unit,17,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C11,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,Life
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,MEAN_YEARS_6cb1f395,published-value,published-unit,7.1,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C15,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,Mean (years)
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,MEDIAN_YEARS_51edc4af,published-value,published-unit,6,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C16,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,Median (years)
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,OTHER_1c55d9b8,published-value,published-unit,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C12,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,Other
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,TOTAL_1d7c16e5,published-value,published-unit,18.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C14,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,Total (%)
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,TOTAL_ab2882c8,published-value,published-unit,3347,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C13,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,Total
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,NON_INDIGENOUS_2f231fea,UNDER_3_MONTHS_51315264,published-value,published-unit,9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R34C2,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,NON-INDIGENOUS,Under 3 months
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,10_UNDER_15_YEARS_c3f4adc6,published-value,published-unit,546,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C8,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,10 & under 15 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,15_UNDER_20_YEARS_52a374dc,published-value,published-unit,149,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C9,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,15 & under 20 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,1_UNDER_2_YEARS_d31c6cd7,published-value,published-unit,266,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C5,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,1& under 2 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,20_YEARS_OVER_d9ed9a94,published-value,published-unit,102,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C10,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,20 years & over
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,2_UNDER_5_YEARS_c6777906,published-value,published-unit,1050,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C6,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,2 & under 5 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,3_UNDER_6_MONTHS_87c804fe,published-value,published-unit,29,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C3,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,3 & under 6 months
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,5_UNDER_10_YEARS_febfe63e,published-value,published-unit,1358,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C7,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,5 & under 10 years
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,6_UNDER_12_MONTHS_3db9707f,published-value,published-unit,87,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C4,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,6 & under 12 months
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,LIFE_0c23e313,published-value,published-unit,17,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C11,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,Life
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,MEAN_YEARS_6cb1f395,published-value,published-unit,6.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C15,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,Mean (years)
2022-06-30,10_ILLICIT_DRUG_OFFENCES_5c8ebb12,TOTAL_ab2882c8,MEDIAN_YEARS_51edc4af,published-value,published-unit,6,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_11,R52C16,sha256:daa87fbacbf4ecb115dc9d5e4402ae2dc92b6ed438581c9b2c446fbbc78cc71e,prisoners-in-australia,sha256:349f031e66f6de443230c09d7f74786036e972767ad2eb07643c373e742cc533,tidy.table-family-acceptance/v2,sha256:73c6c19842f933890029b1a37e392a6d8e903fc6561f3db282be3e14756a3dda,sha256:11a5cc31c8661779ae30b8f7e1603176c1f55eaede2440609def419dfca218b4,sha256:93ac09c3228d15adda16e65da1af299c5e7827311f179210c3d71b2c3311631d,human-authored/deterministic-geometry-v1,replay:sha256:7b15dd09e272b222dd4c5594ce138ba8ce38f4f667760c013905d2c5bd4ac671,10 Illicit drug offences,TOTAL,Median (years)
