publication_vintage_date,reference_date,principal_offence_id,sex_id,sentence_statistic_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_sex,raw_sentence_statistic
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,PERSONS,SENTENCE_FINES,defendant-count,person,18,observed,18,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R50C7,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,"05 Robbery, blackmail, and extortion",Persons(d),Fines
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,PERSONS,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,defendant-count,person,112,observed,112,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R50C4,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,"05 Robbery, blackmail, and extortion",Persons(d),Fully suspended sentence of imprisonment
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,PERSONS,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,171,observed,171,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R50C8,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,"05 Robbery, blackmail, and extortion",Persons(d),Good behaviour (incl. bonds)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,PERSONS,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,262,observed,262,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R50C3,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,"05 Robbery, blackmail, and extortion",Persons(d),Intensive penalty in the community
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,PERSONS,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,500,observed,500,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R50C6,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,"05 Robbery, blackmail, and extortion",Persons(d),Moderate penalty in the community
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,PERSONS,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,defendant-count,person,401,observed,401,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R50C9,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,"05 Robbery, blackmail, and extortion",Persons(d),Nominal and other penalties
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_05_ROBBERY_BLACKMAIL_AND_EXTORTION,PERSONS,SENTENCE_TOTAL,defendant-count,person,2860,observed,2860,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R50C10,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,"05 Robbery, blackmail, and extortion",Persons(d),Total(a)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,98,observed,98,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C5,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Community service / work
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,defendant-count,person,493,observed,493,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C2,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Custody in a correctional institution
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_FINES,defendant-count,person,91,observed,91,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C7,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Fines
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,defendant-count,person,154,observed,154,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C4,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Fully suspended sentence of imprisonment
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,156,observed,156,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C8,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Good behaviour (incl. bonds)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,123,observed,123,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C3,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Intensive penalty in the community
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,338,observed,338,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C6,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Moderate penalty in the community
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,defendant-count,person,300,observed,300,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C9,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Nominal and other penalties
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,FEMALES,SENTENCE_TOTAL,defendant-count,person,1758,observed,1758,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R31C10,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Females,Total(a)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,505,observed,505,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C5,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Community service / work
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,defendant-count,person,4111,observed,4111,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C2,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Custody in a correctional institution
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_FINES,defendant-count,person,391,observed,391,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C7,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Fines
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,defendant-count,person,717,observed,717,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C4,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Fully suspended sentence of imprisonment
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,defendant-count,person,500,observed,500,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C8,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Good behaviour (incl. bonds)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,597,observed,597,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C3,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Intensive penalty in the community
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,defendant-count,person,1269,observed,1269,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C6,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Moderate penalty in the community
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,defendant-count,person,1145,observed,1145,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C9,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Nominal and other penalties
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,MALES,SENTENCE_TOTAL,defendant-count,person,9264,observed,9264,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R11C10,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Males,Total(a)
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_06_BURGLARY,PERSONS,SENTENCE_COMMUNITY_SERVICE_WORK,defendant-count,person,604,observed,604,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 4,R51C5,sha256:a6bc2d3a246d226c6de22080513b5a86b96d038b7f4cff93fc575a257c6f5e4b,criminal-courts-australia,sha256:1ec1072c4c0c4e3f0b8b84b24f61430f81816888da7433c98cdf298b283841ce,tidy.table-family-acceptance/v1,sha256:9bcc117e6b5a8a34e0c9d61e601a59e30488adcbd5a45f28c610814fd13a979d,sha256:f7a7bbc82ff3f1e5d76efa7632b721869e27ce4b76f67624b5370b99a425af83,sha256:a0057907773ef1fcc07d2eec5c45c0adc6508ac98b363baee7aa0b0ed8291aea,human-authored/deterministic-map-v1,replay:sha256:73e126ce82d8df44f8de5d3e6a78964276cd1052798cd81288a6e492aa3bad61,06 Burglary,Persons(d),Community service / work
