reference_date,country_of_birth_id,most_serious_offence_or_charge_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_country_of_birth,raw_most_serious_offence_or_charge
2022-06-30,MALAYSIA,ANZSOC_14,prisoner-count,person,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R12C15,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Malaysia,14 Traffic and vehicle regulatory offences
2022-06-30,MALAYSIA,ANZSOC_15,prisoner-count,person,4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R12C16,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Malaysia,15 Offences against justice
2022-06-30,MALAYSIA,ANZSOC_16,prisoner-count,person,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R12C17,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Malaysia,16 Miscellaneous offences
2022-06-30,MALAYSIA,TOTAL,prisoner-count,person,191,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R12C18,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Malaysia,Total
2022-06-30,NEW_ZEALAND,ANZSOC_01,prisoner-count,person,98,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C2,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,01 Homicide and related offences
2022-06-30,NEW_ZEALAND,ANZSOC_02,prisoner-count,person,242,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C3,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,02 Acts intended to cause injury
2022-06-30,NEW_ZEALAND,ANZSOC_03,prisoner-count,person,159,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C4,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,03 Sexual assault and related offences
2022-06-30,NEW_ZEALAND,ANZSOC_04,prisoner-count,person,30,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C5,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,04 Dangerous/ negligent acts
2022-06-30,NEW_ZEALAND,ANZSOC_05,prisoner-count,person,18,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C6,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,05 Abduction/ harassment
2022-06-30,NEW_ZEALAND,ANZSOC_06,prisoner-count,person,76,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C7,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,06 Robbery/ extortion
2022-06-30,NEW_ZEALAND,ANZSOC_07,prisoner-count,person,77,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C8,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,07 Unlawful entry with intent
2022-06-30,NEW_ZEALAND,ANZSOC_08,prisoner-count,person,31,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C9,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,08 Theft
2022-06-30,NEW_ZEALAND,ANZSOC_09,prisoner-count,person,21,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C10,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,09 Fraud/ deception
2022-06-30,NEW_ZEALAND,ANZSOC_10,prisoner-count,person,164,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C11,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,10 Illicit drug offences
2022-06-30,NEW_ZEALAND,ANZSOC_11,prisoner-count,person,20,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C12,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,11 Weapons/ explosives
2022-06-30,NEW_ZEALAND,ANZSOC_12,prisoner-count,person,13,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C13,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,12 Property damage and environmental pollution
2022-06-30,NEW_ZEALAND,ANZSOC_13,prisoner-count,person,7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C14,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,13 Public order offences
2022-06-30,NEW_ZEALAND,ANZSOC_14,prisoner-count,person,8,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C15,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,14 Traffic and vehicle regulatory offences
2022-06-30,NEW_ZEALAND,ANZSOC_15,prisoner-count,person,44,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C16,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,15 Offences against justice
2022-06-30,NEW_ZEALAND,ANZSOC_16,prisoner-count,person,0,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C17,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,16 Miscellaneous offences
2022-06-30,NEW_ZEALAND,TOTAL,prisoner-count,person,1010,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R7C18,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,New Zealand,Total
2022-06-30,OTHER,ANZSOC_01,prisoner-count,person,291,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C2,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,01 Homicide and related offences
2022-06-30,OTHER,ANZSOC_02,prisoner-count,person,427,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C3,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,02 Acts intended to cause injury
2022-06-30,OTHER,ANZSOC_03,prisoner-count,person,530,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C4,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,03 Sexual assault and related offences
2022-06-30,OTHER,ANZSOC_04,prisoner-count,person,59,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C5,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,04 Dangerous/ negligent acts
2022-06-30,OTHER,ANZSOC_05,prisoner-count,person,24,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C6,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,05 Abduction/ harassment
2022-06-30,OTHER,ANZSOC_06,prisoner-count,person,114,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C7,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,06 Robbery/ extortion
2022-06-30,OTHER,ANZSOC_07,prisoner-count,person,102,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C8,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,07 Unlawful entry with intent
2022-06-30,OTHER,ANZSOC_08,prisoner-count,person,58,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C9,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,08 Theft
2022-06-30,OTHER,ANZSOC_09,prisoner-count,person,77,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C10,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,09 Fraud/ deception
2022-06-30,OTHER,ANZSOC_10,prisoner-count,person,622,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_7,R18C11,sha256:ee53bfc8b7c2e363887ef2e74f8f57cf78526f8b606e367f82848616845a4cb9,prisoners-in-australia,sha256:9633a7718539d3c903ff0206b1205fa39310e218b07158936d546746e16da19c,tidy.table-family-acceptance/v1,sha256:54b21eb5d71deaa56e815453b11e86585d4a4e2bc7bc4cea308e1ee5e46e68e6,sha256:9bbe8f388c8962857abfa02c3fac35e398797bb510a7e7c6bae390ffd333feaa,sha256:88d062117268f2e3c2cf155c93ce19512777fc72bb5f7e008bb1a75d488e3488,human-authored/deterministic-geometry-v1,replay:sha256:1fb5d7a37d6e9d0c81e0adc1b6b97669797163710250fab8ac2b8ad635a871f9,Other,10 Illicit drug offences
