publication_vintage_date,reference_date,characteristic_category_id,observation_period_id,jurisdiction_id,indigenous_status_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_observation_period,raw_jurisdiction,raw_indigenous_status
2024-06-30,2019-06-30,CHAR_TOTAL_YOUTH_DEFENDANTS,2019-06-30,SA,TOTAL,defendant-count,person,1049,observed,1049,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R55C8,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Total youth defendants,2018–19,South Australia(b)(c),Total
2024-06-30,2019-06-30,CHAR_TOTAL_YOUTH_DEFENDANTS,2019-06-30,TAS,INDIGENOUS,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R60C8,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Total youth defendants,2018–19,Tasmania(d),Aboriginal and Torres Strait Islander
2024-06-30,2019-06-30,CHAR_TOTAL_YOUTH_DEFENDANTS,2019-06-30,TAS,NON_INDIGENOUS,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R64C8,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Total youth defendants,2018–19,Tasmania(d),Non-Indigenous
2024-06-30,2019-06-30,CHAR_TOTAL_YOUTH_DEFENDANTS,2019-06-30,TAS,NOT_STATED,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R68C8,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Total youth defendants,2018–19,Tasmania(d),Not stated
2024-06-30,2019-06-30,CHAR_TOTAL_YOUTH_DEFENDANTS,2019-06-30,TAS,TOTAL,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R72C8,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Total youth defendants,2018–19,Tasmania(d),Total
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,ACT,INDIGENOUS,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R92C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13(h),2019–20,Australian Capital Territory(g),Aboriginal and Torres Strait Islander
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,ACT,NON_INDIGENOUS_AND_NOT_STATED,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R96C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13(h),2019–20,Australian Capital Territory(g),Non-Indigenous and not stated(i)
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,ACT,TOTAL,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R100C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13(h),2019–20,Australian Capital Territory(g),Total
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,NSW,INDIGENOUS,defendant-count,person,145,observed,145,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R7C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,New South Wales(a),Aboriginal and Torres Strait Islander
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,NSW,NON_INDIGENOUS,defendant-count,person,147,observed,147,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R11C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,New South Wales(a),Non-Indigenous
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,NSW,NOT_STATED,defendant-count,person,19,observed,19,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R15C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,New South Wales(a),Not stated
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,NSW,TOTAL,defendant-count,person,316,observed,316,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R19C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,New South Wales(a),Total
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,NT,INDIGENOUS,defendant-count,person,53,observed,53,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R75C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13(h),2019–20,Northern Territory(e)(f),Aboriginal and Torres Strait Islander
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,NT,NON_INDIGENOUS,defendant-count,person,0,observed,0,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R79C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13(h),2019–20,Northern Territory(e)(f),Non-Indigenous
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,NT,NOT_STATED,defendant-count,person,0,observed,0,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R83C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13(h),2019–20,Northern Territory(e)(f),Not stated
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,NT,TOTAL,defendant-count,person,60,observed,60,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R87C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13(h),2019–20,Northern Territory(e)(f),Total
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,QLD,INDIGENOUS,defendant-count,person,619,observed,619,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R24C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,Queensland,Aboriginal and Torres Strait Islander
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,QLD,NON_INDIGENOUS,defendant-count,person,315,observed,315,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R28C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,Queensland,Non-Indigenous
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,QLD,NOT_STATED,defendant-count,person,3,observed,3,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R32C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,Queensland,Not stated
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,QLD,TOTAL,defendant-count,person,938,observed,938,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R36C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,Queensland,Total
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,SA,INDIGENOUS,defendant-count,person,48,observed,48,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R41C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,South Australia(b)(c),Aboriginal and Torres Strait Islander
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,SA,NON_INDIGENOUS,defendant-count,person,55,observed,55,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R45C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,South Australia(b)(c),Non-Indigenous
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,SA,NOT_STATED,defendant-count,person,9,observed,9,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R49C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,South Australia(b)(c),Not stated
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,SA,TOTAL,defendant-count,person,109,observed,109,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R53C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,South Australia(b)(c),Total
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,TAS,INDIGENOUS,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R58C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,Tasmania(d),Aboriginal and Torres Strait Islander
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,TAS,NON_INDIGENOUS,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R62C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,Tasmania(d),Non-Indigenous
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,TAS,NOT_STATED,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R66C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,Tasmania(d),Not stated
2024-06-30,2020-06-30,CHAR_10_13_YEARS,2020-06-30,TAS,TOTAL,defendant-count,person,,not_available,na,sha256:6df72ba46542120e1c948d07b90dcacfe7ebd2d828271e9ff844a6cdb4334e01,Table 86,R70C9,sha256:5258f9c9c93b26edeea91ae0b363b95769ebeea0e970df77dba0e5d5620bff63,criminal-courts-australia,sha256:60e9011148c29626bd00dabf635a87aa3346d299c3e5ee962eeb2a8b2a1a891d,tidy.table-family-acceptance/v1,sha256:ae81f521c3dd4d38fa379e88bc5a5e51627ebf51de55df96457d8527606c9ce3,sha256:cd6c040689bbe7322a6bcc6a561a6851a7f29ef6ebf9e687b77c9260f30e0b17,sha256:a6af85f7437ab114d545fa1c6d002c7c46da144c0848ea840636fb72a477c72d,human-authored/deterministic-map-v1,replay:sha256:700c98bc169bfb53a7f4863f18aba3546b0a6cb6a70f222f798b50d253468a0d,Aged 10 to 13,2019–20,Tasmania(d),Total
