reference_date,observation_period_id,most_serious_offence_or_charge_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_observation_period,raw_most_serious_offence_or_charge,raw_statistic_basis
2021-06-30,2021_1bea20e1,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,NUMBER_a081e07b,published-value,published-unit,570,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R18C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,12 Property damage and environmental pollution,NUMBER
2021-06-30,2021_1bea20e1,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,PROPORTION_13745b70,published-value,published-unit,1.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R36C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,12 Property damage and environmental pollution,PROPORTION (%)
2021-06-30,2021_1bea20e1,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,NUMBER_a081e07b,published-value,published-unit,109,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R19C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,13 Public order offences,NUMBER
2021-06-30,2021_1bea20e1,13_PUBLIC_ORDER_OFFENCES_42cc3a0d,PROPORTION_13745b70,published-value,published-unit,0.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R37C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,13 Public order offences,PROPORTION (%)
2021-06-30,2021_1bea20e1,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,NUMBER_a081e07b,published-value,published-unit,481,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R20C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,14 Traffic and vehicle regulatory offences,NUMBER
2021-06-30,2021_1bea20e1,14_TRAFFIC_AND_VEHICLE_REGULATORY_OFFENCES_69dc8109,PROPORTION_13745b70,published-value,published-unit,1.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R38C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,14 Traffic and vehicle regulatory offences,PROPORTION (%)
2021-06-30,2021_1bea20e1,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,NUMBER_a081e07b,published-value,published-unit,3195,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R21C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,15 Offences against justice,NUMBER
2021-06-30,2021_1bea20e1,15_OFFENCES_AGAINST_JUSTICE_f7d7e7df,PROPORTION_13745b70,published-value,published-unit,7.4,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R39C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,15 Offences against justice,PROPORTION (%)
2021-06-30,2021_1bea20e1,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,NUMBER_a081e07b,published-value,published-unit,86,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R22C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,16 Miscellaneous offences,NUMBER
2021-06-30,2021_1bea20e1,16_MISCELLANEOUS_OFFENCES_ec4f4c4a,PROPORTION_13745b70,published-value,published-unit,0.2,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R40C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,16 Miscellaneous offences,PROPORTION (%)
2021-06-30,2021_1bea20e1,TOTAL_ab2882c8,NUMBER_a081e07b,published-value,published-unit,42970,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R23C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,Total,NUMBER
2021-06-30,2021_1bea20e1,TOTAL_ab2882c8,PROPORTION_13745b70,published-value,published-unit,100,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_3,R41C12,sha256:51860c312c97e48f25b57ae0c31c30b955b2f2b935bf196a387c9a8dd14830cd,prisoners-in-australia,sha256:d40e7dfc17fd5bb1c2b80c5f2ca31f0aecb859ab2e599b3702df8ce9e2af3761,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:bfac9baf110bc9f0d0642fd7dcf0ec037e9df4f7a2d55f36e69bb48d6d8e37ef,sha256:92f60af4883d0136b37864fea20964fd5f7b0a78ee92e5320cf8c45177d2c6bd,human-authored/deterministic-geometry-v1,replay:sha256:b9a2c781f46f8fa919a3d5a375b528fce06232dd5f9384e98a3c78c2e84df6ec,2021,Total,PROPORTION (%)
2022-06-30,2012_4b9a7f50,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,NUMBER_a081e07b,published-value,published-unit,2837,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R7C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,01 Homicide and related offences,NUMBER
2022-06-30,2012_4b9a7f50,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,PROPORTION_13745b70,published-value,published-unit,9.7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R25C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,01 Homicide and related offences,PROPORTION (%)
2022-06-30,2012_4b9a7f50,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,NUMBER_a081e07b,published-value,published-unit,5777,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R8C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,02 Acts intended to cause injury,NUMBER
2022-06-30,2012_4b9a7f50,02_ACTS_INTENDED_TO_CAUSE_INJURY_149975bf,PROPORTION_13745b70,published-value,published-unit,19.7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R26C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,02 Acts intended to cause injury,PROPORTION (%)
2022-06-30,2012_4b9a7f50,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,NUMBER_a081e07b,published-value,published-unit,3577,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R9C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,03 Sexual assault and related offences,NUMBER
2022-06-30,2012_4b9a7f50,03_SEXUAL_ASSAULT_AND_RELATED_OFFENCES_ca5a55bd,PROPORTION_13745b70,published-value,published-unit,12.2,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R27C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,03 Sexual assault and related offences,PROPORTION (%)
2022-06-30,2012_4b9a7f50,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,NUMBER_a081e07b,published-value,published-unit,734,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R10C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,04 Dangerous/negligent acts,NUMBER
2022-06-30,2012_4b9a7f50,04_DANGEROUS_NEGLIGENT_ACTS_0b720a2b,PROPORTION_13745b70,published-value,published-unit,2.5,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R28C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,04 Dangerous/negligent acts,PROPORTION (%)
2022-06-30,2012_4b9a7f50,05_ABDUCTION_HARASSMENT_619e6edd,NUMBER_a081e07b,published-value,published-unit,355,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R11C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,05 Abduction/harassment,NUMBER
2022-06-30,2012_4b9a7f50,05_ABDUCTION_HARASSMENT_619e6edd,PROPORTION_13745b70,published-value,published-unit,1.2,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R29C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,05 Abduction/harassment,PROPORTION (%)
2022-06-30,2012_4b9a7f50,06_ROBBERY_EXTORTION_4b18f837,NUMBER_a081e07b,published-value,published-unit,2922,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R12C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,06 Robbery/extortion,NUMBER
2022-06-30,2012_4b9a7f50,06_ROBBERY_EXTORTION_4b18f837,PROPORTION_13745b70,published-value,published-unit,9.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R30C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,06 Robbery/extortion,PROPORTION (%)
2022-06-30,2012_4b9a7f50,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,NUMBER_a081e07b,published-value,published-unit,3357,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R13C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,07 Unlawful entry with intent,NUMBER
2022-06-30,2012_4b9a7f50,07_UNLAWFUL_ENTRY_WITH_INTENT_1d22d901,PROPORTION_13745b70,published-value,published-unit,11.4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R31C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,07 Unlawful entry with intent,PROPORTION (%)
2022-06-30,2012_4b9a7f50,08_THEFT_eba67dd5,NUMBER_a081e07b,published-value,published-unit,1186,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R14C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,08 Theft,NUMBER
2022-06-30,2012_4b9a7f50,08_THEFT_eba67dd5,PROPORTION_13745b70,published-value,published-unit,4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_3,R32C2,sha256:97e9a02981da2d851a7aa4c77e106648a29f677fb649c7cb44291afa432df778,prisoners-in-australia,sha256:bb2ff0173879ea9662016c2b56054d6d365cfa7959650186e8c62f6c2cc6894f,tidy.table-family-acceptance/v2,sha256:254a5e4a1dc3bb73d0f1902b616ef7f48f541e15d8f35a2180fdf9524ff8e61c,sha256:e759aad75061da8bfcb901f0fbbb96e7ff782e4049d7a3b4602d6a231d917adf,sha256:303f2bebeceb30ab83967513b32105aa175080d44bce4645b81229924e710c53,human-authored/deterministic-geometry-v1,replay:sha256:d99fa9d0c9f1a51d6ba9a71a339934f57a0d7cca7029557f9b1f7f282b770bb0,2012,08 Theft,PROPORTION (%)
