reference_date,most_serious_charge_id,indigenous_status_id,time_on_remand_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_charge,raw_indigenous_status,raw_time_on_remand
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEDIAN_MONTHS_da6ea783,published-value,published-unit,1.7,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R18C5,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,ABORIGINAL AND TORRES STRAIT ISLANDER,Median (months)
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NO_38306492,published-value,published-unit,95,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R18C2,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,ABORIGINAL AND TORRES STRAIT ISLANDER,no.
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,VALUE_bbf3f11c,published-value,published-unit,2,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R18C3,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,ABORIGINAL AND TORRES STRAIT ISLANDER,%
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,NON_INDIGENOUS_2f231fea,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,10.5,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R36C6,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,NON-INDIGENOUS,90th Percentile (months)
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,NON_INDIGENOUS_2f231fea,MEAN_MONTHS_95e5b511,published-value,published-unit,4.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R36C4,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,NON-INDIGENOUS,Mean (months)
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,NON_INDIGENOUS_2f231fea,MEDIAN_MONTHS_da6ea783,published-value,published-unit,2.5,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R36C5,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,NON-INDIGENOUS,Median (months)
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,NON_INDIGENOUS_2f231fea,NO_38306492,published-value,published-unit,341,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R36C2,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,NON-INDIGENOUS,no.
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,NON_INDIGENOUS_2f231fea,VALUE_bbf3f11c,published-value,published-unit,3.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R36C3,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,NON-INDIGENOUS,%
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,TOTAL_ab2882c8,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,10.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R54C6,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,TOTAL,90th Percentile (months)
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,TOTAL_ab2882c8,MEAN_MONTHS_95e5b511,published-value,published-unit,4,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R54C4,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,TOTAL,Mean (months)
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,TOTAL_ab2882c8,MEDIAN_MONTHS_da6ea783,published-value,published-unit,2.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R54C5,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,TOTAL,Median (months)
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,TOTAL_ab2882c8,NO_38306492,published-value,published-unit,434,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R54C2,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,TOTAL,no.
2021-06-30,11_WEAPONS_EXPLOSIVES_70c89162,TOTAL_ab2882c8,VALUE_bbf3f11c,published-value,published-unit,2.9,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R54C3,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,11 Weapons/explosives,TOTAL,%
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,16.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R19C6,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,ABORIGINAL AND TORRES STRAIT ISLANDER,90th Percentile (months)
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEAN_MONTHS_95e5b511,published-value,published-unit,6.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R19C4,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,ABORIGINAL AND TORRES STRAIT ISLANDER,Mean (months)
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,MEDIAN_MONTHS_da6ea783,published-value,published-unit,3.2,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R19C5,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,ABORIGINAL AND TORRES STRAIT ISLANDER,Median (months)
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NO_38306492,published-value,published-unit,73,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R19C2,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,ABORIGINAL AND TORRES STRAIT ISLANDER,no.
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,VALUE_bbf3f11c,published-value,published-unit,1.5,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R19C3,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,ABORIGINAL AND TORRES STRAIT ISLANDER,%
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,NON_INDIGENOUS_2f231fea,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,14.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R37C6,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,NON-INDIGENOUS,90th Percentile (months)
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,NON_INDIGENOUS_2f231fea,MEAN_MONTHS_95e5b511,published-value,published-unit,5,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R37C4,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,NON-INDIGENOUS,Mean (months)
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,NON_INDIGENOUS_2f231fea,MEDIAN_MONTHS_da6ea783,published-value,published-unit,2.6,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R37C5,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,NON-INDIGENOUS,Median (months)
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,NON_INDIGENOUS_2f231fea,NO_38306492,published-value,published-unit,121,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R37C2,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,NON-INDIGENOUS,no.
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,NON_INDIGENOUS_2f231fea,VALUE_bbf3f11c,published-value,published-unit,1.2,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R37C3,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,NON-INDIGENOUS,%
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,TOTAL_ab2882c8,90TH_PERCENTILE_MONTHS_ec70be5b,published-value,published-unit,15,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R55C6,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,TOTAL,90th Percentile (months)
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,TOTAL_ab2882c8,MEAN_MONTHS_95e5b511,published-value,published-unit,5.5,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R55C4,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,TOTAL,Mean (months)
2021-06-30,12_PROPERTY_DAMAGE_AND_ENVIRONMENTAL_POLLUTION_3892e97e,TOTAL_ab2882c8,MEDIAN_MONTHS_da6ea783,published-value,published-unit,2.6,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_13,R55C5,sha256:f7f662c184c1752934d9b1d107dbeedadad69d82cc80727fac2eb6ff94fdb742,prisoners-in-australia,sha256:75d387f4d3fb4dd7d3a107dabaffa3b2b67248af052550db897045e6051c93f6,tidy.table-family-acceptance/v2,sha256:f836cdde24e6c51ddc396e78f3fae0c935a542fc9a5d85bf628c87d0af47ebf0,sha256:394886723d7191c2d388ebaf19bb7a3133cbd3d4c0dc5bc15bdecb7d45a6d3d1,sha256:f0604af374b39181e89639530cd6d40a6753e00ebbef25efea843a5b1fbab1fb,human-authored/deterministic-geometry-v1,replay:sha256:3655b50ff32387bdc3afeb8dbefee8f13d7782537ef41a3a5f9184c77ddc2c4e,12 Property damage and environmental pollution,TOTAL,Median (months)
