publication_vintage_date,reference_date,characteristic_category_id,sex_id,sentence_statistic_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_sex,raw_sentence_statistic,raw_observation_period,raw_court_level
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_COMMUNITY_SERVICE_WORK,2024-06-30,HIGHER_COURTS,defendant-count,person,5,observed,5,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C5,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Community service / work,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2024-06-30,HIGHER_COURTS,defendant-count,person,31,observed,31,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C2,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Custody in a correctional institution,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_FINES,2024-06-30,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C7,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Fines,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2024-06-30,HIGHER_COURTS,defendant-count,person,4,observed,4,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C4,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Fully suspended sentence of imprisonment,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2024-06-30,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C8,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Good behaviour (incl. bonds),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2024-06-30,HIGHER_COURTS,defendant-count,person,7,observed,7,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C3,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Intensive penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2024-06-30,HIGHER_COURTS,defendant-count,person,9,observed,9,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C6,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Moderate penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2024-06-30,HIGHER_COURTS,defendant-count,person,,suppressed,np,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C9,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Nominal and other penalties(a),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,FEMALES,SENTENCE_TOTAL,2024-06-30,HIGHER_COURTS,defendant-count,person,62,observed,62,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R59C10,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Females,Total(a)(b),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,MALES,SENTENCE_COMMUNITY_SERVICE_WORK,2024-06-30,HIGHER_COURTS,defendant-count,person,10,observed,10,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R47C5,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Males,Community service / work,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,MALES,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2024-06-30,HIGHER_COURTS,defendant-count,person,233,observed,233,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R47C2,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Males,Custody in a correctional institution,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,MALES,SENTENCE_FINES,2024-06-30,HIGHER_COURTS,defendant-count,person,0,observed,0,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R47C7,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Males,Fines,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,MALES,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2024-06-30,HIGHER_COURTS,defendant-count,person,25,observed,25,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R47C4,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Males,Fully suspended sentence of imprisonment,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,MALES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2024-06-30,HIGHER_COURTS,defendant-count,person,16,observed,16,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R47C8,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Males,Good behaviour (incl. bonds),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,MALES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2024-06-30,HIGHER_COURTS,defendant-count,person,19,observed,19,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 11,R47C3,sha256:25d78d09fd26e756a797f2bed0d1b0ec9f259167914694a09340316ac518bffc,criminal-courts-australia,sha256:f7290bc100ce7407eb273e96cbe35aea1e413b264168018c7034964df3d253bd,tidy.table-family-acceptance/v1,sha256:fa43ccbf2b552e511d47a2af317bc6dad0c3a035abedb611527c7a5deff4a62c,sha256:5f57cfb78199708d49263a7e7cafc80b2d097f26dae4dca80f5403c8228fa7b6,sha256:45f41866621e71aeb97df748cbe61df3d923dfbf1c848ab89ba02f1453646f0c,human-authored/deterministic-map-v1,replay:sha256:f4ed1e16b329ddd11969e91de05e9f3c3b343451361220e31c49b17b643e6b7e,10–19 years,Males,Intensive penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Higher Courts, 2023–24 to 2024–25. It ranges from cell A1 to J91."
