reference_date,sex_id,age_group_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sex,raw_age_group,raw_statistic_basis
2021-06-30,PERSONS,AGE_60_64,NUMBER,prisoner-count,person,885,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R17C8,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,60–64 years,no.
2021-06-30,PERSONS,AGE_60_64,PROPORTION,prisoner-proportion,percent,2.1,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R17C9,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,60–64 years,%
2021-06-30,PERSONS,AGE_60_64,RATE,imprisonment-rate,persons-per-100000-adult-population,60.9,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R17C10,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,60–64 years,Imprisonment rate
2021-06-30,PERSONS,AGE_65_PLUS,NUMBER,prisoner-count,person,1302,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R18C8,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,65 years and over,no.
2021-06-30,PERSONS,AGE_65_PLUS,PROPORTION,prisoner-proportion,percent,3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R18C9,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,65 years and over,%
2021-06-30,PERSONS,AGE_65_PLUS,RATE,imprisonment-rate,persons-per-100000-adult-population,30.3,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R18C10,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,65 years and over,Imprisonment rate
2021-06-30,PERSONS,TOTAL,NUMBER,prisoner-count,person,42970,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R19C8,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,Total,no.
2021-06-30,PERSONS,TOTAL,PROPORTION,prisoner-proportion,percent,100,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R19C9,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,Total,%
2021-06-30,PERSONS,TOTAL,RATE,imprisonment-rate,persons-per-100000-adult-population,214.4,observed,sha256:264b018d9ab5584ebc44774cf349283c072b0eb1304a0b865dadffe40d5d2d7a,Table_4,R19C10,sha256:a4ed5e27e729e06de90147afae6b681e04403fddb34d5f45d562467e47d5d324,prisoners-in-australia,sha256:b2b2be883a0b4b47f62409ae4d93454ba15c528c22fd8aede6c18b0735a5c830,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:b2c096cac5dc301af278104ce1c8214caefecfa28f2296c882dae84f20303d81,sha256:109259366160c64698a44c5b70fac950083327a3d724f3aa8280f322758123a1,human-authored/deterministic-geometry-v1,replay:sha256:876aab2dcb65ed81b25f508234c3f207a75822cf66944cfd756568965465298c,Persons,Total,Imprisonment rate
2022-06-30,FEMALE,AGE_18_OR_YOUNGER,NUMBER,prisoner-count,person,17,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R7C5,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,18 years,no.
2022-06-30,FEMALE,AGE_18_OR_YOUNGER,PROPORTION,prisoner-proportion,percent,0.6,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R7C6,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,18 years,%
2022-06-30,FEMALE,AGE_18_OR_YOUNGER,RATE,imprisonment-rate,persons-per-100000-adult-population,11.8,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R7C7,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,18 years,Imprisonment rate
2022-06-30,FEMALE,AGE_19,NUMBER,prisoner-count,person,40,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R8C5,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,19 years,no.
2022-06-30,FEMALE,AGE_19,PROPORTION,prisoner-proportion,percent,1.3,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R8C6,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,19 years,%
2022-06-30,FEMALE,AGE_19,RATE,imprisonment-rate,persons-per-100000-adult-population,27.5,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R8C7,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,19 years,Imprisonment rate
2022-06-30,FEMALE,AGE_20_24,NUMBER,prisoner-count,person,322,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R9C5,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,20–24 years,no.
2022-06-30,FEMALE,AGE_20_24,PROPORTION,prisoner-proportion,percent,10.8,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R9C6,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,20–24 years,%
2022-06-30,FEMALE,AGE_20_24,RATE,imprisonment-rate,persons-per-100000-adult-population,40.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R9C7,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,20–24 years,Imprisonment rate
2022-06-30,FEMALE,AGE_25_29,NUMBER,prisoner-count,person,510,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R10C5,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,25–29 years,no.
2022-06-30,FEMALE,AGE_25_29,PROPORTION,prisoner-proportion,percent,17.1,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R10C6,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,25–29 years,%
2022-06-30,FEMALE,AGE_25_29,RATE,imprisonment-rate,persons-per-100000-adult-population,56.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R10C7,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,25–29 years,Imprisonment rate
2022-06-30,FEMALE,AGE_30_34,NUMBER,prisoner-count,person,562,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R11C5,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,30–34 years,no.
2022-06-30,FEMALE,AGE_30_34,PROPORTION,prisoner-proportion,percent,18.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R11C6,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,30–34 years,%
2022-06-30,FEMALE,AGE_30_34,RATE,imprisonment-rate,persons-per-100000-adult-population,58.4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R11C7,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,30–34 years,Imprisonment rate
2022-06-30,FEMALE,AGE_35_39,NUMBER,prisoner-count,person,528,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R12C5,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,35–39 years,no.
2022-06-30,FEMALE,AGE_35_39,PROPORTION,prisoner-proportion,percent,17.7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R12C6,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,35–39 years,%
2022-06-30,FEMALE,AGE_35_39,RATE,imprisonment-rate,persons-per-100000-adult-population,55.7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R12C7,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,35–39 years,Imprisonment rate
2022-06-30,FEMALE,AGE_40_44,NUMBER,prisoner-count,person,384,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R13C5,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,40–44 years,no.
2022-06-30,FEMALE,AGE_40_44,PROPORTION,prisoner-proportion,percent,12.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R13C6,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,40–44 years,%
2022-06-30,FEMALE,AGE_40_44,RATE,imprisonment-rate,persons-per-100000-adult-population,44.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R13C7,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,40–44 years,Imprisonment rate
2022-06-30,FEMALE,AGE_45_49,NUMBER,prisoner-count,person,286,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_4,R14C5,sha256:17fffe12daa4c45f8a879fca9fbfe5e382a913e2f76cf73ccaacf2befa426d65,prisoners-in-australia,sha256:e85a92589c1382b59cda3a8eba599204566a2c308ed23e5de3045a520fb24404,tidy.table-family-acceptance/v1,sha256:1b293c89ad3e0c39f0179d05895d42663270b80c7235cff2ba33280e94257d29,sha256:c4ec55f5e352c960cb9d41e51c1ec97e5c048239b23f5abc84aa5df8ab312e08,sha256:b754159d86ceb4fd9748794a297bd4f2ee23ab104282fb1204dd7f958f2b6e52,human-authored/deterministic-geometry-v1,replay:sha256:c37dc8c8d124fbeebc06d0be6139930abefd83ae5d164bf507ec1c4dd0df1acc,Females,45–49 years,no.
