publication_vintage_date,reference_date,sentence_statistic_id,aggregate_sentence_length_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_sentence_statistic,raw_aggregate_sentence_length,raw_jurisdiction
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,NSW,sentence-mean-duration,month,11.4,observed,11.4,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R10C3,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Mean (months),NSW
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,NT,sentence-mean-duration,month,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R10C9,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Mean (months),NT
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,QLD,sentence-mean-duration,month,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R10C5,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Mean (months),Qld
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,SA,sentence-mean-duration,month,2.4,observed,2.4,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R10C6,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Mean (months),SA
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,TAS,sentence-mean-duration,month,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R10C8,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Mean (months),Tas.
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,VIC,sentence-mean-duration,month,8.4,observed,8.4,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R10C4,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Mean (months),Vic.
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEAN,WA,sentence-mean-duration,month,6.1,observed,6.1,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R10C7,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Mean (months),WA
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,ACT,sentence-median-duration,month,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C10,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),ACT
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,AUS,sentence-median-duration,month,6,observed,6,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C11,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),Aust.
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,NSW,sentence-median-duration,month,12,observed,12,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C3,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),NSW
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,NT,sentence-median-duration,month,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C9,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),NT
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,QLD,sentence-median-duration,month,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C5,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),Qld
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,SA,sentence-median-duration,month,2.1,observed,2.1,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C6,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),SA
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,TAS,sentence-median-duration,month,0,observed,0,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C8,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),Tas.
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,VIC,sentence-median-duration,month,9,observed,9,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C4,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),Vic.
2023-06-30,2023-06-30,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,LENGTH_MEDIAN,WA,sentence-median-duration,month,6,observed,6,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R11C7,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Intensive penalty in the community,Median (months),WA
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,ACT,defendant-count,person,3,observed,3,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C10,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),ACT
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,AUS,defendant-count,person,761,observed,761,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C11,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),Aust.
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,NSW,defendant-count,person,160,observed,160,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C3,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),NSW
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,NT,defendant-count,person,120,observed,120,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C9,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),NT
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,QLD,defendant-count,person,290,observed,290,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C5,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),Qld
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,SA,defendant-count,person,20,observed,20,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C6,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),SA
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,TAS,defendant-count,person,30,observed,30,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C8,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),Tas.
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,VIC,defendant-count,person,23,observed,23,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C4,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),Vic.
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_COUNT,WA,defendant-count,person,119,observed,119,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R6C7,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Defendants (no.),WA
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_MEAN,AUS,sentence-mean-duration,month,7.9,observed,7.9,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R7C11,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Mean (months),Aust.
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_MEAN,NSW,sentence-mean-duration,month,9.5,observed,9.5,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R7C3,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Mean (months),NSW
2023-06-30,2023-06-30,SENTENCE_JUVENILE_DETENTION,LENGTH_MEAN,NT,sentence-mean-duration,month,6.9,observed,6.9,sha256:654c5be8d7c89aa4b9de596225c5785ce737f922cf3cea2a24834d56cdedf811,Table 80 ,R7C9,sha256:1467a5a0b77b6abf2d45966dc187f78017181ac1a56a29fd330b8db8f73352a7,criminal-courts-australia,sha256:7064cb4f60d8a8bce28ce5b00bc7609338c78874e23577207bc550cdee89a646,tidy.table-family-acceptance/v1,sha256:c1b77755a72baa46632f160ed953b6a076c32ca3fb86e9a49e4b7fc4088ed510,sha256:7812671fbdfe3c81855dfad7dfdbe4c43aaf035b7b18e717371ec0a0e38359a6,sha256:21ac17e69b62d61e0a615d68140ea66af22a4216c50722d9e6300be08070d443,human-authored/deterministic-map-v1,replay:sha256:c76dc4710464635c29ccf86f7caf0e6cbd690e4119ba8ee02cf2f3c14cfc7bc4,Juvenile detention,Mean (months),NT
