publication_vintage_date,reference_date,principal_offence_id,indigenous_status_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_indigenous_status,raw_jurisdiction
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,INDIGENOUS,ACT,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C22,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Aboriginal and Torres Strait Islander,Australian Capital Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,INDIGENOUS,NSW,defendant-count,person,25,observed,25,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C2,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Aboriginal and Torres Strait Islander,New South Wales
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,INDIGENOUS,NT,defendant-count,person,8,observed,8,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C18,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Aboriginal and Torres Strait Islander,Northern Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,INDIGENOUS,QLD,defendant-count,person,24,observed,24,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C6,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Aboriginal and Torres Strait Islander,Queensland
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,INDIGENOUS,SA,defendant-count,person,3,observed,3,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C10,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Aboriginal and Torres Strait Islander,South Australia
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,INDIGENOUS,TAS,defendant-count,person,5,observed,5,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C14,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Aboriginal and Torres Strait Islander,Tasmania
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NON_INDIGENOUS,NSW,defendant-count,person,119,observed,119,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C3,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Non-Indigenous,New South Wales
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NON_INDIGENOUS,NT,defendant-count,person,4,observed,4,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C19,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Non-Indigenous,Northern Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NON_INDIGENOUS,QLD,defendant-count,person,100,observed,100,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C7,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Non-Indigenous,Queensland
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NON_INDIGENOUS,SA,defendant-count,person,33,observed,33,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C11,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Non-Indigenous,South Australia
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NON_INDIGENOUS,TAS,defendant-count,person,6,observed,6,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C15,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Non-Indigenous,Tasmania
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NON_INDIGENOUS_OR_NOT_STATED,ACT,defendant-count,person,11,observed,11,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C23,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Non-Indigenous and Not stated(a),Australian Capital Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NOT_STATED,NSW,defendant-count,person,29,observed,29,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C4,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Not stated,New South Wales
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NOT_STATED,NT,defendant-count,person,0,observed,0,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C20,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Not stated,Northern Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NOT_STATED,QLD,defendant-count,person,9,observed,9,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C8,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Not stated,Queensland
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NOT_STATED,SA,defendant-count,person,5,observed,5,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C12,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Not stated,South Australia
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,NOT_STATED,TAS,defendant-count,person,4,observed,4,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C16,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Not stated,Tasmania
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,TOTAL,ACT,defendant-count,person,11,observed,11,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C24,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Total,Australian Capital Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,TOTAL,NSW,defendant-count,person,179,observed,179,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C5,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Total,New South Wales
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,TOTAL,NT,defendant-count,person,16,observed,16,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C21,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Total,Northern Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,TOTAL,QLD,defendant-count,person,131,observed,131,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C9,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Total,Queensland
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,TOTAL,SA,defendant-count,person,39,observed,39,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C13,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Total,South Australia
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_01_HOMICIDE,TOTAL,TAS,defendant-count,person,17,observed,17,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R6C17,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,01 Homicide,Total,Tasmania
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_02_ASSAULT,INDIGENOUS,ACT,defendant-count,person,125,observed,125,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R7C22,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,02 Assault,Aboriginal and Torres Strait Islander,Australian Capital Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_02_ASSAULT,INDIGENOUS,NSW,defendant-count,person,6722,observed,6722,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R7C2,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,02 Assault,Aboriginal and Torres Strait Islander,New South Wales
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_02_ASSAULT,INDIGENOUS,NT,defendant-count,person,2761,observed,2761,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R7C18,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,02 Assault,Aboriginal and Torres Strait Islander,Northern Territory
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_02_ASSAULT,INDIGENOUS,QLD,defendant-count,person,4811,observed,4811,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R7C6,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,02 Assault,Aboriginal and Torres Strait Islander,Queensland
2024-06-30,2024-06-30,PRELIM_ANZSOC_2023_02_ASSAULT,INDIGENOUS,SA,defendant-count,person,1787,observed,1787,sha256:8b40705c7e50a212ae6bfc5e9b83460f203f5e5989682d76ab4ef222db61c8d9,ANZSOC 2023 Table 5,R7C10,sha256:508e90dfbfbeeb363ffa868af38c0e5967f8f93e416e03412bdc9cc84815213a,criminal-courts-australia,sha256:5868c4f3473543854a7b5e8a5650592736ff602bcb73110576b2e82379bb1692,tidy.table-family-acceptance/v1,sha256:e980b4d559e142b87791a4c4fe2a7eb080add4f17407af671902fbb3263cf358,sha256:4c652bb02cde0e822e54e5427e0bb21454f3ca685d2008c30cd7c26d56c9b66b,sha256:2523c57e11eef5850cef46f662ef5a1a2a8c52d5ccc0f23de21fef2455b3805f,human-authored/deterministic-map-v1,replay:sha256:0974e69b5b192b37ecaa5218951dd5ab31a0de3f5d0f0a622c09eb01791ff224,02 Assault,Aboriginal and Torres Strait Islander,South Australia
