publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_observation_period,raw_court_level
2022-06-30,2012-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,ALL_COURTS,defendant-count,person,409,observed,409,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R30C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,01 Homicide and related offences,Principal offence,2010–11,All Courts
2022-06-30,2012-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,CHILDRENS_COURTS,defendant-count,person,11,observed,11,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R281C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,01 Homicide and related offences,Principal offence,2010–11,Children's Courts
2022-06-30,2012-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,HIGHER_COURTS,defendant-count,person,335,observed,335,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R113C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,01 Homicide and related offences,Principal offence,2010–11,Higher Courts
2022-06-30,2012-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,MAGISTRATES_COURTS,defendant-count,person,65,observed,65,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R196C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,01 Homicide and related offences,Principal offence,2010–11,Magistrates' Courts
2022-06-30,2012-06-30,CHAR_021_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,ALL_COURTS,defendant-count,person,47071,observed,47071,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R32C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,021 Assault,Principal offence,2010–11,All Courts
2022-06-30,2012-06-30,CHAR_021_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,CHILDRENS_COURTS,defendant-count,person,5379,observed,5379,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R283C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,021 Assault,Principal offence,2010–11,Children's Courts
2022-06-30,2012-06-30,CHAR_021_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,HIGHER_COURTS,defendant-count,person,2693,observed,2693,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R115C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,021 Assault,Principal offence,2010–11,Higher Courts
2022-06-30,2012-06-30,CHAR_021_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,MAGISTRATES_COURTS,defendant-count,person,38994,observed,38994,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R198C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,021 Assault,Principal offence,2010–11,Magistrates' Courts
2022-06-30,2012-06-30,CHAR_0291_STALKING,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,ALL_COURTS,defendant-count,person,2543,observed,2543,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R34C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0291 Stalking,Principal offence,2010–11,All Courts
2022-06-30,2012-06-30,CHAR_0291_STALKING,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,CHILDRENS_COURTS,defendant-count,person,185,observed,185,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R285C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0291 Stalking,Principal offence,2010–11,Children's Courts
2022-06-30,2012-06-30,CHAR_0291_STALKING,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,HIGHER_COURTS,defendant-count,person,41,observed,41,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R117C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0291 Stalking,Principal offence,2010–11,Higher Courts
2022-06-30,2012-06-30,CHAR_0291_STALKING,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,MAGISTRATES_COURTS,defendant-count,person,2315,observed,2315,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R200C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0291 Stalking,Principal offence,2010–11,Magistrates' Courts
2022-06-30,2012-06-30,CHAR_029_OTHER_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,ALL_COURTS,defendant-count,person,2602,observed,2602,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R33C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,029 Other acts intended to cause injury,Principal offence,2010–11,All Courts
2022-06-30,2012-06-30,CHAR_029_OTHER_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,CHILDRENS_COURTS,defendant-count,person,196,observed,196,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R284C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,029 Other acts intended to cause injury,Principal offence,2010–11,Children's Courts
2022-06-30,2012-06-30,CHAR_029_OTHER_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,HIGHER_COURTS,defendant-count,person,47,observed,47,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R116C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,029 Other acts intended to cause injury,Principal offence,2010–11,Higher Courts
2022-06-30,2012-06-30,CHAR_029_OTHER_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,MAGISTRATES_COURTS,defendant-count,person,2358,observed,2358,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R199C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,029 Other acts intended to cause injury,Principal offence,2010–11,Magistrates' Courts
2022-06-30,2012-06-30,CHAR_02_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,ALL_COURTS,defendant-count,person,49673,observed,49673,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R31C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,02 Acts intended to cause injury,Principal offence,2010–11,All Courts
2022-06-30,2012-06-30,CHAR_02_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,CHILDRENS_COURTS,defendant-count,person,5579,observed,5579,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R282C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,02 Acts intended to cause injury,Principal offence,2010–11,Children's Courts
2022-06-30,2012-06-30,CHAR_02_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,HIGHER_COURTS,defendant-count,person,2747,observed,2747,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R114C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,02 Acts intended to cause injury,Principal offence,2010–11,Higher Courts
2022-06-30,2012-06-30,CHAR_02_ACTS_INTENDED_TO_CAUSE_INJURY,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,MAGISTRATES_COURTS,defendant-count,person,41350,observed,41350,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R197C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,02 Acts intended to cause injury,Principal offence,2010–11,Magistrates' Courts
2022-06-30,2012-06-30,CHAR_0311_AGGRAVATED_SEXUAL_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,ALL_COURTS,defendant-count,person,1845,observed,1845,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R37C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0311 Aggravated sexual assault,Principal offence,2010–11,All Courts
2022-06-30,2012-06-30,CHAR_0311_AGGRAVATED_SEXUAL_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,CHILDRENS_COURTS,defendant-count,person,217,observed,217,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R288C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0311 Aggravated sexual assault,Principal offence,2010–11,Children's Courts
2022-06-30,2012-06-30,CHAR_0311_AGGRAVATED_SEXUAL_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,HIGHER_COURTS,defendant-count,person,1259,observed,1259,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R120C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0311 Aggravated sexual assault,Principal offence,2010–11,Higher Courts
2022-06-30,2012-06-30,CHAR_0311_AGGRAVATED_SEXUAL_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,MAGISTRATES_COURTS,defendant-count,person,370,observed,370,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R203C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0311 Aggravated sexual assault,Principal offence,2010–11,Magistrates' Courts
2022-06-30,2012-06-30,CHAR_0312_NON_AGGRAVATED_SEXUAL_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,ALL_COURTS,defendant-count,person,433,observed,433,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R38C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0312 Non-aggravated sexual assault,Principal offence,2010–11,All Courts
2022-06-30,2012-06-30,CHAR_0312_NON_AGGRAVATED_SEXUAL_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,CHILDRENS_COURTS,defendant-count,person,34,observed,34,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R289C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0312 Non-aggravated sexual assault,Principal offence,2010–11,Children's Courts
2022-06-30,2012-06-30,CHAR_0312_NON_AGGRAVATED_SEXUAL_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2012-06-30,HIGHER_COURTS,defendant-count,person,126,observed,126,sha256:25fd64e00508b8ebb5f5fba7f0cf9140db2531d7a5b08c559064dedc48987eec,Table 7,R121C2,sha256:827c21269c01061df39d993b5e471c61c82d744540a9ed89238fa4811b40546b,criminal-courts-australia,sha256:53ad763828d8f5dc404ceca733d8314c613130632a3d6ce96a4a17bc3cc091f7,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:f8878d472700c064ff6d00e30930168e756480cf81899786991ee9c56714e9c9,sha256:eeff25695d815d5e7c1fba92f501df0d526058c5ecde4958c6135da1ce9b1fd2,human-authored/deterministic-map-v1,replay:sha256:24aac8815239f6c53084c5e0cecc05a833d5f588120d628646af42eb67691e93,0312 Non-aggravated sexual assault,Principal offence,2010–11,Higher Courts
