publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_observation_period,raw_court_level
2025-06-30,2014-06-30,CHAR_17_MISCELLANEOUS_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2023,2014-06-30,CHILDRENS_COURTS,defendant-count,person,22,observed,22,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R327C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,17 Miscellaneous offences,Principal offence (ANZSOC 2023)(e),2012–13(a),Children's Courts
2025-06-30,2014-06-30,CHAR_17_MISCELLANEOUS_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2023,2014-06-30,HIGHER_COURTS,defendant-count,person,41,observed,41,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R159C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,17 Miscellaneous offences,Principal offence (ANZSOC 2023)(e),2012–13(a),Higher Courts
2025-06-30,2014-06-30,CHAR_17_MISCELLANEOUS_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2023,2014-06-30,MAGISTRATES_COURTS,defendant-count,person,5243,observed,5243,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R242C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,17 Miscellaneous offences,Principal offence (ANZSOC 2023)(e),2012–13(a),Magistrates' Courts
2025-06-30,2014-06-30,CHAR_17_YEARS,GROUP_AGE,2014-06-30,CHILDRENS_COURTS,defendant-count,person,6013,observed,6013,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R268C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,17 years,Age,2012–13(a),Children's Courts
2025-06-30,2014-06-30,CHAR_18_YEARS,GROUP_AGE,2014-06-30,CHILDRENS_COURTS,defendant-count,person,3005,observed,3005,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R269C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,18 years,Age,2012–13(a),Children's Courts
2025-06-30,2014-06-30,CHAR_19_YEARS,GROUP_AGE,2014-06-30,CHILDRENS_COURTS,defendant-count,person,392,observed,392,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R270C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,19 years,Age,2012–13(a),Children's Courts
2025-06-30,2014-06-30,CHAR_20_24_YEARS,GROUP_AGE,2014-06-30,ALL_COURTS,defendant-count,person,94053,observed,94053,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R14C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,20–24 years,Age,2012–13(a),All Courts
2025-06-30,2014-06-30,CHAR_20_24_YEARS,GROUP_AGE,2014-06-30,CHILDRENS_COURTS,defendant-count,person,186,observed,186,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R271C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,20–24 years,Age,2012–13(a),Children's Courts
2025-06-30,2014-06-30,CHAR_20_24_YEARS,GROUP_AGE,2014-06-30,HIGHER_COURTS,defendant-count,person,2533,observed,2533,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R97C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,20–24 years,Age,2012–13(a),Higher Courts
2025-06-30,2014-06-30,CHAR_20_24_YEARS,GROUP_AGE,2014-06-30,MAGISTRATES_COURTS,defendant-count,person,91338,observed,91338,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R180C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,20–24 years,Age,2012–13(a),Magistrates' Courts
2025-06-30,2014-06-30,CHAR_25_29_YEARS,GROUP_AGE,2014-06-30,ALL_COURTS,defendant-count,person,76221,observed,76221,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R15C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,25–29 years,Age,2012–13(a),All Courts
2025-06-30,2014-06-30,CHAR_25_29_YEARS,GROUP_AGE,2014-06-30,HIGHER_COURTS,defendant-count,person,2039,observed,2039,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R98C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,25–29 years,Age,2012–13(a),Higher Courts
2025-06-30,2014-06-30,CHAR_25_29_YEARS,GROUP_AGE,2014-06-30,MAGISTRATES_COURTS,defendant-count,person,74170,observed,74170,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R181C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,25–29 years,Age,2012–13(a),Magistrates' Courts
2025-06-30,2014-06-30,CHAR_25_YEARS_AND_OVER,GROUP_AGE,2014-06-30,CHILDRENS_COURTS,defendant-count,person,22,observed,22,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R272C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,25 years and over,Age,2012–13(a),Children's Courts
2025-06-30,2014-06-30,CHAR_30_34_YEARS,GROUP_AGE,2014-06-30,ALL_COURTS,defendant-count,person,62255,observed,62255,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R16C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,30–34 years,Age,2012–13(a),All Courts
2025-06-30,2014-06-30,CHAR_30_34_YEARS,GROUP_AGE,2014-06-30,HIGHER_COURTS,defendant-count,person,1703,observed,1703,sha256:8b7d8e2c83168fbe5ec9ab579d78d306103a327b9b1584aa082c1489b8b6f9a8,Table 8,R99C4,sha256:308251a00447beb116523ec143ba74a139e89cc59cbde1facef27b5f9cdc5d3c,criminal-courts-australia,sha256:61d310294ff29c7f6b00d7da35e2fb7372fe2694e4055406c0a8ae2019b23149,tidy.table-family-acceptance/v1,sha256:8729be4fe330f38aebc6a1c4f4eec607a2a3508ceac1f383cfa6b2d86dd13ff9,sha256:500debf74b40474832240362904cbcbdae781b5fbfbeed70789f2cf1932f13a8,sha256:4f67b588579f3cf2c20d9c3d0e86559a421041d27b06cd2e4d97e86e50aaf7e6,human-authored/deterministic-map-v1,replay:sha256:c369866c191559eb5e93ba9e921027355addc2aea8c2d10d2390580755aa0f01,30–34 years,Age,2012–13(a),Higher Courts
