publication_vintage_date,reference_date,age_group_id,sex_id,jurisdiction_id,observation_period_id,indigenous_status_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_age_group,raw_sex,raw_jurisdiction,raw_observation_period,raw_indigenous_status,raw_statistic_basis
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,NON_INDIGENOUS_2f231fea,OFFENDER_RATE_bf190e83,published-value,published-unit,1472.4,observed,1472.4,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C6,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2022–23,Non-Indigenous,Offender rate(d)(e)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,TOTAL_ab2882c8,NUMBER_a081e07b,published-value,published-unit,11292,observed,11292,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C4,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2022–23,Total(c),Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2022_23_0d9e498b,TOTAL_ab2882c8,OFFENDER_RATE_bf190e83,published-value,published-unit,1949.1,observed,1949.1,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C7,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2022–23,Total(c),Offender rate(d)(e)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2023_24_275b6c33,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NUMBER_a081e07b,published-value,published-unit,2894,observed,2894,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C8,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2023–24,Aboriginal and Torres Strait Islander,Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2023_24_275b6c33,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,OFFENDER_RATE_bf190e83,published-value,published-unit,10452.6,observed,10452.6,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C11,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2023–24,Aboriginal and Torres Strait Islander,Offender rate(d)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2023_24_275b6c33,NON_INDIGENOUS_2f231fea,NUMBER_a081e07b,published-value,published-unit,7294,observed,7294,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C9,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2023–24,Non-Indigenous,Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2023_24_275b6c33,NON_INDIGENOUS_2f231fea,OFFENDER_RATE_bf190e83,published-value,published-unit,1243.7,observed,1243.7,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C12,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2023–24,Non-Indigenous,Offender rate(d)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2023_24_275b6c33,TOTAL_ab2882c8,NUMBER_a081e07b,published-value,published-unit,10773,observed,10773,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C10,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2023–24,Total(c),Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NEW_SOUTH_WALES_92f089b8,2023_24_275b6c33,TOTAL_ab2882c8,OFFENDER_RATE_bf190e83,published-value,published-unit,1754.1,observed,1754.1,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R54C13,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),New South Wales(f)(g)(h),2023–24,Total(c),Offender rate(d)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2022_23_0d9e498b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NUMBER_a081e07b,published-value,published-unit,823,observed,823,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C2,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2022–23,Aboriginal and Torres Strait Islander,Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2022_23_0d9e498b,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,OFFENDER_RATE_bf190e83,published-value,published-unit,12140.4,observed,12140.4,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C5,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2022–23,Aboriginal and Torres Strait Islander,Offender rate(d)(e)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2022_23_0d9e498b,NON_INDIGENOUS_2f231fea,NUMBER_a081e07b,published-value,published-unit,100,observed,100,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C3,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2022–23,Non-Indigenous,Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2022_23_0d9e498b,NON_INDIGENOUS_2f231fea,OFFENDER_RATE_bf190e83,published-value,published-unit,624.5,observed,624.5,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C6,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2022–23,Non-Indigenous,Offender rate(d)(e)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2022_23_0d9e498b,TOTAL_ab2882c8,NUMBER_a081e07b,published-value,published-unit,924,observed,924,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C4,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2022–23,Total(c),Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2022_23_0d9e498b,TOTAL_ab2882c8,OFFENDER_RATE_bf190e83,published-value,published-unit,4053.9,observed,4053.9,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C7,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2022–23,Total(c),Offender rate(d)(e)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2023_24_275b6c33,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,NUMBER_a081e07b,published-value,published-unit,716,observed,716,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C8,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2023–24,Aboriginal and Torres Strait Islander,Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2023_24_275b6c33,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,OFFENDER_RATE_bf190e83,published-value,published-unit,10541.8,observed,10541.8,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C11,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2023–24,Aboriginal and Torres Strait Islander,Offender rate(d)
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2023_24_275b6c33,NON_INDIGENOUS_2f231fea,NUMBER_a081e07b,published-value,published-unit,76,observed,76,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C9,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2023–24,Non-Indigenous,Number
2024-06-30,2024-06-30,25_29_YEARS_d1e1fc9b,PERSONS_4d6dccab,NORTHERN_TERRITORY_a1d418fe,2023_24_275b6c33,NON_INDIGENOUS_2f231fea,OFFENDER_RATE_bf190e83,published-value,published-unit,467.4,observed,467.4,sha256:c018378fcb2b8f3ce9659b0c407839f3e6283da705cd02c26abe1e1b29815df9,Table 28,R228C12,sha256:c52bad5568cee6f34b0f680ec1dc905c8b4c4873f5b67b344a934eb29ba932b1,TargetScopedRecipeV02,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,sha256:96cdaca996317dc1137447bd7c55b9d1171e77a767bbc9a924698f2aeef5bc28,recorded-crime-offenders,sha256:8c49eef7526a95b47bbf82eaffa24002e39e78c572a33f5b4a8a20743a4fd08a,tidy.table-family-acceptance/v2,sha256:6bdd9efaec22d2b95ce12a1f8131b3a944dead033cc4592638197c084dd8f3e8,sha256:d6473f8b0e22414f5333d83ea56a94ad10d102292d03002f35f668d50b57c16c,sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,provider-free/offenders-remaining-c4-v1/target-scoped-recipe-v02,replay:sha256:906c7855e9ba362e25b1548e1c5f7bc5a36ab82b94b373a489ac0c35a8857a94,25–29 years,Persons(j),Northern Territory(l)(m),2023–24,Non-Indigenous,Offender rate(d)
