reference_date,jurisdiction_id,country_of_birth_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_country_of_birth
2021-06-30,ACT,AFGHANISTAN,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R22C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Afghanistan
2021-06-30,ACT,AUSTRALIA,prisoner-count,person,305,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R6C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Australia
2021-06-30,ACT,CHINA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R12C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,China
2021-06-30,ACT,EGYPT,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R29C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Egypt
2021-06-30,ACT,FIJI,prisoner-count,person,4,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R19C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Fiji
2021-06-30,ACT,GERMANY,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R37C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Germany
2021-06-30,ACT,GREECE,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R35C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Greece
2021-06-30,ACT,HONG_KONG,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R23C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Hong Kong
2021-06-30,ACT,INDIA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R15C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,India
2021-06-30,ACT,IRAN,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R16C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Iran
2021-06-30,ACT,IRAQ,prisoner-count,person,7,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R18C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Iraq
2021-06-30,ACT,IRELAND,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R33C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Ireland
2021-06-30,ACT,ITALY,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R28C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Italy
2021-06-30,ACT,KENYA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R30C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Kenya
2021-06-30,ACT,LEBANON,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R13C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Lebanon
2021-06-30,ACT,MALAYSIA,prisoner-count,person,3,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R14C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Malaysia
2021-06-30,ACT,NEW_ZEALAND,prisoner-count,person,12,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R8C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,New Zealand
2021-06-30,ACT,OTHER,prisoner-count,person,8,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R38C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Other
2021-06-30,ACT,OVERSEAS_BORN_TOTAL,prisoner-count,person,45,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R39C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Total overseas born
2021-06-30,ACT,PAPUA_NEW_GUINEA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R25C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Papua New Guinea
2021-06-30,ACT,PHILIPPINES,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R17C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Philippines
2021-06-30,ACT,SAMOA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R21C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Samoa
2021-06-30,ACT,SOMALIA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R27C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Somalia
2021-06-30,ACT,SOUTH_AFRICA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R20C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,South Africa
2021-06-30,ACT,SOUTH_KOREA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R36C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,"Korea, Republic of (South)"
2021-06-30,ACT,SRI_LANKA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R32C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Sri Lanka
2021-06-30,ACT,SUDAN,prisoner-count,person,3,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R11C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Sudan
2021-06-30,ACT,THAILAND,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R24C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Thailand
2021-06-30,ACT,TONGA,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R34C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Tonga
2021-06-30,ACT,TOTAL,prisoner-count,person,379,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R40C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Total
2021-06-30,ACT,TURKIYE,prisoner-count,person,0,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_22,R26C9,sha256:1b2d991cffdce9a37388abdfe36e5cfdfde2a549691806fadef5fd2a5d55c239,prisoners-in-australia,sha256:ae166ccce331a346a1dad3985ae78dddef93e8e5cfbe2d5cbbcdb1d61f3ddb39,tidy.table-family-acceptance/v1,sha256:8a721cbaa65292b0c15ab041f3c894a818096cce7718472a745b39a19d4d4ec6,sha256:bcd1bc1ec539906d7cc1783db6c0bcb06bf82bc2a67dd1b4a9f1e28299d28a9f,sha256:fe671a172d176f37a6e0ced26401a7bc3da152260c0931da6b64b604bd06419d,openai-codex/gpt-5.6-sol,replay:sha256:0a372ca4a69cc2ff10f76932fc92c420076806743df64ede1c8f1df86abf0674,ACT,Turkey
