reference_date,most_serious_offence_or_charge_id,statistic_basis_id,characteristic_group_id,characteristic_category_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_most_serious_offence_or_charge,raw_statistic_basis,raw_characteristic_group,raw_characteristic_category
2022-06-30,ANZSOC_08,PROPORTION,SEX,FEMALE,prisoner-proportion,percent,15.4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R31C9,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,08 Theft,PROPORTION (%),Sex,Females
2022-06-30,ANZSOC_08,PROPORTION,SEX,MALE,prisoner-proportion,percent,84.6,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R30C9,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,08 Theft,PROPORTION (%),Sex,Males
2022-06-30,ANZSOC_08,PROPORTION,TOTAL,TOTAL_PRISONERS,prisoner-proportion,percent,100,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R43C9,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,08 Theft,PROPORTION (%),Total prisoners,Total prisoners
2022-06-30,ANZSOC_09,NUMBER,INDIGENOUS_STATUS,INDIGENOUS,prisoner-count,person,98,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R12C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Indigenous status,Aboriginal and Torres Strait Islander
2022-06-30,ANZSOC_09,NUMBER,INDIGENOUS_STATUS,NON_INDIGENOUS,prisoner-count,person,555,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R13C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Indigenous status,Non-Indigenous
2022-06-30,ANZSOC_09,NUMBER,INDIGENOUS_STATUS,UNKNOWN,prisoner-count,person,8,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R14C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Indigenous status,Unknown
2022-06-30,ANZSOC_09,NUMBER,LEGAL_STATUS,SENTENCED,prisoner-count,person,463,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R16C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Legal status,Sentenced
2022-06-30,ANZSOC_09,NUMBER,LEGAL_STATUS,UNSENTENCED,prisoner-count,person,205,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R17C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Legal status,Unsentenced
2022-06-30,ANZSOC_09,NUMBER,MEDIAN_AGE,FEMALE,median-age,year,43.1,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R24C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Median age (years),Females
2022-06-30,ANZSOC_09,NUMBER,MEDIAN_AGE,INDIGENOUS,median-age,year,34.1,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R25C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Median age (years),Aboriginal and Torres Strait Islander
2022-06-30,ANZSOC_09,NUMBER,MEDIAN_AGE,MALE,median-age,year,38.7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R23C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Median age (years),Males
2022-06-30,ANZSOC_09,NUMBER,MEDIAN_AGE,NON_INDIGENOUS,median-age,year,40.6,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R26C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Median age (years),Non-Indigenous
2022-06-30,ANZSOC_09,NUMBER,MEDIAN_AGE,PERSONS,median-age,year,39.6,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R27C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Median age (years),Persons
2022-06-30,ANZSOC_09,NUMBER,PRIOR_IMPRISONMENT_STATUS,NO_PRIOR_IMPRISONMENT,prisoner-count,person,333,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R21C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Prior imprisonment status,No prior imprisonment
2022-06-30,ANZSOC_09,NUMBER,PRIOR_IMPRISONMENT_STATUS,PRIOR_IMPRISONMENT,prisoner-count,person,328,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R20C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Prior imprisonment status,Prior imprisonment
2022-06-30,ANZSOC_09,NUMBER,SEX,FEMALE,prisoner-count,person,166,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R10C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Sex,Females
2022-06-30,ANZSOC_09,NUMBER,SEX,MALE,prisoner-count,person,504,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R9C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Sex,Males
2022-06-30,ANZSOC_09,NUMBER,TOTAL,TOTAL_PRISONERS,prisoner-count,person,664,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R7C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,NUMBER,Total prisoners,Total prisoners
2022-06-30,ANZSOC_09,PROPORTION,INDIGENOUS_STATUS,INDIGENOUS,prisoner-proportion,percent,14.8,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R33C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Indigenous status,Aboriginal and Torres Strait Islander
2022-06-30,ANZSOC_09,PROPORTION,INDIGENOUS_STATUS,NON_INDIGENOUS,prisoner-proportion,percent,83.6,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R34C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Indigenous status,Non-Indigenous
2022-06-30,ANZSOC_09,PROPORTION,INDIGENOUS_STATUS,UNKNOWN,prisoner-proportion,percent,1.2,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R35C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Indigenous status,Unknown
2022-06-30,ANZSOC_09,PROPORTION,LEGAL_STATUS,SENTENCED,prisoner-proportion,percent,69.7,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R37C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Legal status,Sentenced
2022-06-30,ANZSOC_09,PROPORTION,LEGAL_STATUS,UNSENTENCED,prisoner-proportion,percent,30.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R38C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Legal status,Unsentenced
2022-06-30,ANZSOC_09,PROPORTION,PRIOR_IMPRISONMENT_STATUS,NO_PRIOR_IMPRISONMENT,prisoner-proportion,percent,50.2,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R42C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Prior imprisonment status,No prior imprisonment
2022-06-30,ANZSOC_09,PROPORTION,PRIOR_IMPRISONMENT_STATUS,PRIOR_IMPRISONMENT,prisoner-proportion,percent,49.4,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R41C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Prior imprisonment status,Prior imprisonment
2022-06-30,ANZSOC_09,PROPORTION,SEX,FEMALE,prisoner-proportion,percent,25,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R31C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Sex,Females
2022-06-30,ANZSOC_09,PROPORTION,SEX,MALE,prisoner-proportion,percent,75.9,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R30C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Sex,Males
2022-06-30,ANZSOC_09,PROPORTION,TOTAL,TOTAL_PRISONERS,prisoner-proportion,percent,100,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R43C10,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,09 Fraud/ deception,PROPORTION (%),Total prisoners,Total prisoners
2022-06-30,ANZSOC_10,NUMBER,INDIGENOUS_STATUS,INDIGENOUS,prisoner-count,person,440,observed,sha256:0b6f14ccf90fded702181e26e023262afbb01016986c630e8bf27648fd7828be,Table_1,R12C11,sha256:5a88f58c23568bfa17c1eeeae8fea49e8a19fd243b9bbe8eb0e74957eb542bf2,prisoners-in-australia,sha256:16a9d629e092edb48ddb0e2963a66efe039fa7628fa950b85378ed4399bb2b99,tidy.table-family-acceptance/v1,sha256:821b05570d6465ef59cf7b285808010fa4ebaa8264e459687a9d8f353da11dd2,sha256:7a2f6da9f01f9c40d7a4df2aedbd6073545941e50fbac2169fc8c4dab3e53a68,sha256:0afe0136505935f8a448dded15c426646a724237ec1628e157b9a2dc72a8c3ed,human-authored/deterministic-geometry-v1,replay:sha256:41d8e7768551d1c1d50865372270b4c8970fde04f8238def3f44fbeb9ffb337b,10 Illicit drug offences,NUMBER,Indigenous status,Aboriginal and Torres Strait Islander
