reference_date,jurisdiction_id,sex_id,security_classification_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_sex,raw_security_classification
2021-06-30,ACT,FEMALE,MAXIMUM,prisoner-count,person,0,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R36C2,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Females,Maximum
2021-06-30,ACT,FEMALE,MEDIUM,prisoner-count,person,16,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R36C3,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Females,Medium
2021-06-30,ACT,FEMALE,MINIMUM,prisoner-count,person,3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R36C4,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Females,Minimum
2021-06-30,ACT,FEMALE,TOTAL,prisoner-count,person,21,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R36C6,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Females,Total
2021-06-30,ACT,FEMALE,UNCLASSIFIED,prisoner-count,person,0,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R36C5,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Females,Unclassified
2021-06-30,ACT,MALE,MAXIMUM,prisoner-count,person,19,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R35C2,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Males,Maximum
2021-06-30,ACT,MALE,MEDIUM,prisoner-count,person,276,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R35C3,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Males,Medium
2021-06-30,ACT,MALE,MINIMUM,prisoner-count,person,57,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R35C4,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Males,Minimum
2021-06-30,ACT,MALE,TOTAL,prisoner-count,person,354,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R35C6,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Males,Total
2021-06-30,ACT,MALE,UNCLASSIFIED,prisoner-count,person,0,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R35C5,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Males,Unclassified
2021-06-30,ACT,PERSONS,MAXIMUM,prisoner-count,person,19,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R37C2,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Persons,Maximum
2021-06-30,ACT,PERSONS,MEDIUM,prisoner-count,person,296,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R37C3,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Persons,Medium
2021-06-30,ACT,PERSONS,MINIMUM,prisoner-count,person,61,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R37C4,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Persons,Minimum
2021-06-30,ACT,PERSONS,TOTAL,prisoner-count,person,379,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R37C6,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Persons,Total
2021-06-30,ACT,PERSONS,UNCLASSIFIED,prisoner-count,person,0,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R37C5,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIAN CAPITAL TERRITORY,Persons,Unclassified
2021-06-30,AUS,FEMALE,MAXIMUM,prisoner-count,person,866,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R40C2,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Females,Maximum
2021-06-30,AUS,FEMALE,MEDIUM,prisoner-count,person,1003,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R40C3,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Females,Medium
2021-06-30,AUS,FEMALE,MINIMUM,prisoner-count,person,1234,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R40C4,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Females,Minimum
2021-06-30,AUS,FEMALE,TOTAL,prisoner-count,person,3292,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R40C6,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Females,Total
2021-06-30,AUS,FEMALE,UNCLASSIFIED,prisoner-count,person,182,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R40C5,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Females,Unclassified
2021-06-30,AUS,MALE,MAXIMUM,prisoner-count,person,15237,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R39C2,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Males,Maximum
2021-06-30,AUS,MALE,MEDIUM,prisoner-count,person,13077,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R39C3,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Males,Medium
2021-06-30,AUS,MALE,MINIMUM,prisoner-count,person,10505,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R39C4,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Males,Minimum
2021-06-30,AUS,MALE,TOTAL,prisoner-count,person,39680,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R39C6,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Males,Total
2021-06-30,AUS,MALE,UNCLASSIFIED,prisoner-count,person,862,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R39C5,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Males,Unclassified
2021-06-30,AUS,PERSONS,MAXIMUM,prisoner-count,person,16102,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R41C2,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Persons,Maximum
2021-06-30,AUS,PERSONS,MEDIUM,prisoner-count,person,14083,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R41C3,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Persons,Medium
2021-06-30,AUS,PERSONS,MINIMUM,prisoner-count,person,11736,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R41C4,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Persons,Minimum
2021-06-30,AUS,PERSONS,TOTAL,prisoner-count,person,42970,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R41C6,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Persons,Total
2021-06-30,AUS,PERSONS,UNCLASSIFIED,prisoner-count,person,1045,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R41C5,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,AUSTRALIA,Persons,Unclassified
2021-06-30,NSW,FEMALE,MAXIMUM,prisoner-count,person,14,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_33,R8C2,sha256:331cef38fe4e5901561c34e5ddd64987e6619490102ec0513ebd7fb671297cf4,prisoners-in-australia,sha256:00ec22ef2db9480ab1a37247f973dd55509b380fabdb8874998a4468c2519c6f,tidy.table-family-acceptance/v1,sha256:ba55ca9c890c0475c6e3d33ba701c239457339a1aec95d4bdab780bcc611d2f3,sha256:242728dc7ebbef2d7c7ced2298f9b762d41f679dc9dba17f9aaac71d5203390e,sha256:63b5894429484c777b10770f402b84ba4700e3c8ebfaa3c44e937f238b3689a7,openai-codex/gpt-5.6-sol,replay:sha256:4d4a3178a1559b09f951a0f9c2a32486949f7ab518759c0865eb788cfd4bf1dc,NEW SOUTH WALES,Females,Maximum
