publication_vintage_date,reference_date,characteristic_category_id,characteristic_group_id,observation_period_id,indigenous_status_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_characteristic_group,raw_observation_period,raw_indigenous_status,raw_jurisdiction
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,NON_INDIGENOUS,TAS,defendant-count,person,0,observed,0,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C15,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Non-Indigenous,Tasmania
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,NON_INDIGENOUS_AND_NOT_STATED,ACT,defendant-count,person,7,observed,7,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C23,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Non-Indigenous and Not stated,Australian Capital Territory
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,NOT_STATED,NSW,defendant-count,person,35,observed,35,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C4,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Not stated,New South Wales
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,NOT_STATED,NT,defendant-count,person,0,observed,0,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C20,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Not stated,Northern Territory
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,NOT_STATED,QLD,defendant-count,person,5,observed,5,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C8,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Not stated,Queensland
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,NOT_STATED,SA,defendant-count,person,4,observed,4,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C12,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Not stated,South Australia
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,NOT_STATED,TAS,defendant-count,person,3,observed,3,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C16,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Not stated,Tasmania
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,TOTAL,ACT,defendant-count,person,7,observed,7,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C24,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Total,Australian Capital Territory
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,TOTAL,NSW,defendant-count,person,186,observed,186,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C5,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Total,New South Wales
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,TOTAL,NT,defendant-count,person,10,observed,10,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C21,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Total,Northern Territory
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,TOTAL,QLD,defendant-count,person,109,observed,109,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C9,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Total,Queensland
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,TOTAL,SA,defendant-count,person,71,observed,71,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C13,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Total,South Australia
2023-06-30,2022-06-30,CHAR_01_HOMICIDE_AND_RELATED_OFFENCES,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,TOTAL,TAS,defendant-count,person,3,observed,3,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R67C17,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,01 Homicide and related offences,Principal offence,2021–22,Total,Tasmania
2023-06-30,2022-06-30,CHAR_021_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,INDIGENOUS,ACT,defendant-count,person,103,observed,103,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R69C22,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,   021 Assault,Principal offence,2021–22,Aboriginal and Torres Strait Islander,Australian Capital Territory
2023-06-30,2022-06-30,CHAR_021_ASSAULT,GROUP_PRINCIPAL_OFFENCE_ANZSOC_2011,2022-06-30,INDIGENOUS,NSW,defendant-count,person,4874,observed,4874,sha256:c73793e4be698a9d8b45418fd9e4b02f6f690ad6a1f6cabdd970bf089e172bc6,Table 13,R69C2,sha256:6f476a7f1782c46cfd778ea5bc5ff9fd0b2a0ff119f71f1515fb19cfeca54fa1,criminal-courts-australia,sha256:b7205eb19f876024652516414031e9b9032e1256a5c427f001b4a305496d007b,tidy.table-family-acceptance/v1,sha256:e3ab7bad8969b2af268797418ca36ab74b0c86725fc5a880ec1eb56b4b76eda4,sha256:e5d5497ad502c54f4b3dc994bab6d165700569e3d39f7c914f79fe6c3217d28b,sha256:6677b7ab013e05004034f5317e615dc715da96efae9836da819ad2b89bcae521,human-authored/deterministic-map-v1,replay:sha256:0d9ff20874526f964bd3f29dc0466c62a78a19209cfc8381943daf725258fd9c,   021 Assault,Principal offence,2021–22,Aboriginal and Torres Strait Islander,New South Wales
