reference_date,jurisdiction_id,sex_id,prison_location_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_sex,raw_prison_location
2021-06-30,ACT,FEMALE,LOCATION_ALEXANDER_MACONOCHIE_CENTRE,prisoner-count,person,21,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R185C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,AUSTRALIAN CAPITAL TERRITORY,Females,Alexander Maconochie Centre
2021-06-30,ACT,FEMALE,LOCATION_SUBTOTAL,prisoner-count,person,21,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R186C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,AUSTRALIAN CAPITAL TERRITORY,Females,Total
2021-06-30,ACT,FEMALE,TOTAL_PRISONERS,prisoner-count,person,379,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R187C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,AUSTRALIAN CAPITAL TERRITORY,Females,Total prisoners
2021-06-30,ACT,MALE,LOCATION_ALEXANDER_MACONOCHIE_CENTRE,prisoner-count,person,354,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R182C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,AUSTRALIAN CAPITAL TERRITORY,Males,Alexander Maconochie Centre
2021-06-30,ACT,MALE,LOCATION_SUBTOTAL,prisoner-count,person,354,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R183C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,AUSTRALIAN CAPITAL TERRITORY,Males,Total
2021-06-30,NSW,FEMALE,LOCATION_AMBER_LAUREL_CORRECTIONAL_CENTRE,prisoner-count,person,4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R48C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Amber Laurel Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_BATHURST_CORRECTIONAL_CENTRE,prisoner-count,person,4,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R49C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Bathurst Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_BOLWARA_HOUSE_TRANSITIONAL_CENTRE,prisoner-count,person,12,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R50C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Bolwara House Transitional Centre
2021-06-30,NSW,FEMALE,LOCATION_BROKEN_HILL_CORRECTIONAL_CENTRE,prisoner-count,person,9,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R51C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Broken Hill Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_CLARENCE_CORRECTIONAL_CENTRE,prisoner-count,person,147,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R52C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Clarence Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_DILLWYNIA_CORRECTIONAL_CENTRE,prisoner-count,person,398,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R53C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Dillwynia Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_EMU_PLAINS_CORRECTIONAL_CENTRE,prisoner-count,person,35,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R54C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Emu Plains Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_JUNEE_CORRECTIONAL_CENTRE,prisoner-count,person,8,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R55C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Junee Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_KARIONG_CORRECTIONAL_CENTRE,prisoner-count,person,3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R56C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Kariong Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_LONG_BAY_HOSPITAL_AREA,prisoner-count,person,5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R57C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Long Bay Hospital Area
2021-06-30,NSW,FEMALE,LOCATION_MID_NORTH_COAST_CORRECTIONAL_CENTRE,prisoner-count,person,39,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R58C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Mid North Coast Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_NEWCASTLE_POLICE_COURT_CELLS,prisoner-count,person,3,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R59C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Newcastle Police/Court Cells
2021-06-30,NSW,FEMALE,LOCATION_PARRAMATTA_TRANSITIONAL_CENTRE,prisoner-count,person,9,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R60C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Parramatta Transitional Centre
2021-06-30,NSW,FEMALE,LOCATION_SILVERWATER_WOMEN_S_CORRECTIONAL_CENTRE,prisoner-count,person,182,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R61C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Silverwater Women's Correctional Centre
2021-06-30,NSW,FEMALE,LOCATION_SUBTOTAL,prisoner-count,person,868,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R64C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Total
2021-06-30,NSW,FEMALE,LOCATION_SURRY_HILLS_POLICE_COURT_CELLS,prisoner-count,person,5,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R62C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Surry Hills Police/Court Cells
2021-06-30,NSW,FEMALE,LOCATION_WELLINGTON_CORRECTIONAL_CENTRE,prisoner-count,person,7,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R63C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Wellington Correctional Centre
2021-06-30,NSW,FEMALE,TOTAL_PRISONERS,prisoner-count,person,13126,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R65C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Females,Total prisoners
2021-06-30,NSW,MALE,LOCATION_AMBER_LAUREL_CORRECTIONAL_CENTRE,prisoner-count,person,14,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R8C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Males,Amber Laurel Correctional Centre
2021-06-30,NSW,MALE,LOCATION_BATHURST_CORRECTIONAL_CENTRE,prisoner-count,person,758,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R9C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Males,Bathurst Correctional Centre
2021-06-30,NSW,MALE,LOCATION_BROKEN_HILL_CORRECTIONAL_CENTRE,prisoner-count,person,47,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R10C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Males,Broken Hill Correctional Centre
2021-06-30,NSW,MALE,LOCATION_CESSNOCK_CORRECTIONAL_CENTRE,prisoner-count,person,637,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R11C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Males,Cessnock Correctional Centre
2021-06-30,NSW,MALE,LOCATION_CLARENCE_CORRECTIONAL_CENTRE,prisoner-count,person,956,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R12C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Males,Clarence Correctional Centre
2021-06-30,NSW,MALE,LOCATION_COMPULSORY_DRUG_TREATMENT_CORRECTIONAL_CENTRE,prisoner-count,person,42,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R13C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Males,Compulsory Drug Treatment Correctional Centre
2021-06-30,NSW,MALE,LOCATION_COOMA_CORRECTIONAL_CENTRE,prisoner-count,person,196,observed,sha256:9a5be165da58005a2a31634568491645192785a96f27d9eee3c17e45175d1710,Table_34,R14C2,sha256:f990ae14809783c05726c140f6f68519ddd9825f2a25c7f2156559c59e5675cc,prisoners-in-australia,sha256:83dd8271f4864e486e77f1c0e721f5de4e373d7e9305e8bde6b900808512e60b,tidy.table-family-acceptance/v1,sha256:a12afb1aa9693028ad0ff594196cd029202ba266346b5563d89f589917745643,sha256:3037001d8c959f2fc253675d3bb17359089a07f7c0c96074f635619add776d87,sha256:68df0a164dc3a52f9c8215cc7a520ac105d8fae8eecaa3480bffc5323b49db65,openai-codex/gpt-5.6-sol,replay:sha256:d35351d8acb2c0c215db289bffdab94443ec58cc1672493dd715cde7d4c86735,NEW SOUTH WALES,Males,Cooma Correctional Centre
