publication_vintage_date,reference_date,principal_offence_id,jurisdiction_id,classification_context_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_jurisdiction,raw_classification_context
2024-06-30,2024-06-30,07_THEFT_2ddf8175,TAS_71b7c8af,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,779,observed,779,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R13C6,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,07 Theft (c),Tas.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,07_THEFT_2ddf8175,VIC_c5916b82,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,6986,observed,6986,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R13C3,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,07 Theft (c),Vic.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,07_THEFT_2ddf8175,WA_d8689b62,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,4694,observed,4694,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R13C5,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,07 Theft (c),WA,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,ACT_ee71241e,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,48,observed,48,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R15C8,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,08 Fraud and related offences,ACT,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,NSW_647faf01,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,2840,observed,2840,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R15C2,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,08 Fraud and related offences,NSW,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,NT_ff9ec9f7,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,44,observed,44,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R15C7,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,08 Fraud and related offences,NT,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,QLD_cfd8a309,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,1843,observed,1843,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R15C4,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,08 Fraud and related offences,Qld,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,TAS_71b7c8af,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,314,observed,314,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R15C6,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,08 Fraud and related offences,Tas.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,VIC_c5916b82,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,2202,observed,2202,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R15C3,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,08 Fraud and related offences,Vic.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,08_FRAUD_AND_RELATED_OFFENCES_e2838775,WA_d8689b62,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,1634,observed,1634,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R15C5,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,08 Fraud and related offences,WA,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,09_DRUG_OFFENCES_86dc45c2,ACT_ee71241e,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,255,observed,255,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R16C8,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,09 Drug offences,ACT,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,09_DRUG_OFFENCES_86dc45c2,NSW_647faf01,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,11355,observed,11355,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R16C2,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,09 Drug offences,NSW,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,09_DRUG_OFFENCES_86dc45c2,NT_ff9ec9f7,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,799,observed,799,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R16C7,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,09 Drug offences,NT,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,09_DRUG_OFFENCES_86dc45c2,QLD_cfd8a309,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,13014,observed,13014,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R16C4,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,09 Drug offences,Qld,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,09_DRUG_OFFENCES_86dc45c2,TAS_71b7c8af,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,808,observed,808,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R16C6,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,09 Drug offences,Tas.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,09_DRUG_OFFENCES_86dc45c2,VIC_c5916b82,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,7410,observed,7410,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R16C3,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,09 Drug offences,Vic.,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,09_DRUG_OFFENCES_86dc45c2,WA_d8689b62,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,5608,observed,5608,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R16C5,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,09 Drug offences,WA,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,ACT_ee71241e,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,120,observed,120,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R17C8,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,10 Weapons and explosives offences,ACT,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,NSW_647faf01,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,3982,observed,3982,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R17C2,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,10 Weapons and explosives offences,NSW,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,NT_ff9ec9f7,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,340,observed,340,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R17C7,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,10 Weapons and explosives offences,NT,Principal offence (ANZSOC 2023)(a)
2024-06-30,2024-06-30,10_WEAPONS_AND_EXPLOSIVES_OFFENCES_eac323ea,QLD_cfd8a309,PRINCIPAL_OFFENCE_ANZSOC_2023_c490ac3f,published-value,published-unit,4396,observed,4396,sha256:b9d9d841856feb7d173280f9c204179054b1366cca827825ed65c50431bd5e9a,Table 1,R17C4,sha256:b62dbf7ad3a033ff497e7f9bc1247b45ca2e30548306765275e15cca4d7a4904,RecipeV01,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,sha256:b6accf1765b5e7a9aa397cb2de330eac3653b8705fd0b8563ea72a2aedc0b8e2,recorded-crime-offenders,sha256:d8677c49ea4156c8725b2a0ced467f51121a8bb3eadb0268cea33ff445af0c31,tidy.table-family-acceptance/v2,sha256:f2afcc71c39dbce08e47aac874597b01b7359ed571b31a21f906202f5bf89751,sha256:6f446e079cffd01f75f8ca53ca523d1c81dc7b40900e690f4305524d8de4aa18,sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,provider-free/offenders-remaining-c4-v1/semantic-map-v1-recipe-v01,replay:sha256:5fd35274cc9ae4c35a37418fcc35b48e15b391fc38e69f975486e44605467a62,10 Weapons and explosives offences,Qld,Principal offence (ANZSOC 2023)(a)
