publication_vintage_date,reference_date,times_proceeded_id,age_group_id,jurisdiction_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_times_proceeded,raw_age_group,raw_jurisdiction,raw_statistic_basis
2024-06-30,2024-06-30,1_6b86b273,ALL_OFFENDERS_7a1c1a72,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,5141,observed,5141,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R28C6,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,All offenders(a),Tasmania,Number
2024-06-30,2024-06-30,1_6b86b273,ALL_OFFENDERS_7a1c1a72,TASMANIA_412e51e6,PROPORTION_13745b70,published-value,published-unit,67.4,observed,67.4,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R28C11,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,All offenders(a),Tasmania,Proportion (%)
2024-06-30,2024-06-30,1_6b86b273,ALL_OFFENDERS_7a1c1a72,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,44800,observed,44800,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R13C6,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,All offenders(a),Victoria,Number
2024-06-30,2024-06-30,1_6b86b273,ALL_OFFENDERS_7a1c1a72,VICTORIA_8abba993,PROPORTION_13745b70,published-value,published-unit,72.8,observed,72.8,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R13C11,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,All offenders(a),Victoria,Proportion (%)
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,242,observed,242,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R38C5,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Australian Capital Territory(b),Number
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,PROPORTION_13745b70,published-value,published-unit,70.3,observed,70.3,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R38C10,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Australian Capital Territory(b),Proportion (%)
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,11921,observed,11921,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R8C5,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,New South Wales,Number
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,NEW_SOUTH_WALES_92f089b8,PROPORTION_13745b70,published-value,published-unit,65.6,observed,65.6,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R8C10,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,New South Wales,Proportion (%)
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,NORTHERN_TERRITORY_a1d418fe,NUMBER_a081e07b,published-value,published-unit,512,observed,512,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R33C5,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Northern Territory(b),Number
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,NORTHERN_TERRITORY_a1d418fe,PROPORTION_13745b70,published-value,published-unit,65.1,observed,65.1,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R33C10,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Northern Territory(b),Proportion (%)
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,QUEENSLAND_8f0791ed,NUMBER_a081e07b,published-value,published-unit,6520,observed,6520,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R18C5,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Queensland,Number
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,QUEENSLAND_8f0791ed,PROPORTION_13745b70,published-value,published-unit,61.8,observed,61.8,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R18C10,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Queensland,Proportion (%)
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,SOUTH_AUSTRALIA_0abd141a,NUMBER_a081e07b,published-value,published-unit,1222,observed,1222,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R23C5,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,South Australia,Number
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,SOUTH_AUSTRALIA_0abd141a,PROPORTION_13745b70,published-value,published-unit,67.4,observed,67.4,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R23C10,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,South Australia,Proportion (%)
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,TASMANIA_412e51e6,NUMBER_a081e07b,published-value,published-unit,588,observed,588,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R28C5,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Tasmania,Number
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,TASMANIA_412e51e6,PROPORTION_13745b70,published-value,published-unit,58.1,observed,58.1,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R28C10,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Tasmania,Proportion (%)
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,VICTORIA_8abba993,NUMBER_a081e07b,published-value,published-unit,5967,observed,5967,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R13C5,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Victoria,Number
2024-06-30,2024-06-30,1_6b86b273,YOUTH_OFFENDERS_985dc3ce,VICTORIA_8abba993,PROPORTION_13745b70,published-value,published-unit,73.2,observed,73.2,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R13C10,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,1,Youth offenders,Victoria,Proportion (%)
2024-06-30,2024-06-30,2_OR_MORE_80b0f8ac,10_11_YEARS_ee891258,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,NUMBER_a081e07b,published-value,published-unit,0,observed,0,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R39C2,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,2 or more,10–11 years,Australian Capital Territory(b),Number
2024-06-30,2024-06-30,2_OR_MORE_80b0f8ac,10_11_YEARS_ee891258,AUSTRALIAN_CAPITAL_TERRITORY_8af3780a,PROPORTION_13745b70,published-value,published-unit,,not_available,na,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R39C7,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,2 or more,10–11 years,Australian Capital Territory(b),Proportion (%)
2024-06-30,2024-06-30,2_OR_MORE_80b0f8ac,10_11_YEARS_ee891258,NEW_SOUTH_WALES_92f089b8,NUMBER_a081e07b,published-value,published-unit,69,observed,69,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R9C2,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,2 or more,10–11 years,New South Wales,Number
2024-06-30,2024-06-30,2_OR_MORE_80b0f8ac,10_11_YEARS_ee891258,NEW_SOUTH_WALES_92f089b8,PROPORTION_13745b70,published-value,published-unit,30.9,observed,30.9,sha256:81adef0c7e5c764dcc4d1a1e2edfac745880b435924112663c1ed43adb51060b,Table 25,R9C7,sha256:de92f5ef3243b9583facc27b047f5d1b19c3a6be7ca20fca73a0f28535ea2190,RecipeV01,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,sha256:002ae3f247cbc45c6cdf32fb0ce862c7ad1e63d2531ae2af022911050c386a71,recorded-crime-offenders,sha256:aac9f0749ee94831f555e6b24bdff8d1ad539cd1e399f1de100d0c13cd96a507,tidy.table-family-acceptance/v2,sha256:635bb8d0123d5b659ce02716365aa481d6078e7c11f8132907dce12a2ebebfc3,sha256:558dfbafa3f6d6684e6822064fc5feca04de0e8266d105abd634c0437785ff3e,sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:cb8d32cc350558cfadfcb8581ff0f4e341395e0155faef82c5a517b959db58b8,2 or more,10–11 years,New South Wales,Proportion (%)
