publication_vintage_date,reference_date,age_group_id,observation_period_id,sex_id,statistic_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_age_group,raw_observation_period,raw_sex,raw_statistic_basis
2023-06-30,2009-06-30,AGE_30_34,2009-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,4217.3,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R16C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,30–34 years,2008–09,Males,Offender rate(a)
2023-06-30,2009-06-30,AGE_30_34,2009-06-30,PERSONS,COUNT,offender-count,person,39224,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R56C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,30–34 years,2008–09,Persons(c),Number
2023-06-30,2009-06-30,AGE_30_34,2009-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,2671.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R56C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,30–34 years,2008–09,Persons(c),Offender rate(a)
2023-06-30,2009-06-30,AGE_35_39,2009-06-30,FEMALE,COUNT,offender-count,person,8026,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R37C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,35–39 years,2008–09,Females,Number
2023-06-30,2009-06-30,AGE_35_39,2009-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,997.1,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R37C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,35–39 years,2008–09,Females,Offender rate(a)
2023-06-30,2009-06-30,AGE_35_39,2009-06-30,MALE,COUNT,offender-count,person,27112,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R17C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,35–39 years,2008–09,Males,Number
2023-06-30,2009-06-30,AGE_35_39,2009-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,3417.9,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R17C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,35–39 years,2008–09,Males,Offender rate(a)
2023-06-30,2009-06-30,AGE_35_39,2009-06-30,PERSONS,COUNT,offender-count,person,35196,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R57C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,35–39 years,2008–09,Persons(c),Number
2023-06-30,2009-06-30,AGE_35_39,2009-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,2202.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R57C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,35–39 years,2008–09,Persons(c),Offender rate(a)
2023-06-30,2009-06-30,AGE_40_44,2009-06-30,FEMALE,COUNT,offender-count,person,5800,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R38C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,40–44 years,2008–09,Females,Number
2023-06-30,2009-06-30,AGE_40_44,2009-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,765,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R38C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,40–44 years,2008–09,Females,Offender rate(a)
2023-06-30,2009-06-30,AGE_40_44,2009-06-30,MALE,COUNT,offender-count,person,19625,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R18C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,40–44 years,2008–09,Males,Number
2023-06-30,2009-06-30,AGE_40_44,2009-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,2624.1,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R18C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,40–44 years,2008–09,Males,Offender rate(a)
2023-06-30,2009-06-30,AGE_40_44,2009-06-30,PERSONS,COUNT,offender-count,person,25484,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R58C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,40–44 years,2008–09,Persons(c),Number
2023-06-30,2009-06-30,AGE_40_44,2009-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,1692.1,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R58C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,40–44 years,2008–09,Persons(c),Offender rate(a)
2023-06-30,2009-06-30,AGE_45_49,2009-06-30,FEMALE,COUNT,offender-count,person,3996,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R39C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,45–49 years,2008–09,Females,Number
2023-06-30,2009-06-30,AGE_45_49,2009-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,512.2,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R39C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,45–49 years,2008–09,Females,Offender rate(a)
2023-06-30,2009-06-30,AGE_45_49,2009-06-30,MALE,COUNT,offender-count,person,13517,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R19C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,45–49 years,2008–09,Males,Number
2023-06-30,2009-06-30,AGE_45_49,2009-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,1763.1,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R19C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,45–49 years,2008–09,Males,Offender rate(a)
2023-06-30,2009-06-30,AGE_45_49,2009-06-30,PERSONS,COUNT,offender-count,person,17545,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R59C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,45–49 years,2008–09,Persons(c),Number
2023-06-30,2009-06-30,AGE_45_49,2009-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,1134.3,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R59C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,45–49 years,2008–09,Persons(c),Offender rate(a)
2023-06-30,2009-06-30,AGE_50_54,2009-06-30,FEMALE,COUNT,offender-count,person,2215,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R40C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,50–54 years,2008–09,Females,Number
2023-06-30,2009-06-30,AGE_50_54,2009-06-30,FEMALE,RATE,offender-rate,per-100000-persons-aged-10-plus,310.8,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R40C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,50–54 years,2008–09,Females,Offender rate(a)
2023-06-30,2009-06-30,AGE_50_54,2009-06-30,MALE,COUNT,offender-count,person,8102,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R20C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,50–54 years,2008–09,Males,Number
2023-06-30,2009-06-30,AGE_50_54,2009-06-30,MALE,RATE,offender-rate,per-100000-persons-aged-10-plus,1155.5,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R20C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,50–54 years,2008–09,Males,Offender rate(a)
2023-06-30,2009-06-30,AGE_50_54,2009-06-30,PERSONS,COUNT,offender-count,person,10347,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R60C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,50–54 years,2008–09,Persons(c),Number
2023-06-30,2009-06-30,AGE_50_54,2009-06-30,PERSONS,RATE,offender-rate,per-100000-persons-aged-10-plus,731.8,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R60C17,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,50–54 years,2008–09,Persons(c),Offender rate(a)
2023-06-30,2009-06-30,AGE_55_59,2009-06-30,FEMALE,COUNT,offender-count,person,1140,observed,sha256:0ca5b6c8238dfa0fe90a4d7474564a1983ab9066b0690f0f2d9b121b9ea95c5e,Table 5,R41C2,sha256:349f73de1c140b7601c861e13022e7822845d094db0ad95af73ab3016ddfa1a2,recorded-crime-offenders,sha256:a754d660708f4b55bbbf27a654a5cbea09a7fd98c57d7629fe02ce9bb3f26c79,tidy.table-family-acceptance/v1,sha256:2b08b5b44a606cd542b961d60af82812c089283b4539c9207fb874d44ef6ac3d,sha256:95c01b45b9e287a7ff59538a1751d205ef65b25f8157b3675752331a112c9d3f,sha256:b4c4aefe3c187b95af6ad9d957bedce6d06691a182c3e3c7f4ca4d71ebdbaad6,human-authored/deterministic-map-v1,replay:sha256:a86c086c1ff5cf91b10aa7cdd80b7536ef2f3d62c1b891c851faebb2623bc5f9,55–59 years,2008–09,Females,Number
