reference_date,jurisdiction_id,indigenous_status_id,sex_id,legal_status_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_indigenous_status,raw_sex,raw_legal_status
2021-06-30,ACT,NON_INDIGENOUS,FEMALE,TOTAL,prisoner-count,person,13,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R27C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,NON-INDIGENOUS,Females,Total
2021-06-30,ACT,NON_INDIGENOUS,FEMALE,UNSENTENCED,prisoner-count,person,7,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R26C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,NON-INDIGENOUS,Females,Unsentenced
2021-06-30,ACT,NON_INDIGENOUS,MALE,SENTENCED,prisoner-count,person,181,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R21C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,NON-INDIGENOUS,Males,Sentenced
2021-06-30,ACT,NON_INDIGENOUS,MALE,TOTAL,prisoner-count,person,263,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R23C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,NON-INDIGENOUS,Males,Total
2021-06-30,ACT,NON_INDIGENOUS,MALE,UNSENTENCED,prisoner-count,person,85,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R22C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,NON-INDIGENOUS,Males,Unsentenced
2021-06-30,ACT,NON_INDIGENOUS,PERSONS,SENTENCED,prisoner-count,person,190,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R29C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,NON-INDIGENOUS,Persons,Sentenced
2021-06-30,ACT,NON_INDIGENOUS,PERSONS,TOTAL,prisoner-count,person,273,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R31C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,NON-INDIGENOUS,Persons,Total
2021-06-30,ACT,NON_INDIGENOUS,PERSONS,UNSENTENCED,prisoner-count,person,90,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R30C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,NON-INDIGENOUS,Persons,Unsentenced
2021-06-30,ACT,TOTAL,FEMALE,SENTENCED,prisoner-count,person,15,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R38C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Females,Sentenced
2021-06-30,ACT,TOTAL,FEMALE,TOTAL,prisoner-count,person,21,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R40C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Females,Total
2021-06-30,ACT,TOTAL,FEMALE,UNSENTENCED,prisoner-count,person,11,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R39C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Females,Unsentenced
2021-06-30,ACT,TOTAL,MALE,SENTENCED,prisoner-count,person,238,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R34C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Males,Sentenced
2021-06-30,ACT,TOTAL,MALE,TOTAL,prisoner-count,person,354,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R36C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Males,Total
2021-06-30,ACT,TOTAL,MALE,UNSENTENCED,prisoner-count,person,122,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R35C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Males,Unsentenced
2021-06-30,ACT,TOTAL,PERSONS,SENTENCED,prisoner-count,person,248,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R42C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Persons,Sentenced
2021-06-30,ACT,TOTAL,PERSONS,TOTAL,prisoner-count,person,379,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R44C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Persons,Total
2021-06-30,ACT,TOTAL,PERSONS,UNSENTENCED,prisoner-count,person,129,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R43C9,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,ACT,TOTAL,Persons,Unsentenced
2021-06-30,AUS,INDIGENOUS,FEMALE,SENTENCED,prisoner-count,person,721,observed,sha256:cd7b352a428bd55a23baf991620b9473fd6693a904ff4226e2eb6c68e7e747bd,Table_30,R12C10,sha256:58316711ed32e1799a9e6592d79beb3ff9930ca3a5fb85d275a44e1e493d4ad7,prisoners-in-australia,sha256:4e6208612a4cd1524256b9b69cc588ce19bc25413c30e69f9270836b5d6881a8,tidy.table-family-acceptance/v1,sha256:2a22c3a89f40cd90c708f156a52f7e4d1c6bdd1f5c0f22aeb02ef6bf0abeee78,sha256:f6dc95af15b6419ede6a187d6b2f76ddecbcd43c8ecbab466013bfc557cd880b,sha256:232094cb314b935e46a4759560bc1d08c4788d7b15ca98679dd4b00d6999ca4a,openai-codex/gpt-5.6-sol,replay:sha256:e1b92f4bbb847fa2429be34e11e1e6e0cb43413bb077c98dea3e37ebff3c790d,Aust.,ABORIGINAL AND TORRES STRAIT ISLANDER,Females,Sentenced
